Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,35.0,33.0,35.0,35.0,35.0,32.0
1,31.0,38.0,31.0,29.0,29.0,31.0
2,33.0,37.0,33.0,29.0,31.0,31.0
3,36.0,35.0,36.0,35.0,35.0,35.0
4,35.0,37.0,35.0,33.0,33.0,36.0
5,34.0,37.0,34.0,33.0,34.0,35.0
6,35.0,33.0,35.0,34.0,35.0,31.0
7,36.0,38.0,36.0,34.0,34.0,31.0
8,35.0,37.0,34.0,34.0,35.0,33.0
9,35.0,36.0,33.0,32.0,34.0,31.0
10,31.0,33.0,31.0,29.0,29.0,32.0
11,33.0,37.0,33.0,29.0,31.0,32.0
12,35.0,35.0,35.0,32.0,33.0,31.0
13,35.0,33.0,35.0,33.0,33.0,36.0
14,35.0,37.0,35.0,35.0,35.0,36.0
15,36.0,33.0,36.0,33.0,33.0,31.0
16,36.0,33.0,36.0,34.0,34.0,36.0
17,36.0,38.0,36.0,36.0,36.0,36.0
18,36.0,35.0,36.0,34.0,34.0,34.0
19,35.0,37.0,35.0,33.0,33.0,36.0
20,34.0,36.0,34.0,33.0,33.0,34.0
21,36.0,35.0,36.0,34.0,34.0,35.0
22,36.0,38.0,36.0,34.0,34.0,36.0
23,35.0,37.0,35.0,34.0,34.0,35.0
24,34.0,35.0,34.0,33.0,34.0,35.0
25,33.0,32.0,33.0,33.0,33.0,37.0
26,34.0,36.0,34.0,33.0,34.0,36.0
27,35.0,34.0,35.0,33.0,33.0,34.0
28,35.0,32.0,35.0,34.0,34.0,37.0
29,35.0,36.0,35.0,35.0,35.0,36.0
30,36.0,35.0,36.0,34.0,34.0,35.0
31,36.0,32.0,36.0,35.0,35.0,37.0
32,36.0,37.0,36.0,36.0,36.0,36.0
33,35.0,32.0,35.0,35.0,35.0,31.0
34,35.0,33.0,35.0,35.0,35.0,31.0
35,36.0,33.0,36.0,35.0,35.0,31.0
36,35.0,36.0,35.0,34.0,35.0,31.0
37,34.0,33.0,34.0,34.0,34.0,31.0
38,35.0,37.0,34.0,34.0,35.0,32.0
39,36.0,35.0,36.0,34.0,34.0,30.0
40,36.0,33.0,36.0,35.0,35.0,36.0
41,35.0,37.0,35.0,34.0,35.0,36.0
42,37.0,32.0,37.0,35.0,35.0,30.0
43,37.0,33.0,37.0,36.0,36.0,36.0
44,36.0,38.0,36.0,35.0,35.0,36.0
45,35.0,35.0,33.0,34.0,33.0,34.0
46,32.0,34.0,32.0,31.0,29.0,32.0
47,33.0,34.0,33.0,31.0,31.0,32.0
48,34.0,35.0,33.0,33.0,32.0,36.0
49,36.0,34.0,36.0,33.0,33.0,37.0
50,35.0,34.0,35.0,35.0,35.0,36.0
51,34.0,36.0,34.0,33.0,33.0,36.0
52,37.0,35.0,37.0,34.0,34.0,37.0
53,36.0,35.0,36.0,36.0,36.0,36.0
54,35.0,34.0,35.0,32.0,31.0,35.0
55,35.0,33.0,35.0,32.0,32.0,36.0
56,36.0,33.0,36.0,34.0,34.0,35.0
57,36.0,35.0,36.0,32.0,32.0,35.0
58,36.0,34.0,36.0,33.0,33.0,36.0
59,37.0,34.0,37.0,35.0,35.0,36.0
60,35.0,31.0,35.0,32.0,32.0,31.0
61,34.0,32.0,34.0,34.0,34.0,36.0
62,36.0,32.0,36.0,33.0,33.0,36.0
63,35.0,34.0,35.0,33.0,33.0,33.0
64,34.0,36.0,34.0,32.0,32.0,35.0
65,33.0,36.0,33.0,32.0,32.0,33.0
66,35.0,35.0,35.0,33.0,33.0,34.0
67,35.0,37.0,35.0,33.0,33.0,36.0
68,34.0,37.0,34.0,33.0,33.0,34.0
69,33.0,35.0,33.0,33.0,33.0,34.0
70,32.0,32.0,32.0,32.0,32.0,36.0
71,34.0,36.0,34.0,33.0,33.0,35.0
72,34.0,34.0,34.0,32.0,32.0,33.0
73,34.0,32.0,34.0,33.0,33.0,36.0
74,35.0,36.0,35.0,34.0,34.0,35.0
75,35.0,35.0,35.0,33.0,33.0,34.0
76,35.0,32.0,35.0,34.0,34.0,36.0
77,36.0,37.0,36.0,35.0,35.0,35.0
78,34.0,32.0,34.0,34.0,34.0,31.0
79,34.0,33.0,34.0,34.0,34.0,32.0
80,35.0,33.0,35.0,34.0,34.0,32.0
81,34.0,36.0,34.0,34.0,34.0,33.0
82,33.0,33.0,33.0,33.0,33.0,32.0
83,35.0,37.0,35.0,34.0,34.0,34.0
84,35.0,35.0,35.0,33.0,33.0,34.0
85,35.0,33.0,35.0,34.0,34.0,36.0
86,36.0,37.0,36.0,35.0,35.0,35.0
87,36.0,32.0,36.0,34.0,34.0,35.0
88,36.0,33.0,36.0,35.0,35.0,36.0
89,37.0,38.0,37.0,35.0,35.0,35.0
90,34.0,35.0,34.0,33.0,32.0,33.0
91,36.0,34.0,36.0,35.0,32.0,31.0
92,33.0,33.0,33.0,35.0,33.0,35.0
93,35.0,35.0,35.0,34.0,33.0,35.0
94,37.0,34.0,37.0,35.0,34.0,36.0
95,35.0,33.0,35.0,34.0,34.0,35.0
96,36.0,36.0,36.0,32.0,33.0,35.0
97,38.0,35.0,38.0,35.0,35.0,36.0
98,36.0,34.0,36.0,35.0,35.0,36.0
99,35.0,34.0,35.0,33.0,32.0,34.0
100,36.0,33.0,36.0,34.0,33.0,35.0
101,35.0,32.0,35.0,34.0,34.0,35.0
102,36.0,35.0,36.0,31.0,32.0,34.0
103,37.0,34.0,37.0,34.0,34.0,36.0
104,36.0,33.0,36.0,35.0,35.0,36.0
105,34.0,31.0,34.0,32.0,32.0,34.0
106,33.0,31.0,33.0,33.0,33.0,36.0
107,37.0,31.0,37.0,35.0,35.0,36.0
108,33.0,26.0,34.0,34.0,33.0,31.0
109,33.0,28.0,33.0,33.0,33.0,28.0
110,34.0,29.0,35.0,35.0,35.0,29.0
111,34.0,29.0,34.0,35.0,34.0,31.0
112,33.0,30.0,34.0,34.0,34.0,28.0
113,36.0,31.0,36.0,35.0,35.0,31.0
114,33.0,28.0,33.0,34.0,34.0,30.0
115,34.0,29.0,34.0,34.0,34.0,32.0
116,35.0,31.0,35.0,36.0,36.0,32.0
117,33.0,26.0,33.0,33.0,33.0,30.0
118,35.0,27.0,35.0,35.0,35.0,32.0
119,36.0,32.0,36.0,35.0,35.0,32.0
120,35.0,29.0,35.0,34.0,33.0,34.0
121,37.0,31.0,37.0,36.0,33.0,31.0
122,34.0,31.0,34.0,36.0,34.0,31.0
123,34.0,30.0,34.0,35.0,34.0,33.0
124,36.0,30.0,36.0,36.0,35.0,32.0
125,36.0,31.0,36.0,35.0,35.0,35.0
