Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,54.0,54.0,53.0,50.0,49.0,50.0,50.0,50.0,49.0,54.0,48.0
1,53.0,53.0,52.0,50.0,50.0,49.0,44.0,44.0,48.0,51.0,50.0
2,53.0,53.0,53.0,51.0,51.0,50.0,44.0,46.0,49.0,51.0,51.0
3,56.0,56.0,55.0,57.0,57.0,56.0,57.0,56.0,53.0,54.0,47.0
4,58.0,58.0,57.0,55.0,55.0,54.0,50.0,49.0,53.0,56.0,52.0
5,59.0,59.0,58.0,52.0,52.0,51.0,51.0,50.0,55.0,56.0,51.0
6,55.0,55.0,54.0,57.0,57.0,57.0,57.0,57.0,53.0,55.0,48.0
7,56.0,56.0,55.0,55.0,55.0,55.0,50.0,50.0,52.0,56.0,53.0
8,60.0,60.0,59.0,52.0,52.0,52.0,51.0,51.0,55.0,56.0,50.0
9,57.0,57.0,57.0,52.0,52.0,52.0,50.0,51.0,54.0,54.0,56.0
10,58.0,58.0,58.0,51.0,51.0,51.0,44.0,44.0,54.0,56.0,58.0
11,59.0,59.0,59.0,52.0,52.0,52.0,45.0,46.0,56.0,56.0,58.0
12,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,53.0,54.0,55.0
13,58.0,58.0,57.0,51.0,50.0,51.0,51.0,51.0,53.0,56.0,57.0
14,59.0,59.0,58.0,51.0,51.0,52.0,51.0,52.0,55.0,56.0,57.0
15,54.0,54.0,53.0,56.0,56.0,56.0,56.0,56.0,49.0,53.0,48.0
16,53.0,53.0,53.0,51.0,50.0,51.0,51.0,51.0,49.0,54.0,53.0
17,52.0,52.0,51.0,51.0,51.0,52.0,51.0,52.0,48.0,50.0,51.0
18,55.0,55.0,54.0,56.0,56.0,56.0,56.0,56.0,52.0,53.0,46.0
19,59.0,59.0,58.0,54.0,54.0,54.0,49.0,52.0,55.0,59.0,51.0
20,59.0,59.0,58.0,51.0,51.0,52.0,50.0,50.0,54.0,55.0,52.0
21,56.0,56.0,55.0,57.0,57.0,57.0,57.0,57.0,53.0,54.0,47.0
22,59.0,59.0,59.0,55.0,55.0,55.0,50.0,53.0,55.0,60.0,52.0
23,60.0,60.0,59.0,52.0,52.0,53.0,51.0,51.0,55.0,56.0,52.0
24,59.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,59.0,57.0,55.0
25,60.0,60.0,60.0,56.0,56.0,56.0,51.0,51.0,61.0,59.0,60.0
26,60.0,60.0,60.0,59.0,59.0,59.0,52.0,52.0,56.0,56.0,57.0
27,59.0,59.0,58.0,57.0,57.0,57.0,57.0,57.0,58.0,57.0,54.0
28,60.0,60.0,59.0,58.0,58.0,58.0,58.0,58.0,60.0,59.0,59.0
29,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,55.0,56.0,56.0
30,55.0,55.0,54.0,57.0,57.0,57.0,57.0,57.0,53.0,54.0,47.0
31,59.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,56.0,60.0,52.0
32,57.0,57.0,56.0,59.0,59.0,59.0,59.0,59.0,53.0,56.0,50.0
33,55.0,55.0,54.0,57.0,57.0,57.0,57.0,57.0,53.0,54.0,47.0
34,60.0,60.0,59.0,55.0,55.0,55.0,50.0,50.0,55.0,55.0,53.0
35,56.0,56.0,55.0,51.0,51.0,51.0,51.0,51.0,55.0,56.0,50.0
36,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,59.0,55.0,56.0
37,60.0,60.0,60.0,57.0,57.0,57.0,52.0,52.0,61.0,60.0,61.0
38,61.0,61.0,61.0,60.0,60.0,60.0,53.0,53.0,57.0,56.0,58.0
39,57.0,57.0,56.0,58.0,58.0,58.0,58.0,58.0,58.0,54.0,55.0
40,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0
41,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,56.0,56.0,57.0
42,55.0,55.0,54.0,58.0,58.0,58.0,58.0,58.0,53.0,54.0,48.0
43,55.0,56.0,54.0,59.0,59.0,59.0,59.0,59.0,56.0,55.0,53.0
