Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,54.0,49.0,54.0,49.0,49.0,50.0,50.0,48.0,50.0,50.0,50.0,48.0,50.0,50.0,48.0
1,51.0,50.0,51.0,50.0,50.0,47.0,50.0,49.0,47.0,47.0,47.0,44.0,48.0,50.0,49.0
2,50.0,50.0,50.0,50.0,51.0,46.0,50.0,49.0,46.0,46.0,46.0,45.0,49.0,50.0,49.0
3,54.0,52.0,54.0,52.0,53.0,53.0,52.0,51.0,51.0,53.0,51.0,52.0,54.0,52.0,51.0
4,53.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,54.0,53.0,52.0
5,53.0,53.0,53.0,53.0,53.0,49.0,53.0,52.0,48.0,49.0,48.0,48.0,53.0,53.0,52.0
6,55.0,53.0,55.0,53.0,54.0,54.0,53.0,52.0,52.0,54.0,52.0,53.0,55.0,53.0,52.0
7,54.0,54.0,54.0,54.0,55.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,55.0,54.0,53.0
8,54.0,54.0,54.0,54.0,54.0,50.0,54.0,53.0,49.0,50.0,49.0,49.0,54.0,54.0,53.0
9,55.0,55.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,56.0,55.0,54.0
10,56.0,56.0,56.0,56.0,56.0,50.0,56.0,55.0,50.0,50.0,50.0,50.0,50.0,56.0,55.0
11,56.0,56.0,56.0,56.0,56.0,50.0,56.0,55.0,50.0,50.0,50.0,50.0,51.0,56.0,55.0
12,54.0,54.0,54.0,54.0,55.0,53.0,54.0,53.0,53.0,53.0,53.0,54.0,55.0,54.0,53.0
13,55.0,55.0,55.0,55.0,55.0,49.0,55.0,54.0,49.0,49.0,49.0,50.0,50.0,55.0,54.0
14,55.0,55.0,55.0,55.0,55.0,49.0,55.0,54.0,49.0,49.0,49.0,50.0,50.0,55.0,54.0
15,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0
16,51.0,51.0,51.0,51.0,55.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0
17,51.0,51.0,51.0,51.0,54.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0
18,54.0,52.0,54.0,52.0,53.0,54.0,52.0,52.0,52.0,54.0,52.0,52.0,54.0,52.0,52.0
19,53.0,53.0,53.0,53.0,54.0,51.0,53.0,53.0,51.0,51.0,51.0,52.0,54.0,53.0,53.0
20,53.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0
21,55.0,53.0,55.0,53.0,54.0,55.0,53.0,53.0,53.0,55.0,53.0,53.0,55.0,53.0,53.0
22,54.0,54.0,54.0,54.0,55.0,52.0,54.0,54.0,52.0,52.0,52.0,53.0,55.0,54.0,54.0
23,54.0,54.0,54.0,54.0,54.0,53.0,54.0,54.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0
24,59.0,59.0,59.0,59.0,55.0,58.0,59.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0
25,59.0,59.0,59.0,59.0,59.0,54.0,59.0,58.0,54.0,54.0,54.0,54.0,55.0,59.0,58.0
26,56.0,56.0,56.0,56.0,56.0,54.0,56.0,56.0,54.0,54.0,54.0,54.0,55.0,56.0,56.0
27,58.0,58.0,58.0,58.0,55.0,57.0,58.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0
28,58.0,58.0,58.0,58.0,58.0,53.0,58.0,57.0,53.0,53.0,53.0,54.0,54.0,58.0,57.0
29,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,53.0,54.0,53.0,54.0,55.0,55.0,55.0
30,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
