Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,39.0,36.0,36.0,36.0
1,41.0,36.0,36.0,38.0
2,41.0,36.0,36.0,38.0
3,39.0,35.0,35.0,35.0
4,40.0,35.0,35.0,37.0
5,40.0,37.0,37.0,37.0
6,40.0,36.0,35.0,36.0
7,41.0,36.0,36.0,38.0
8,41.0,38.0,37.0,38.0
9,38.0,36.0,36.0,36.0
10,39.0,37.0,37.0,38.0
11,40.0,37.0,37.0,38.0
12,37.0,35.0,35.0,35.0
13,39.0,37.0,37.0,37.0
14,39.0,37.0,37.0,37.0
15,38.0,36.0,36.0,35.0
16,40.0,37.0,37.0,36.0
17,40.0,38.0,38.0,37.0
18,40.0,34.0,34.0,34.0
19,39.0,34.0,34.0,36.0
20,39.0,36.0,36.0,36.0
21,41.0,35.0,34.0,35.0
22,40.0,35.0,35.0,37.0
23,40.0,37.0,36.0,37.0
24,37.0,35.0,35.0,35.0
25,38.0,36.0,36.0,37.0
26,39.0,38.0,38.0,38.0
27,36.0,34.0,34.0,34.0
28,38.0,36.0,36.0,36.0
29,38.0,38.0,38.0,37.0
30,37.0,35.0,35.0,34.0
31,39.0,37.0,37.0,35.0
32,39.0,38.0,38.0,36.0
33,42.0,34.0,34.0,36.0
34,40.0,35.0,35.0,37.0
35,40.0,36.0,36.0,37.0
36,38.0,35.0,35.0,36.0
37,39.0,37.0,37.0,38.0
38,40.0,38.0,38.0,38.0
39,37.0,35.0,35.0,35.0
40,39.0,37.0,37.0,37.0
41,39.0,38.0,38.0,37.0
42,38.0,36.0,35.0,35.0
43,40.0,37.0,37.0,36.0
44,40.0,38.0,38.0,37.0
45,38.0,36.0,36.0,36.0
46,39.0,38.0,38.0,38.0
47,39.0,38.0,38.0,38.0
48,37.0,36.0,36.0,36.0
49,38.0,38.0,38.0,37.0
50,39.0,38.0,38.0,38.0
51,38.0,36.0,36.0,35.0
52,39.0,38.0,38.0,37.0
53,40.0,38.0,38.0,37.0
54,36.0,36.0,36.0,36.0
55,37.0,37.0,37.0,38.0
56,38.0,38.0,38.0,38.0
57,37.0,36.0,36.0,35.0
58,38.0,37.0,37.0,37.0
59,39.0,38.0,38.0,37.0
60,37.0,36.0,36.0,34.0
61,39.0,37.0,37.0,36.0
62,39.0,38.0,38.0,36.0
63,39.0,34.0,34.0,33.0
64,38.0,33.0,33.0,35.0
65,38.0,36.0,36.0,35.0
66,40.0,35.0,35.0,34.0
67,39.0,34.0,34.0,36.0
68,39.0,37.0,37.0,36.0
69,37.0,35.0,35.0,34.0
70,39.0,37.0,37.0,36.0
71,38.0,37.0,37.0,37.0
72,36.0,34.0,34.0,33.0
73,38.0,36.0,36.0,35.0
74,37.0,37.0,37.0,36.0
75,36.0,35.0,35.0,33.0
76,38.0,37.0,37.0,34.0
77,38.0,37.0,37.0,35.0
78,41.0,36.0,36.0,35.0
79,39.0,35.0,35.0,37.0
80,40.0,38.0,38.0,37.0
81,38.0,36.0,36.0,35.0
82,40.0,38.0,38.0,37.0
83,39.0,37.0,37.0,37.0
84,37.0,35.0,35.0,34.0
85,39.0,37.0,37.0,36.0
86,38.0,37.0,37.0,36.0
87,37.0,36.0,36.0,34.0
88,39.0,38.0,38.0,35.0
89,39.0,38.0,38.0,36.0
90,37.0,35.0,35.0,35.0
91,38.0,37.0,37.0,37.0
92,38.0,37.0,37.0,37.0
93,37.0,35.0,35.0,35.0
94,39.0,37.0,37.0,36.0
95,38.0,37.0,37.0,37.0
96,38.0,36.0,36.0,34.0
97,40.0,38.0,38.0,36.0
98,39.0,37.0,37.0,36.0
99,36.0,35.0,35.0,35.0
100,38.0,36.0,36.0,37.0
101,37.0,37.0,37.0,37.0
102,37.0,35.0,35.0,34.0
103,39.0,37.0,37.0,36.0
104,38.0,37.0,37.0,36.0
105,36.0,35.0,35.0,33.0
106,38.0,38.0,38.0,35.0
107,38.0,37.0,37.0,35.0
108,39.0,37.0,37.0,32.0
109,40.0,36.0,36.0,36.0
110,41.0,39.0,39.0,35.0
111,39.0,37.0,37.0,36.0
112,41.0,39.0,39.0,37.0
113,39.0,36.0,36.0,38.0
114,38.0,36.0,36.0,35.0
115,40.0,38.0,38.0,37.0
116,38.0,38.0,38.0,37.0
117,37.0,37.0,37.0,32.0
118,39.0,39.0,39.0,36.0
119,39.0,39.0,39.0,34.0
