Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,42.0,39.0,38.0,39.0,37.0,37.0,39.0,45.0,43.0,39.0,36.0
1,41.0,40.0,40.0,39.0,38.0,38.0,40.0,43.0,40.0,40.0,38.0
2,44.0,40.0,39.0,41.0,38.0,37.0,39.0,44.0,41.0,39.0,37.0
3,47.0,44.0,44.0,44.0,44.0,43.0,44.0,47.0,45.0,44.0,44.0
4,42.0,42.0,41.0,42.0,41.0,41.0,42.0,45.0,43.0,42.0,41.0
5,45.0,41.0,41.0,42.0,41.0,40.0,43.0,45.0,42.0,43.0,41.0
6,48.0,45.0,44.0,45.0,45.0,44.0,43.0,48.0,44.0,43.0,45.0
7,43.0,42.0,42.0,42.0,42.0,42.0,41.0,44.0,42.0,41.0,42.0
8,46.0,42.0,41.0,42.0,42.0,41.0,44.0,46.0,41.0,44.0,42.0
9,48.0,45.0,45.0,45.0,45.0,44.0,45.0,49.0,49.0,46.0,45.0
10,40.0,40.0,40.0,40.0,39.0,39.0,47.0,49.0,46.0,47.0,38.0
11,43.0,40.0,40.0,40.0,43.0,43.0,41.0,47.0,47.0,41.0,43.0
12,47.0,44.0,44.0,44.0,44.0,43.0,44.0,49.0,49.0,45.0,44.0
13,39.0,39.0,39.0,39.0,38.0,38.0,46.0,48.0,46.0,46.0,37.0
14,43.0,43.0,43.0,43.0,42.0,42.0,44.0,50.0,49.0,44.0,42.0
15,45.0,44.0,44.0,44.0,44.0,44.0,42.0,46.0,45.0,42.0,44.0
16,40.0,40.0,40.0,40.0,39.0,39.0,43.0,47.0,45.0,43.0,38.0
17,44.0,44.0,44.0,44.0,43.0,43.0,45.0,51.0,50.0,45.0,43.0
18,46.0,43.0,43.0,43.0,43.0,43.0,46.0,46.0,44.0,46.0,43.0
19,41.0,41.0,40.0,41.0,41.0,40.0,41.0,44.0,42.0,41.0,40.0
20,44.0,40.0,40.0,41.0,40.0,40.0,44.0,44.0,42.0,44.0,40.0
21,47.0,44.0,44.0,44.0,44.0,44.0,47.0,47.0,43.0,47.0,44.0
22,42.0,42.0,41.0,42.0,42.0,41.0,42.0,44.0,41.0,42.0,41.0
23,45.0,41.0,41.0,41.0,41.0,41.0,45.0,45.0,41.0,45.0,41.0
24,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,49.0
25,46.0,46.0,46.0,46.0,46.0,46.0,48.0,48.0,46.0,48.0,46.0
26,48.0,46.0,46.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,47.0
27,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,49.0
28,45.0,45.0,45.0,45.0,45.0,45.0,47.0,47.0,46.0,47.0,45.0
29,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0
30,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,46.0
31,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,46.0
32,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0,50.0,51.0
33,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,45.0
34,43.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,40.0,43.0,42.0
35,42.0,42.0,41.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,42.0
36,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0
37,47.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,46.0,47.0
38,49.0,47.0,47.0,48.0,47.0,47.0,45.0,46.0,47.0,46.0,47.0
39,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0
40,46.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0,46.0,46.0,46.0
41,51.0,51.0,51.0,51.0,51.0,51.0,49.0,50.0,49.0,49.0,51.0
42,47.0,47.0,47.0,47.0,47.0,47.0,45.0,46.0,45.0,45.0,47.0
43,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,47.0
44,52.0,52.0,52.0,52.0,52.0,52.0,50.0,51.0,50.0,50.0,52.0
45,45.0,45.0,45.0,45.0,46.0,46.0,44.0,48.0,48.0,44.0,46.0
46,38.0,38.0,38.0,38.0,39.0,39.0,43.0,46.0,46.0,43.0,39.0
47,43.0,39.0,39.0,39.0,42.0,42.0,40.0,46.0,47.0,40.0,42.0
48,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,49.0
49,46.0,46.0,46.0,46.0,46.0,46.0,48.0,50.0,50.0,48.0,46.0
50,48.0,46.0,46.0,47.0,47.0,47.0,46.0,50.0,51.0,46.0,47.0
51,50.0,50.0,50.0,50.0,50.0,50.0,48.0,49.0,50.0,48.0,50.0
52,47.0,47.0,47.0,47.0,46.0,47.0,47.0,51.0,51.0,47.0,47.0
53,47.0,47.0,47.0,48.0,48.0,48.0,47.0,51.0,52.0,47.0,48.0
54,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,48.0,49.0
55,45.0,45.0,45.0,45.0,45.0,45.0,47.0,50.0,50.0,47.0,45.0
56,47.0,45.0,45.0,46.0,46.0,46.0,45.0,50.0,51.0,45.0,46.0
57,50.0,50.0,50.0,50.0,50.0,50.0,48.0,49.0,50.0,48.0,50.0
58,46.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,51.0,46.0,46.0
59,46.0,46.0,46.0,47.0,47.0,47.0,46.0,51.0,52.0,46.0,47.0
60,45.0,45.0,45.0,45.0,45.0,45.0,43.0,46.0,46.0,43.0,45.0
61,38.0,38.0,38.0,38.0,38.0,38.0,41.0,46.0,46.0,41.0,38.0
62,42.0,42.0,43.0,42.0,42.0,43.0,43.0,51.0,51.0,44.0,43.0
63,45.0,42.0,42.0,42.0,42.0,42.0,45.0,45.0,43.0,45.0,42.0
64,40.0,40.0,39.0,40.0,40.0,39.0,40.0,43.0,41.0,40.0,39.0
65,43.0,39.0,39.0,40.0,39.0,39.0,43.0,43.0,42.0,43.0,39.0
66,46.0,43.0,43.0,43.0,43.0,43.0,46.0,46.0,42.0,46.0,43.0
67,41.0,41.0,40.0,41.0,41.0,40.0,41.0,43.0,40.0,41.0,40.0
68,44.0,40.0,40.0,40.0,40.0,40.0,44.0,44.0,41.0,44.0,40.0
69,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,48.0
70,45.0,45.0,45.0,45.0,45.0,45.0,47.0,47.0,45.0,47.0,45.0
71,47.0,45.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,46.0
72,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,48.0
73,44.0,44.0,44.0,44.0,44.0,44.0,46.0,46.0,45.0,46.0,44.0
74,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,49.0
75,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,45.0
76,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0
77,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,49.0,50.0
78,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,44.0
79,42.0,42.0,41.0,42.0,42.0,41.0,42.0,42.0,41.0,42.0,41.0
80,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,41.0,41.0
81,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,49.0
82,46.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0
