Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,43.0,41.0,41.0,41.0,42.0,42.0,43.0,46.0
1,45.0,42.0,42.0,42.0,44.0,44.0,45.0,44.0
2,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
3,45.0,41.0,41.0,41.0,44.0,44.0,45.0,47.0
4,46.0,46.0,46.0,46.0,45.0,45.0,45.0,46.0
5,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0
6,44.0,41.0,41.0,41.0,43.0,43.0,44.0,46.0
7,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
8,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
9,44.0,42.0,42.0,42.0,43.0,43.0,44.0,45.0
10,46.0,42.0,42.0,42.0,45.0,45.0,46.0,46.0
11,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
12,44.0,41.0,41.0,41.0,43.0,43.0,44.0,44.0
13,45.0,41.0,41.0,41.0,44.0,44.0,45.0,45.0
14,46.0,45.0,45.0,45.0,45.0,45.0,46.0,47.0
15,43.0,41.0,41.0,41.0,42.0,42.0,43.0,45.0
16,45.0,42.0,42.0,42.0,44.0,44.0,45.0,45.0
17,46.0,46.0,46.0,46.0,45.0,45.0,46.0,43.0
18,45.0,41.0,41.0,41.0,45.0,45.0,44.0,48.0
19,46.0,46.0,46.0,46.0,45.0,45.0,44.0,47.0
20,46.0,46.0,46.0,46.0,46.0,46.0,45.0,48.0
21,44.0,41.0,41.0,41.0,44.0,44.0,43.0,48.0
22,46.0,46.0,46.0,46.0,46.0,46.0,45.0,47.0
23,46.0,46.0,46.0,46.0,46.0,46.0,45.0,48.0
24,44.0,42.0,42.0,42.0,44.0,44.0,44.0,46.0
25,46.0,45.0,45.0,45.0,46.0,46.0,45.0,47.0
26,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0
27,44.0,41.0,41.0,41.0,44.0,44.0,44.0,46.0
28,45.0,44.0,44.0,44.0,45.0,45.0,44.0,46.0
29,46.0,45.0,45.0,45.0,46.0,46.0,46.0,47.0
30,43.0,41.0,41.0,41.0,43.0,43.0,43.0,45.0
31,45.0,45.0,45.0,45.0,45.0,45.0,44.0,46.0
32,46.0,46.0,46.0,46.0,46.0,46.0,45.0,44.0
33,43.0,41.0,41.0,41.0,43.0,43.0,43.0,46.0
34,46.0,46.0,46.0,46.0,45.0,45.0,44.0,47.0
35,45.0,42.0,42.0,42.0,45.0,45.0,45.0,48.0
36,43.0,42.0,42.0,42.0,43.0,43.0,43.0,46.0
37,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0
38,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0
39,43.0,41.0,41.0,41.0,43.0,43.0,43.0,46.0
40,45.0,45.0,45.0,45.0,44.0,44.0,44.0,45.0
41,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0
42,42.0,41.0,41.0,41.0,42.0,42.0,42.0,46.0
43,46.0,46.0,46.0,46.0,45.0,45.0,44.0,46.0
44,46.0,46.0,46.0,46.0,45.0,45.0,46.0,44.0
45,43.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0
46,45.0,42.0,42.0,42.0,44.0,44.0,45.0,45.0
