Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,40.0,40.0,40.0,40.0,41.0,40.0
1,42.0,41.0,39.0,41.0,41.0,41.0
2,42.0,41.0,37.0,41.0,41.0,41.0
3,42.0,41.0,41.0,41.0,42.0,40.0
4,44.0,43.0,41.0,43.0,43.0,42.0
5,44.0,43.0,41.0,43.0,43.0,42.0
6,42.0,41.0,41.0,41.0,41.0,40.0
7,44.0,43.0,41.0,43.0,41.0,41.0
8,44.0,43.0,41.0,43.0,41.0,41.0
9,43.0,42.0,40.0,42.0,40.0,40.0
10,38.0,37.0,40.0,37.0,38.0,41.0
11,38.0,37.0,38.0,37.0,39.0,41.0
12,42.0,41.0,40.0,41.0,40.0,39.0
13,37.0,36.0,39.0,36.0,37.0,40.0
14,37.0,36.0,37.0,36.0,38.0,41.0
15,43.0,42.0,40.0,42.0,40.0,38.0
16,37.0,36.0,40.0,37.0,37.0,40.0
17,38.0,37.0,37.0,37.0,39.0,41.0
18,41.0,40.0,40.0,41.0,41.0,40.0
19,43.0,42.0,41.0,42.0,42.0,42.0
20,43.0,42.0,41.0,43.0,42.0,42.0
21,41.0,41.0,41.0,41.0,41.0,41.0
22,43.0,42.0,41.0,42.0,41.0,42.0
23,43.0,42.0,41.0,43.0,41.0,42.0
24,42.0,41.0,42.0,41.0,42.0,42.0
25,42.0,42.0,42.0,42.0,42.0,42.0
26,42.0,43.0,42.0,43.0,43.0,42.0
27,41.0,40.0,41.0,40.0,41.0,41.0
28,41.0,41.0,42.0,41.0,42.0,41.0
29,41.0,42.0,42.0,42.0,42.0,42.0
30,42.0,41.0,42.0,41.0,42.0,40.0
31,41.0,41.0,41.0,42.0,41.0,42.0
32,42.0,43.0,42.0,43.0,43.0,42.0
33,41.0,41.0,41.0,41.0,41.0,39.0
34,43.0,41.0,41.0,41.0,41.0,41.0
35,43.0,41.0,41.0,42.0,41.0,41.0
36,42.0,41.0,42.0,41.0,42.0,40.0
37,42.0,42.0,42.0,42.0,42.0,41.0
38,42.0,43.0,42.0,43.0,42.0,42.0
39,41.0,40.0,41.0,40.0,41.0,39.0
40,41.0,41.0,42.0,41.0,42.0,41.0
41,41.0,42.0,42.0,42.0,42.0,42.0
42,42.0,41.0,42.0,41.0,42.0,38.0
43,41.0,41.0,41.0,42.0,41.0,40.0
44,42.0,43.0,42.0,43.0,42.0,41.0
45,41.0,41.0,41.0,41.0,41.0,41.0
46,37.0,36.0,41.0,37.0,38.0,41.0
47,37.0,37.0,38.0,37.0,38.0,40.0
48,40.0,40.0,41.0,40.0,41.0,41.0
49,36.0,36.0,40.0,36.0,38.0,41.0
50,36.0,36.0,38.0,36.0,38.0,41.0
51,41.0,41.0,41.0,41.0,41.0,41.0
52,37.0,36.0,41.0,37.0,38.0,40.0
53,36.0,37.0,38.0,37.0,38.0,41.0
54,39.0,39.0,40.0,39.0,40.0,40.0
55,35.0,35.0,39.0,35.0,37.0,40.0
56,35.0,35.0,37.0,35.0,37.0,40.0
57,40.0,40.0,41.0,40.0,41.0,40.0
58,36.0,35.0,40.0,36.0,37.0,40.0
59,35.0,36.0,37.0,36.0,37.0,40.0
60,40.0,40.0,40.0,40.0,40.0,37.0
61,35.0,35.0,40.0,35.0,37.0,39.0
62,35.0,36.0,37.0,37.0,37.0,40.0
63,40.0,39.0,39.0,40.0,40.0,39.0
64,42.0,41.0,40.0,41.0,41.0,41.0
65,42.0,41.0,40.0,42.0,41.0,41.0
66,40.0,40.0,40.0,40.0,40.0,40.0
67,42.0,41.0,41.0,41.0,41.0,41.0
68,42.0,41.0,41.0,42.0,41.0,42.0
69,41.0,40.0,41.0,40.0,41.0,41.0
70,43.0,42.0,42.0,42.0,42.0,42.0
71,43.0,42.0,42.0,42.0,42.0,42.0
72,40.0,39.0,40.0,39.0,40.0,40.0
73,42.0,41.0,41.0,41.0,41.0,41.0
74,42.0,41.0,41.0,41.0,41.0,42.0
75,41.0,40.0,41.0,40.0,41.0,39.0
76,42.0,41.0,41.0,41.0,41.0,41.0
77,42.0,42.0,41.0,42.0,42.0,41.0
78,40.0,40.0,40.0,40.0,40.0,40.0
79,42.0,41.0,41.0,41.0,41.0,41.0
80,42.0,41.0,41.0,41.0,41.0,41.0
81,41.0,40.0,42.0,40.0,42.0,39.0
82,43.0,42.0,42.0,42.0,42.0,41.0
83,43.0,42.0,42.0,42.0,42.0,42.0
84,40.0,39.0,41.0,39.0,41.0,39.0
85,42.0,41.0,42.0,41.0,42.0,40.0
86,42.0,41.0,42.0,41.0,42.0,42.0
87,41.0,40.0,42.0,40.0,42.0,39.0
88,42.0,41.0,41.0,41.0,41.0,40.0
89,42.0,42.0,42.0,42.0,42.0,41.0
90,42.0,41.0,43.0,41.0,43.0,40.0
91,43.0,42.0,43.0,42.0,43.0,40.0
92,43.0,42.0,43.0,42.0,43.0,41.0
93,41.0,40.0,42.0,40.0,42.0,40.0
94,42.0,42.0,43.0,41.0,43.0,40.0
95,42.0,42.0,43.0,41.0,43.0,41.0
96,42.0,41.0,43.0,41.0,43.0,40.0
