Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,40.0,45.0,48.0,42.0,45.0,47.0,46.0,42.0,44.0,41.0,44.0,42.0,44.0,43.0,45.0
1,42.0,42.0,45.0,44.0,45.0,45.0,47.0,47.0,42.0,41.0,42.0,47.0,45.0,46.0,45.0
2,41.0,44.0,46.0,45.0,42.0,43.0,44.0,43.0,42.0,41.0,43.0,43.0,42.0,41.0,42.0
3,41.0,46.0,48.0,42.0,47.0,48.0,48.0,42.0,46.0,44.0,46.0,42.0,47.0,46.0,46.0
4,45.0,45.0,45.0,45.0,46.0,46.0,48.0,48.0,45.0,45.0,45.0,48.0,45.0,46.0,45.0
5,42.0,45.0,46.0,45.0,46.0,46.0,48.0,44.0,46.0,44.0,46.0,44.0,45.0,45.0,45.0
6,41.0,45.0,48.0,43.0,47.0,47.0,48.0,42.0,47.0,45.0,47.0,42.0,44.0,46.0,46.0
7,45.0,45.0,46.0,45.0,45.0,45.0,48.0,47.0,45.0,45.0,46.0,47.0,45.0,46.0,45.0
8,42.0,45.0,46.0,45.0,46.0,46.0,48.0,43.0,46.0,45.0,47.0,44.0,45.0,42.0,45.0
9,45.0,45.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,45.0,44.0,45.0
10,46.0,45.0,48.0,48.0,45.0,46.0,47.0,48.0,45.0,45.0,46.0,48.0,47.0,45.0,44.0
11,43.0,45.0,51.0,51.0,44.0,44.0,45.0,44.0,44.0,44.0,43.0,44.0,42.0,43.0,43.0
12,46.0,46.0,48.0,48.0,46.0,47.0,48.0,48.0,46.0,43.0,46.0,48.0,48.0,48.0,47.0
13,50.0,49.0,47.0,48.0,45.0,46.0,48.0,49.0,44.0,46.0,45.0,49.0,49.0,47.0,47.0
14,47.0,47.0,50.0,50.0,45.0,46.0,47.0,48.0,43.0,44.0,42.0,48.0,45.0,48.0,47.0
15,42.0,45.0,47.0,45.0,46.0,47.0,49.0,45.0,43.0,43.0,43.0,45.0,45.0,48.0,46.0
16,43.0,46.0,47.0,44.0,46.0,47.0,49.0,46.0,45.0,43.0,45.0,46.0,46.0,46.0,48.0
17,43.0,46.0,47.0,46.0,46.0,47.0,47.0,48.0,43.0,45.0,42.0,48.0,46.0,49.0,48.0
18,40.0,46.0,48.0,41.0,46.0,47.0,49.0,42.0,45.0,44.0,45.0,42.0,48.0,47.0,46.0
19,44.0,46.0,45.0,45.0,45.0,45.0,47.0,48.0,45.0,45.0,45.0,48.0,44.0,46.0,44.0
20,42.0,46.0,46.0,45.0,45.0,46.0,48.0,44.0,46.0,45.0,46.0,44.0,45.0,45.0,45.0
21,41.0,46.0,48.0,42.0,46.0,48.0,49.0,42.0,46.0,45.0,46.0,42.0,47.0,47.0,46.0
22,45.0,46.0,46.0,45.0,45.0,45.0,47.0,47.0,45.0,46.0,46.0,47.0,45.0,46.0,44.0
23,43.0,46.0,46.0,45.0,46.0,46.0,48.0,43.0,46.0,46.0,47.0,44.0,45.0,45.0,45.0
24,46.0,48.0,47.0,47.0,47.0,48.0,46.0,47.0,46.0,47.0,46.0,47.0,48.0,47.0,46.0
25,51.0,50.0,50.0,50.0,50.0,51.0,46.0,49.0,49.0,49.0,49.0,49.0,46.0,45.0,45.0
26,47.0,46.0,51.0,51.0,47.0,47.0,47.0,49.0,46.0,46.0,46.0,49.0,46.0,45.0,47.0
27,46.0,49.0,48.0,47.0,47.0,48.0,49.0,48.0,45.0,46.0,45.0,48.0,49.0,49.0,48.0
28,51.0,50.0,49.0,49.0,49.0,50.0,48.0,49.0,48.0,48.0,48.0,49.0,49.0,48.0,49.0
29,48.0,48.0,50.0,50.0,47.0,47.0,48.0,49.0,46.0,46.0,45.0,49.0,48.0,49.0,48.0
30,43.0,47.0,47.0,44.0,47.0,48.0,48.0,45.0,45.0,45.0,44.0,45.0,47.0,49.0,46.0
31,46.0,47.0,48.0,45.0,49.0,50.0,48.0,46.0,45.0,46.0,44.0,47.0,49.0,49.0,47.0
32,45.0,47.0,48.0,46.0,47.0,48.0,49.0,49.0,46.0,46.0,45.0,49.0,49.0,49.0,47.0
33,41.0,45.0,48.0,43.0,44.0,46.0,45.0,41.0,44.0,45.0,45.0,41.0,44.0,46.0,46.0
34,45.0,46.0,46.0,45.0,45.0,45.0,45.0,43.0,45.0,46.0,46.0,43.0,41.0,46.0,42.0
35,42.0,46.0,46.0,44.0,46.0,46.0,46.0,43.0,46.0,46.0,47.0,43.0,45.0,42.0,45.0
36,46.0,48.0,48.0,48.0,46.0,47.0,46.0,47.0,46.0,48.0,46.0,47.0,45.0,47.0,45.0
37,51.0,50.0,51.0,51.0,50.0,51.0,46.0,49.0,50.0,50.0,50.0,49.0,47.0,44.0,46.0
38,47.0,46.0,49.0,49.0,47.0,47.0,47.0,49.0,47.0,46.0,47.0,49.0,46.0,45.0,46.0
39,47.0,49.0,48.0,48.0,46.0,47.0,49.0,46.0,46.0,47.0,45.0,46.0,48.0,48.0,47.0
40,50.0,49.0,50.0,50.0,49.0,50.0,48.0,48.0,49.0,49.0,49.0,48.0,49.0,48.0,50.0
41,47.0,48.0,49.0,48.0,47.0,47.0,48.0,48.0,47.0,47.0,46.0,48.0,49.0,49.0,48.0
42,43.0,47.0,47.0,45.0,46.0,47.0,47.0,42.0,46.0,45.0,45.0,42.0,45.0,48.0,46.0
43,46.0,46.0,47.0,46.0,46.0,47.0,46.0,44.0,46.0,46.0,45.0,45.0,44.0,49.0,47.0
44,45.0,46.0,47.0,45.0,47.0,47.0,49.0,48.0,47.0,46.0,46.0,48.0,46.0,49.0,47.0
45,46.0,45.0,47.0,47.0,45.0,46.0,44.0,44.0,44.0,46.0,45.0,45.0,46.0,44.0,44.0
46,47.0,46.0,49.0,48.0,45.0,46.0,47.0,44.0,46.0,46.0,45.0,45.0,46.0,44.0,45.0
47,43.0,46.0,51.0,51.0,44.0,43.0,46.0,44.0,45.0,46.0,44.0,45.0,43.0,43.0,47.0
48,49.0,49.0,48.0,48.0,46.0,47.0,48.0,47.0,44.0,48.0,44.0,47.0,48.0,49.0,48.0
49,51.0,50.0,48.0,50.0,46.0,47.0,50.0,46.0,46.0,49.0,45.0,48.0,49.0,49.0,48.0
