Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,43.0,46.0,47.0,47.0
1,44.0,47.0,48.0,48.0
2,44.0,47.0,48.0,48.0
3,43.0,46.0,47.0,46.0
4,44.0,48.0,49.0,49.0
5,44.0,47.0,48.0,48.0
6,44.0,47.0,48.0,47.0
7,45.0,49.0,50.0,48.0
8,45.0,47.0,48.0,47.0
9,43.0,45.0,46.0,46.0
10,44.0,46.0,47.0,46.0
11,44.0,46.0,47.0,48.0
12,43.0,45.0,46.0,46.0
13,44.0,47.0,48.0,46.0
14,45.0,45.0,47.0,47.0
15,43.0,46.0,47.0,47.0
16,44.0,48.0,49.0,47.0
17,45.0,46.0,47.0,48.0
18,44.0,45.0,46.0,45.0
19,44.0,47.0,48.0,48.0
20,46.0,46.0,47.0,47.0
21,45.0,46.0,47.0,46.0
22,45.0,48.0,49.0,47.0
23,47.0,46.0,47.0,47.0
24,44.0,44.0,45.0,45.0
25,46.0,46.0,47.0,45.0
26,44.0,46.0,47.0,47.0
27,44.0,44.0,45.0,45.0
28,45.0,46.0,47.0,45.0
29,46.0,45.0,46.0,46.0
30,44.0,45.0,46.0,46.0
31,45.0,47.0,48.0,46.0
32,46.0,46.0,47.0,47.0
33,46.0,45.0,46.0,44.0
34,46.0,48.0,47.0,48.0
35,48.0,46.0,47.0,46.0
36,45.0,45.0,46.0,46.0
37,47.0,46.0,47.0,46.0
38,45.0,46.0,47.0,46.0
39,45.0,44.0,45.0,45.0
40,46.0,46.0,46.0,46.0
41,47.0,45.0,46.0,45.0
42,45.0,45.0,46.0,44.0
43,46.0,47.0,47.0,47.0
44,47.0,46.0,47.0,46.0
45,44.0,44.0,45.0,45.0
46,44.0,44.0,45.0,46.0
47,44.0,45.0,46.0,47.0
48,44.0,43.0,44.0,44.0
49,46.0,44.0,45.0,45.0
50,45.0,44.0,46.0,46.0
51,44.0,44.0,45.0,45.0
52,46.0,45.0,46.0,46.0
53,45.0,45.0,46.0,47.0
54,43.0,43.0,44.0,44.0
55,45.0,43.0,44.0,44.0
56,44.0,45.0,46.0,46.0
57,43.0,44.0,45.0,45.0
58,45.0,44.0,45.0,45.0
59,44.0,46.0,47.0,47.0
60,43.0,45.0,46.0,44.0
61,45.0,45.0,46.0,46.0
62,44.0,47.0,48.0,46.0
63,44.0,44.0,45.0,44.0
64,44.0,46.0,47.0,47.0
65,46.0,45.0,46.0,46.0
66,45.0,45.0,46.0,45.0
67,45.0,47.0,48.0,46.0
68,47.0,45.0,46.0,46.0
69,44.0,43.0,44.0,44.0
70,46.0,45.0,46.0,44.0
71,44.0,45.0,46.0,46.0
72,44.0,43.0,44.0,44.0
73,45.0,45.0,46.0,44.0
74,46.0,44.0,45.0,45.0
75,44.0,44.0,45.0,45.0
76,45.0,46.0,47.0,45.0
77,46.0,45.0,46.0,46.0
78,46.0,44.0,45.0,43.0
79,46.0,47.0,46.0,47.0
80,48.0,46.0,47.0,45.0
81,45.0,44.0,45.0,45.0
82,47.0,45.0,46.0,45.0
83,45.0,45.0,46.0,46.0
84,45.0,43.0,44.0,44.0
85,46.0,45.0,45.0,45.0
86,47.0,44.0,45.0,45.0
87,45.0,44.0,45.0,43.0
88,46.0,46.0,46.0,46.0
89,47.0,45.0,46.0,45.0
90,43.0,43.0,44.0,44.0
91,44.0,45.0,46.0,45.0
92,44.0,45.0,46.0,46.0
93,44.0,42.0,43.0,43.0
94,46.0,44.0,45.0,44.0
95,44.0,44.0,45.0,45.0
96,44.0,43.0,44.0,44.0
97,46.0,45.0,46.0,45.0
98,44.0,45.0,46.0,46.0
99,43.0,42.0,43.0,43.0
100,45.0,43.0,44.0,43.0
101,43.0,44.0,45.0,45.0
102,43.0,43.0,44.0,44.0
103,45.0,44.0,45.0,44.0
104,44.0,45.0,46.0,46.0
105,42.0,44.0,45.0,43.0
106,45.0,44.0,45.0,45.0
107,44.0,46.0,47.0,45.0
108,45.0,44.0,45.0,43.0
109,44.0,46.0,47.0,45.0
110,44.0,46.0,47.0,45.0
111,44.0,44.0,45.0,43.0
112,43.0,45.0,46.0,45.0
113,44.0,45.0,46.0,45.0
114,46.0,43.0,44.0,42.0
115,46.0,44.0,45.0,44.0
116,48.0,44.0,45.0,44.0
117,46.0,44.0,45.0,43.0
118,46.0,45.0,46.0,45.0
119,48.0,45.0,46.0,45.0
120,43.0,44.0,45.0,45.0
121,43.0,45.0,46.0,45.0
122,44.0,45.0,46.0,45.0
123,43.0,43.0,44.0,44.0
124,47.0,44.0,45.0,44.0
125,45.0,44.0,45.0,44.0
126,43.0,44.0,45.0,44.0
127,47.0,45.0,46.0,45.0
128,45.0,45.0,46.0,45.0
129,42.0,42.0,43.0,43.0
130,46.0,43.0,44.0,43.0
131,44.0,44.0,44.0,44.0
132,43.0,43.0,44.0,43.0
133,46.0,44.0,45.0,44.0
134,45.0,45.0,45.0,45.0
135,43.0,44.0,44.0,44.0
136,45.0,44.0,45.0,44.0
137,45.0,46.0,46.0,46.0
138,42.0,43.0,44.0,44.0
139,43.0,42.0,43.0,46.0
140,44.0,44.0,45.0,46.0
141,43.0,42.0,43.0,44.0
142,44.0,42.0,43.0,45.0
143,45.0,44.0,45.0,45.0
144,43.0,43.0,44.0,45.0
145,44.0,43.0,44.0,45.0
146,45.0,44.0,45.0,46.0
147,42.0,42.0,43.0,43.0
148,45.0,42.0,43.0,44.0
149,44.0,44.0,45.0,45.0
150,43.0,43.0,44.0,44.0
151,46.0,43.0,44.0,44.0
152,45.0,45.0,46.0,46.0
153,44.0,44.0,45.0,43.0
154,46.0,44.0,45.0,45.0
155,45.0,46.0,47.0,45.0
156,41.0,41.0,42.0,42.0
157,44.0,41.0,43.0,43.0
158,43.0,43.0,44.0,44.0
159,42.0,42.0,43.0,43.0
160,45.0,42.0,43.0,43.0
161,44.0,44.0,45.0,45.0
162,43.0,43.0,44.0,42.0
163,45.0,43.0,44.0,44.0
164,44.0,45.0,46.0,44.0
165,43.0,42.0,43.0,43.0
166,44.0,44.0,45.0,43.0
167,44.0,44.0,45.0,45.0
