Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,54.0,54.0,55.0,50.0,53.0,54.0,53.0,54.0,51.0,53.0
1,55.0,51.0,52.0,52.0,54.0,54.0,51.0,55.0,53.0,50.0
2,52.0,52.0,52.0,52.0,51.0,54.0,51.0,54.0,52.0,52.0
3,54.0,54.0,55.0,50.0,53.0,54.0,53.0,54.0,51.0,53.0
4,55.0,54.0,52.0,51.0,54.0,55.0,53.0,55.0,53.0,53.0
5,54.0,54.0,52.0,52.0,53.0,55.0,53.0,55.0,53.0,53.0
6,52.0,52.0,52.0,51.0,52.0,53.0,52.0,53.0,52.0,51.0
7,54.0,54.0,53.0,52.0,53.0,54.0,53.0,54.0,53.0,53.0
8,54.0,54.0,53.0,52.0,54.0,54.0,54.0,54.0,54.0,53.0
9,51.0,51.0,55.0,52.0,50.0,53.0,50.0,53.0,52.0,51.0
10,53.0,53.0,55.0,53.0,52.0,55.0,52.0,55.0,54.0,52.0
11,53.0,53.0,55.0,54.0,52.0,55.0,52.0,55.0,54.0,52.0
12,51.0,51.0,55.0,52.0,50.0,52.0,50.0,52.0,52.0,50.0
13,52.0,52.0,55.0,53.0,51.0,54.0,51.0,54.0,54.0,51.0
14,54.0,52.0,55.0,54.0,53.0,54.0,51.0,54.0,53.0,51.0
15,52.0,52.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,51.0
16,52.0,52.0,52.0,52.0,51.0,54.0,51.0,54.0,54.0,51.0
17,55.0,52.0,53.0,53.0,54.0,54.0,52.0,55.0,53.0,52.0
18,53.0,53.0,54.0,49.0,52.0,53.0,52.0,53.0,51.0,52.0
19,54.0,54.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,53.0
20,54.0,54.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,53.0
21,53.0,53.0,54.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0
22,54.0,54.0,53.0,51.0,53.0,55.0,53.0,55.0,53.0,53.0
23,55.0,55.0,53.0,52.0,54.0,55.0,54.0,55.0,54.0,54.0
24,52.0,52.0,54.0,51.0,52.0,54.0,52.0,54.0,52.0,51.0
25,55.0,55.0,55.0,53.0,54.0,56.0,54.0,56.0,54.0,54.0
26,54.0,54.0,55.0,53.0,54.0,56.0,54.0,56.0,54.0,53.0
27,51.0,51.0,54.0,51.0,51.0,53.0,51.0,53.0,52.0,50.0
28,54.0,54.0,55.0,52.0,53.0,55.0,53.0,55.0,54.0,53.0
29,54.0,53.0,55.0,53.0,53.0,55.0,53.0,55.0,53.0,52.0
30,52.0,52.0,51.0,51.0,51.0,53.0,51.0,53.0,51.0,51.0
31,54.0,53.0,52.0,52.0,53.0,55.0,53.0,55.0,54.0,52.0
32,55.0,53.0,52.0,52.0,54.0,55.0,53.0,55.0,53.0,53.0
33,54.0,54.0,55.0,51.0,53.0,54.0,53.0,54.0,52.0,53.0
34,55.0,54.0,54.0,51.0,54.0,53.0,53.0,55.0,53.0,53.0
35,54.0,54.0,54.0,52.0,53.0,54.0,53.0,53.0,54.0,53.0
36,53.0,53.0,54.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0
37,55.0,55.0,55.0,53.0,53.0,55.0,53.0,54.0,55.0,54.0
38,55.0,55.0,56.0,53.0,55.0,55.0,55.0,55.0,55.0,54.0
39,52.0,52.0,54.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
40,54.0,54.0,55.0,53.0,53.0,54.0,53.0,54.0,54.0,53.0
41,54.0,54.0,56.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0
42,53.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,52.0,52.0
43,55.0,54.0,53.0,52.0,54.0,54.0,54.0,55.0,54.0,53.0
44,54.0,54.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0
45,53.0,53.0,53.0,53.0,51.0,54.0,51.0,54.0,53.0,52.0
46,54.0,54.0,56.0,54.0,53.0,56.0,53.0,56.0,54.0,53.0
47,54.0,54.0,55.0,55.0,53.0,56.0,53.0,56.0,55.0,54.0
48,52.0,52.0,53.0,53.0,50.0,53.0,50.0,53.0,52.0,51.0
49,53.0,53.0,56.0,54.0,52.0,55.0,52.0,55.0,53.0,52.0
50,54.0,53.0,55.0,55.0,53.0,55.0,52.0,55.0,54.0,53.0
51,53.0,53.0,52.0,52.0,51.0,53.0,51.0,53.0,53.0,52.0
52,53.0,53.0,53.0,53.0,53.0,55.0,53.0,55.0,53.0,52.0
53,55.0,53.0,54.0,54.0,54.0,55.0,53.0,55.0,53.0,54.0
54,51.0,51.0,52.0,52.0,50.0,52.0,50.0,52.0,52.0,50.0
55,52.0,52.0,55.0,53.0,51.0,54.0,51.0,54.0,53.0,51.0
56,53.0,52.0,54.0,54.0,52.0,54.0,51.0,54.0,54.0,52.0
57,52.0,52.0,52.0,52.0,51.0,53.0,51.0,53.0,52.0,51.0
58,53.0,53.0,53.0,53.0,52.0,55.0,52.0,55.0,54.0,52.0
59,54.0,53.0,53.0,53.0,53.0,55.0,52.0,55.0,54.0,53.0
60,52.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0
61,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,53.0,51.0
62,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,53.0,53.0
63,52.0,52.0,53.0,48.0,51.0,52.0,51.0,52.0,50.0,51.0
64,53.0,53.0,51.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0
65,53.0,53.0,51.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0
66,52.0,52.0,53.0,49.0,51.0,52.0,51.0,52.0,51.0,51.0
67,53.0,53.0,52.0,50.0,52.0,54.0,52.0,54.0,52.0,52.0
68,54.0,54.0,52.0,51.0,53.0,54.0,53.0,54.0,53.0,53.0
69,52.0,52.0,53.0,50.0,51.0,53.0,51.0,53.0,52.0,51.0
70,54.0,54.0,54.0,52.0,53.0,55.0,53.0,55.0,54.0,53.0
71,54.0,54.0,54.0,52.0,53.0,55.0,53.0,55.0,54.0,53.0
72,51.0,51.0,53.0,50.0,50.0,52.0,50.0,52.0,51.0,50.0
73,53.0,53.0,54.0,51.0,52.0,54.0,52.0,54.0,53.0,52.0
74,53.0,53.0,54.0,52.0,52.0,54.0,52.0,54.0,53.0,52.0
75,51.0,51.0,50.0,50.0,50.0,52.0,50.0,52.0,51.0,51.0
76,53.0,53.0,51.0,51.0,52.0,54.0,52.0,54.0,53.0,52.0
77,54.0,53.0,51.0,51.0,53.0,54.0,52.0,54.0,53.0,53.0
78,53.0,53.0,54.0,50.0,52.0,53.0,52.0,53.0,52.0,52.0
79,54.0,54.0,53.0,50.0,53.0,54.0,53.0,54.0,53.0,53.0
80,54.0,54.0,53.0,51.0,53.0,54.0,53.0,54.0,54.0,53.0
81,53.0,53.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,52.0
82,55.0,55.0,54.0,52.0,53.0,54.0,53.0,54.0,55.0,54.0
