Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,52.0,52.0,59.0,59.0,60.0,60.0,55.0,59.0,48.0,48.0,48.0,48.0,48.0
1,57.0,57.0,58.0,58.0,59.0,59.0,59.0,58.0,48.0,48.0,48.0,48.0,48.0
2,56.0,56.0,57.0,57.0,59.0,59.0,59.0,57.0,47.0,47.0,47.0,47.0,47.0
3,52.0,52.0,60.0,60.0,61.0,61.0,55.0,60.0,49.0,49.0,49.0,49.0,49.0
4,57.0,57.0,65.0,65.0,66.0,66.0,59.0,65.0,54.0,54.0,54.0,54.0,54.0
5,56.0,56.0,64.0,64.0,65.0,65.0,59.0,64.0,53.0,53.0,53.0,53.0,53.0
6,52.0,52.0,61.0,61.0,62.0,62.0,55.0,61.0,49.0,49.0,49.0,49.0,49.0
7,57.0,57.0,66.0,66.0,67.0,67.0,59.0,66.0,54.0,54.0,54.0,54.0,54.0
8,56.0,56.0,65.0,65.0,66.0,66.0,59.0,65.0,53.0,53.0,53.0,53.0,53.0
9,66.0,66.0,66.0,66.0,65.0,65.0,65.0,60.0,61.0,61.0,61.0,61.0,61.0
10,71.0,71.0,71.0,71.0,70.0,70.0,70.0,65.0,62.0,62.0,62.0,62.0,62.0
11,70.0,70.0,70.0,70.0,69.0,69.0,69.0,64.0,61.0,61.0,61.0,61.0,61.0
12,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,60.0
13,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,61.0,61.0,61.0,61.0,61.0
14,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,60.0,60.0,60.0,60.0,60.0
15,54.0,54.0,59.0,59.0,60.0,60.0,57.0,60.0,49.0,49.0,49.0,49.0,49.0
16,59.0,59.0,59.0,59.0,61.0,61.0,61.0,65.0,50.0,50.0,50.0,50.0,50.0
