Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,44.0,44.0,45.0,45.0,45.0
1,44.0,44.0,42.0,42.0,46.0
2,50.0,50.0,41.0,41.0,51.0
3,43.0,45.0,44.0,44.0,46.0
4,49.0,49.0,44.0,44.0,50.0
5,49.0,49.0,46.0,46.0,51.0
6,44.0,44.0,43.0,43.0,45.0
7,50.0,50.0,45.0,45.0,46.0
8,46.0,46.0,47.0,47.0,51.0
9,44.0,44.0,44.0,44.0,46.0
10,43.0,45.0,46.0,46.0,46.0
11,49.0,49.0,42.0,42.0,52.0
12,43.0,43.0,43.0,43.0,45.0
13,42.0,44.0,45.0,45.0,45.0
14,48.0,48.0,41.0,41.0,51.0
15,42.0,44.0,42.0,42.0,46.0
16,43.0,43.0,42.0,42.0,46.0
17,43.0,43.0,42.0,42.0,52.0
18,44.0,44.0,44.0,44.0,46.0
19,48.0,48.0,49.0,49.0,50.0
20,50.0,50.0,50.0,50.0,50.0
21,43.0,43.0,45.0,45.0,46.0
22,49.0,49.0,50.0,50.0,51.0
23,49.0,49.0,51.0,51.0,51.0
24,45.0,45.0,44.0,44.0,47.0
25,47.0,47.0,45.0,45.0,50.0
26,48.0,48.0,46.0,46.0,51.0
27,44.0,44.0,43.0,43.0,46.0
28,46.0,46.0,44.0,44.0,49.0
29,47.0,47.0,45.0,45.0,50.0
30,42.0,43.0,44.0,44.0,47.0
31,42.0,42.0,44.0,44.0,50.0
32,48.0,48.0,46.0,46.0,51.0
33,41.0,41.0,43.0,43.0,45.0
34,44.0,43.0,45.0,45.0,46.0
35,43.0,44.0,46.0,46.0,46.0
36,44.0,44.0,44.0,44.0,46.0
37,43.0,43.0,45.0,45.0,46.0
38,44.0,44.0,45.0,45.0,50.0
39,43.0,43.0,43.0,43.0,45.0
40,42.0,42.0,44.0,44.0,45.0
41,48.0,48.0,44.0,44.0,49.0
42,43.0,43.0,43.0,43.0,46.0
43,43.0,43.0,45.0,45.0,46.0
44,49.0,49.0,45.0,45.0,46.0
45,46.0,46.0,45.0,45.0,45.0
46,48.0,48.0,43.0,43.0,45.0
47,48.0,48.0,42.0,42.0,51.0
48,45.0,45.0,45.0,45.0,44.0
49,47.0,47.0,42.0,42.0,44.0
50,47.0,47.0,44.0,44.0,50.0
51,42.0,46.0,46.0,46.0,45.0
52,48.0,48.0,43.0,43.0,45.0
53,42.0,44.0,45.0,45.0,51.0
54,44.0,44.0,44.0,44.0,44.0
55,46.0,46.0,41.0,41.0,43.0
56,46.0,46.0,43.0,43.0,49.0
57,41.0,45.0,45.0,45.0,45.0
58,47.0,47.0,42.0,42.0,44.0
59,41.0,43.0,44.0,44.0,50.0
60,40.0,40.0,43.0,43.0,46.0
61,42.0,42.0,39.0,39.0,45.0
62,42.0,42.0,42.0,42.0,45.0
63,43.0,43.0,43.0,43.0,45.0
64,47.0,47.0,48.0,48.0,49.0
65,49.0,49.0,49.0,49.0,49.0
66,42.0,42.0,44.0,44.0,46.0
67,48.0,48.0,49.0,49.0,50.0
68,48.0,48.0,50.0,50.0,50.0
69,46.0,44.0,43.0,43.0,46.0
70,46.0,46.0,44.0,44.0,49.0
71,47.0,47.0,49.0,49.0,50.0
72,45.0,43.0,42.0,42.0,45.0
73,45.0,45.0,43.0,43.0,48.0
74,46.0,46.0,48.0,48.0,49.0
75,41.0,42.0,43.0,43.0,46.0
76,41.0,41.0,43.0,43.0,49.0
77,47.0,47.0,48.0,48.0,50.0
78,42.0,42.0,42.0,42.0,45.0
79,43.0,42.0,44.0,44.0,49.0
80,48.0,48.0,45.0,45.0,45.0
81,47.0,43.0,44.0,44.0,45.0
82,47.0,47.0,44.0,44.0,50.0
83,47.0,47.0,50.0,50.0,49.0
84,46.0,42.0,43.0,43.0,44.0
85,46.0,46.0,43.0,43.0,49.0
86,47.0,47.0,49.0,49.0,48.0
87,42.0,42.0,44.0,44.0,45.0
88,42.0,42.0,44.0,44.0,50.0
89,48.0,48.0,49.0,49.0,46.0
90,45.0,45.0,44.0,44.0,44.0
91,47.0,47.0,42.0,42.0,50.0
