Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,54.0,54.0,50.0,54.0,54.0,54.0,52.0,50.0,50.0,55.0,52.0,52.0,49.0,52.0
1,52.0,54.0,50.0,54.0,56.0,52.0,49.0,49.0,51.0,55.0,55.0,51.0,51.0,51.0
2,53.0,52.0,51.0,56.0,56.0,53.0,52.0,51.0,51.0,55.0,55.0,48.0,48.0,49.0
3,54.0,58.0,54.0,56.0,57.0,57.0,56.0,54.0,54.0,57.0,56.0,54.0,50.0,52.0
4,54.0,57.0,55.0,58.0,58.0,54.0,53.0,55.0,55.0,56.0,56.0,55.0,51.0,56.0
5,54.0,56.0,54.0,58.0,58.0,54.0,56.0,55.0,55.0,57.0,56.0,52.0,52.0,55.0
6,54.0,55.0,50.0,55.0,55.0,54.0,54.0,55.0,53.0,55.0,54.0,50.0,50.0,49.0
7,54.0,56.0,52.0,57.0,57.0,54.0,52.0,53.0,54.0,56.0,55.0,52.0,52.0,52.0
8,54.0,56.0,54.0,57.0,57.0,54.0,53.0,56.0,51.0,56.0,57.0,51.0,51.0,53.0
9,55.0,55.0,54.0,54.0,54.0,55.0,49.0,51.0,48.0,55.0,52.0,54.0,54.0,52.0
10,54.0,55.0,49.0,52.0,56.0,54.0,49.0,49.0,49.0,55.0,52.0,55.0,54.0,56.0
11,53.0,52.0,54.0,54.0,56.0,53.0,51.0,49.0,50.0,54.0,55.0,53.0,53.0,53.0
12,54.0,54.0,53.0,54.0,54.0,54.0,52.0,54.0,52.0,54.0,52.0,53.0,53.0,51.0
13,58.0,57.0,50.0,54.0,56.0,58.0,53.0,53.0,54.0,54.0,54.0,54.0,53.0,55.0
14,54.0,54.0,54.0,53.0,55.0,54.0,53.0,54.0,54.0,58.0,55.0,52.0,52.0,52.0
15,53.0,53.0,49.0,54.0,54.0,53.0,53.0,55.0,53.0,54.0,53.0,49.0,49.0,47.0
16,54.0,55.0,49.0,55.0,57.0,54.0,52.0,54.0,55.0,55.0,55.0,50.0,49.0,51.0
