Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,46.0,46.0,42.0,40.0,39.0,42.0,42.0,42.0,44.0,42.0,41.0,40.0,41.0,46.0,46.0,46.0
1,49.0,49.0,42.0,42.0,42.0,39.0,43.0,43.0,42.0,43.0,40.0,40.0,40.0,43.0,43.0,43.0
2,50.0,50.0,43.0,41.0,43.0,39.0,41.0,41.0,42.0,43.0,43.0,37.0,43.0,45.0,45.0,45.0
3,48.0,48.0,44.0,44.0,44.0,47.0,45.0,45.0,45.0,51.0,45.0,44.0,45.0,47.0,47.0,47.0
4,48.0,48.0,46.0,46.0,42.0,46.0,47.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0
5,49.0,49.0,47.0,47.0,43.0,46.0,44.0,44.0,44.0,46.0,46.0,44.0,46.0,45.0,45.0,45.0
6,49.0,49.0,44.0,44.0,45.0,48.0,46.0,46.0,46.0,52.0,41.0,43.0,41.0,46.0,46.0,46.0
7,47.0,47.0,47.0,47.0,43.0,47.0,48.0,48.0,47.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0
8,47.0,47.0,48.0,48.0,43.0,47.0,44.0,44.0,43.0,47.0,43.0,45.0,43.0,45.0,45.0,45.0
9,46.0,46.0,48.0,46.0,40.0,45.0,44.0,44.0,43.0,47.0,46.0,46.0,46.0,45.0,45.0,45.0
10,47.0,47.0,47.0,47.0,44.0,42.0,45.0,45.0,43.0,48.0,42.0,43.0,42.0,46.0,46.0,46.0
11,51.0,51.0,45.0,44.0,44.0,41.0,42.0,42.0,43.0,45.0,45.0,44.0,45.0,47.0,47.0,47.0
12,47.0,47.0,47.0,47.0,44.0,44.0,45.0,45.0,44.0,46.0,45.0,45.0,45.0,47.0,47.0,47.0
13,47.0,47.0,46.0,46.0,44.0,41.0,46.0,46.0,45.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0
14,51.0,51.0,47.0,47.0,46.0,42.0,44.0,44.0,44.0,44.0,44.0,43.0,44.0,50.0,50.0,50.0
