Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,41.0,36.0,37.0,39.0,39.0,37.0,38.0,39.0,39.0,38.0,39.0,37.0,39.0,39.0,41.0,39.0
1,37.0,39.0,40.0,41.0,41.0,40.0,41.0,41.0,41.0,39.0,41.0,38.0,41.0,41.0,43.0,41.0
2,41.0,36.0,39.0,40.0,37.0,39.0,39.0,40.0,40.0,36.0,40.0,37.0,37.0,39.0,41.0,38.0
3,42.0,38.0,41.0,41.0,41.0,41.0,38.0,41.0,41.0,41.0,41.0,39.0,41.0,40.0,42.0,40.0
4,39.0,42.0,43.0,43.0,43.0,43.0,40.0,43.0,43.0,43.0,43.0,41.0,43.0,43.0,44.0,42.0
5,42.0,40.0,41.0,43.0,40.0,41.0,40.0,41.0,41.0,40.0,41.0,40.0,40.0,41.0,42.0,39.0
6,42.0,39.0,39.0,41.0,40.0,39.0,39.0,39.0,40.0,41.0,39.0,40.0,42.0,40.0,42.0,39.0
7,40.0,43.0,41.0,43.0,42.0,41.0,41.0,42.0,42.0,43.0,41.0,41.0,42.0,43.0,44.0,41.0
8,42.0,41.0,41.0,43.0,40.0,41.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,39.0
9,39.0,39.0,37.0,41.0,39.0,37.0,40.0,40.0,40.0,39.0,38.0,37.0,39.0,38.0,40.0,38.0
10,38.0,41.0,40.0,43.0,41.0,40.0,42.0,42.0,42.0,40.0,40.0,37.0,41.0,40.0,41.0,40.0
11,40.0,39.0,39.0,41.0,37.0,39.0,42.0,40.0,40.0,36.0,40.0,37.0,37.0,39.0,40.0,39.0
12,41.0,40.0,37.0,40.0,39.0,38.0,41.0,41.0,41.0,41.0,39.0,38.0,41.0,39.0,41.0,39.0
13,40.0,42.0,42.0,43.0,43.0,42.0,43.0,43.0,43.0,43.0,43.0,41.0,41.0,43.0,43.0,43.0
14,42.0,40.0,40.0,42.0,40.0,40.0,43.0,42.0,42.0,39.0,40.0,39.0,40.0,41.0,42.0,41.0
15,42.0,37.0,38.0,40.0,40.0,39.0,38.0,42.0,42.0,42.0,39.0,39.0,42.0,40.0,42.0,40.0
16,41.0,41.0,43.0,44.0,44.0,43.0,41.0,44.0,44.0,44.0,44.0,42.0,42.0,44.0,44.0,44.0
17,43.0,39.0,39.0,43.0,41.0,39.0,40.0,43.0,43.0,40.0,41.0,40.0,41.0,42.0,43.0,42.0
18,42.0,39.0,41.0,41.0,41.0,41.0,39.0,40.0,40.0,41.0,41.0,41.0,42.0,40.0,42.0,40.0
19,39.0,43.0,43.0,42.0,43.0,43.0,43.0,42.0,42.0,43.0,42.0,43.0,43.0,44.0,44.0,42.0
20,42.0,41.0,41.0,42.0,42.0,42.0,41.0,40.0,40.0,40.0,40.0,41.0,43.0,41.0,42.0,39.0
21,42.0,40.0,41.0,41.0,42.0,41.0,40.0,39.0,39.0,40.0,41.0,42.0,42.0,41.0,42.0,40.0
22,40.0,44.0,43.0,43.0,44.0,43.0,44.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,42.0
23,43.0,42.0,40.0,42.0,41.0,42.0,42.0,40.0,40.0,41.0,39.0,42.0,42.0,42.0,41.0,39.0
24,41.0,40.0,41.0,42.0,41.0,41.0,40.0,40.0,40.0,40.0,41.0,39.0,41.0,39.0,41.0,39.0
25,40.0,44.0,43.0,44.0,43.0,43.0,42.0,41.0,41.0,42.0,43.0,41.0,43.0,42.0,43.0,41.0
26,42.0,42.0,42.0,44.0,40.0,42.0,42.0,40.0,40.0,39.0,42.0,40.0,40.0,41.0,42.0,40.0
27,42.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,42.0,40.0
28,42.0,45.0,46.0,46.0,43.0,46.0,43.0,43.0,43.0,43.0,46.0,43.0,43.0,44.0,44.0,44.0
29,43.0,43.0,42.0,44.0,43.0,42.0,43.0,43.0,43.0,42.0,42.0,42.0,43.0,41.0,43.0,41.0
30,42.0,38.0,41.0,41.0,42.0,41.0,38.0,42.0,42.0,42.0,41.0,42.0,42.0,41.0,41.0,41.0
31,43.0,42.0,47.0,47.0,44.0,47.0,42.0,44.0,44.0,44.0,47.0,44.0,44.0,45.0,44.0,45.0
32,43.0,40.0,43.0,45.0,44.0,43.0,40.0,44.0,44.0,43.0,43.0,43.0,44.0,42.0,43.0,42.0
33,42.0,37.0,38.0,40.0,41.0,38.0,37.0,40.0,40.0,41.0,39.0,39.0,41.0,41.0,42.0,39.0
34,40.0,43.0,40.0,43.0,43.0,40.0,41.0,42.0,42.0,43.0,41.0,41.0,43.0,43.0,44.0,41.0
35,41.0,39.0,39.0,42.0,41.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,43.0,43.0,40.0,40.0
36,42.0,40.0,39.0,42.0,40.0,39.0,39.0,40.0,40.0,41.0,38.0,39.0,41.0,40.0,42.0,39.0
37,41.0,43.0,41.0,44.0,42.0,41.0,43.0,42.0,42.0,43.0,40.0,41.0,42.0,42.0,44.0,41.0
38,43.0,42.0,41.0,44.0,40.0,41.0,42.0,40.0,40.0,39.0,40.0,40.0,40.0,42.0,43.0,40.0
39,42.0,40.0,40.0,41.0,40.0,40.0,40.0,42.0,42.0,42.0,38.0,41.0,42.0,40.0,42.0,40.0
40,43.0,44.0,43.0,43.0,44.0,43.0,44.0,44.0,44.0,44.0,43.0,44.0,42.0,44.0,44.0,44.0
41,43.0,42.0,42.0,43.0,43.0,42.0,43.0,42.0,42.0,42.0,40.0,42.0,43.0,42.0,43.0,42.0
42,42.0,37.0,41.0,40.0,41.0,41.0,35.0,43.0,43.0,43.0,39.0,41.0,43.0,41.0,42.0,41.0
43,44.0,43.0,44.0,43.0,45.0,44.0,41.0,45.0,45.0,45.0,44.0,45.0,43.0,45.0,45.0,45.0
44,44.0,39.0,43.0,43.0,44.0,43.0,40.0,43.0,43.0,43.0,41.0,43.0,44.0,43.0,44.0,43.0
45,39.0,39.0,37.0,41.0,39.0,38.0,40.0,40.0,40.0,39.0,36.0,37.0,39.0,37.0,40.0,37.0
46,38.0,41.0,40.0,43.0,41.0,40.0,42.0,41.0,41.0,40.0,39.0,38.0,41.0,39.0,43.0,39.0
47,40.0,40.0,37.0,42.0,38.0,37.0,42.0,40.0,40.0,36.0,39.0,37.0,37.0,38.0,39.0,38.0
48,43.0,40.0,39.0,42.0,39.0,39.0,41.0,42.0,42.0,42.0,39.0,38.0,41.0,39.0,43.0,39.0
49,40.0,44.0,41.0,46.0,44.0,41.0,43.0,45.0,45.0,43.0,41.0,41.0,43.0,42.0,45.0,42.0
50,42.0,41.0,39.0,43.0,40.0,39.0,43.0,43.0,43.0,39.0,41.0,40.0,40.0,41.0,42.0,41.0
51,42.0,39.0,39.0,41.0,40.0,38.0,38.0,43.0,43.0,43.0,40.0,39.0,42.0,40.0,42.0,40.0
52,41.0,45.0,40.0,47.0,45.0,40.0,42.0,46.0,46.0,44.0,41.0,42.0,44.0,43.0,44.0,43.0
53,43.0,41.0,39.0,43.0,41.0,39.0,41.0,44.0,44.0,40.0,40.0,39.0,41.0,42.0,43.0,42.0
54,43.0,40.0,40.0,41.0,39.0,39.0,40.0,41.0,41.0,41.0,38.0,38.0,41.0,38.0,43.0,38.0
55,39.0,45.0,41.0,45.0,43.0,41.0,42.0,44.0,44.0,43.0,41.0,41.0,42.0,41.0,45.0,41.0
56,41.0,41.0,39.0,42.0,41.0,39.0,42.0,43.0,43.0,41.0,41.0,39.0,40.0,40.0,41.0,40.0
57,41.0,40.0,40.0,40.0,39.0,38.0,38.0,42.0,42.0,42.0,39.0,38.0,41.0,39.0,41.0,39.0
58,40.0,46.0,39.0,46.0,44.0,39.0,43.0,45.0,45.0,43.0,40.0,41.0,43.0,42.0,43.0,42.0
59,42.0,42.0,39.0,42.0,42.0,38.0,42.0,43.0,43.0,42.0,40.0,40.0,40.0,41.0,42.0,41.0
60,42.0,37.0,39.0,40.0,40.0,38.0,35.0,42.0,42.0,42.0,37.0,39.0,42.0,40.0,42.0,40.0
