Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,49.0,49.0,51.0,52.0,54.0,54.0,54.0,54.0,53.0
1,50.0,50.0,53.0,52.0,53.0,48.0,50.0,50.0,54.0
2,50.0,50.0,57.0,54.0,54.0,50.0,53.0,53.0,58.0
3,50.0,50.0,53.0,53.0,56.0,56.0,56.0,56.0,54.0
4,49.0,49.0,55.0,54.0,53.0,50.0,52.0,52.0,56.0
5,50.0,50.0,59.0,54.0,54.0,52.0,53.0,53.0,60.0
6,49.0,49.0,51.0,54.0,54.0,55.0,55.0,55.0,51.0
7,50.0,50.0,52.0,53.0,53.0,48.0,50.0,50.0,52.0
8,50.0,50.0,57.0,55.0,54.0,52.0,53.0,53.0,57.0
9,50.0,50.0,49.0,51.0,53.0,53.0,53.0,53.0,51.0
10,51.0,51.0,50.0,55.0,52.0,48.0,48.0,48.0,51.0
11,51.0,51.0,54.0,53.0,54.0,49.0,52.0,52.0,56.0
12,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0
13,50.0,50.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0
14,55.0,55.0,59.0,52.0,55.0,55.0,55.0,55.0,60.0
15,51.0,51.0,49.0,54.0,54.0,54.0,54.0,54.0,50.0
16,51.0,51.0,48.0,56.0,56.0,56.0,56.0,56.0,51.0
17,56.0,56.0,52.0,52.0,56.0,56.0,56.0,56.0,56.0
18,49.0,49.0,54.0,55.0,56.0,56.0,56.0,56.0,54.0
19,48.0,48.0,56.0,54.0,53.0,50.0,52.0,52.0,56.0
20,49.0,49.0,60.0,54.0,54.0,52.0,52.0,52.0,60.0
21,50.0,50.0,53.0,56.0,56.0,56.0,56.0,56.0,50.0
22,49.0,49.0,54.0,54.0,53.0,50.0,51.0,51.0,51.0
23,50.0,50.0,59.0,55.0,54.0,52.0,53.0,53.0,56.0
24,51.0,51.0,50.0,53.0,55.0,55.0,55.0,55.0,51.0
25,50.0,50.0,51.0,55.0,53.0,50.0,51.0,51.0,51.0
26,51.0,51.0,55.0,54.0,54.0,51.0,52.0,52.0,56.0
27,55.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,54.0
28,51.0,51.0,56.0,57.0,57.0,57.0,57.0,57.0,56.0
29,56.0,56.0,60.0,54.0,57.0,57.0,57.0,57.0,60.0
30,50.0,50.0,50.0,56.0,56.0,56.0,56.0,56.0,50.0
31,50.0,50.0,50.0,58.0,58.0,58.0,58.0,58.0,51.0
32,55.0,55.0,54.0,54.0,58.0,58.0,58.0,58.0,56.0
33,49.0,48.0,50.0,52.0,52.0,52.0,52.0,52.0,51.0
34,49.0,49.0,51.0,51.0,50.0,47.0,48.0,48.0,52.0
35,49.0,49.0,56.0,55.0,54.0,48.0,50.0,50.0,57.0
36,50.0,50.0,50.0,49.0,52.0,52.0,52.0,52.0,51.0
37,51.0,51.0,51.0,55.0,49.0,46.0,48.0,48.0,52.0
38,51.0,51.0,54.0,54.0,54.0,51.0,51.0,51.0,56.0
39,54.0,54.0,53.0,52.0,52.0,53.0,53.0,53.0,54.0
40,50.0,50.0,55.0,54.0,53.0,53.0,53.0,53.0,56.0
41,55.0,55.0,59.0,53.0,54.0,55.0,55.0,55.0,56.0
42,51.0,51.0,49.0,53.0,53.0,53.0,53.0,53.0,50.0
43,51.0,51.0,51.0,54.0,54.0,54.0,54.0,54.0,52.0
44,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0
45,49.0,49.0,48.0,50.0,47.0,47.0,47.0,47.0,50.0
46,50.0,50.0,47.0,54.0,49.0,42.0,44.0,44.0,49.0
47,50.0,50.0,49.0,53.0,53.0,46.0,49.0,49.0,51.0
48,53.0,53.0,53.0,52.0,52.0,51.0,51.0,51.0,55.0
49,51.0,51.0,52.0,53.0,49.0,48.0,51.0,51.0,54.0
50,56.0,56.0,54.0,53.0,53.0,51.0,52.0,52.0,56.0
51,52.0,52.0,49.0,52.0,52.0,52.0,52.0,52.0,51.0
