Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,46.0,46.0,46.0,46.0,43.0,45.0,43.0,50.0,43.0,45.0,45.0,45.0,45.0
1,42.0,47.0,42.0,47.0,45.0,46.0,45.0,52.0,45.0,46.0,46.0,46.0,46.0
2,42.0,47.0,42.0,47.0,45.0,46.0,45.0,52.0,45.0,46.0,46.0,46.0,46.0
3,51.0,51.0,51.0,51.0,48.0,50.0,48.0,49.0,48.0,50.0,50.0,50.0,50.0
4,47.0,52.0,47.0,52.0,50.0,51.0,50.0,51.0,50.0,51.0,51.0,51.0,51.0
5,47.0,52.0,47.0,52.0,50.0,51.0,50.0,51.0,50.0,51.0,51.0,51.0,51.0
6,42.0,42.0,42.0,42.0,43.0,41.0,43.0,49.0,43.0,41.0,41.0,41.0,40.0
7,40.0,45.0,40.0,45.0,45.0,44.0,45.0,51.0,45.0,44.0,44.0,44.0,44.0
8,42.0,47.0,42.0,47.0,45.0,46.0,45.0,51.0,45.0,46.0,46.0,46.0,46.0
9,48.0,48.0,48.0,48.0,47.0,47.0,47.0,50.0,47.0,47.0,47.0,47.0,46.0
10,44.0,49.0,44.0,49.0,49.0,48.0,49.0,51.0,49.0,48.0,48.0,48.0,48.0
11,44.0,49.0,44.0,49.0,49.0,48.0,49.0,52.0,49.0,48.0,48.0,48.0,48.0
12,48.0,48.0,48.0,48.0,49.0,47.0,49.0,50.0,49.0,47.0,47.0,47.0,46.0
13,45.0,49.0,45.0,49.0,51.0,48.0,51.0,52.0,51.0,48.0,48.0,48.0,48.0
14,47.0,52.0,47.0,52.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0
15,42.0,42.0,42.0,42.0,45.0,41.0,45.0,50.0,45.0,41.0,41.0,41.0,41.0
16,45.0,43.0,45.0,44.0,47.0,43.0,47.0,51.0,47.0,43.0,43.0,43.0,43.0
17,47.0,45.0,47.0,46.0,47.0,45.0,47.0,52.0,47.0,45.0,45.0,45.0,45.0
18,50.0,50.0,50.0,50.0,49.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0
19,46.0,51.0,46.0,51.0,49.0,50.0,51.0,52.0,49.0,50.0,50.0,50.0,50.0
20,46.0,52.0,46.0,52.0,51.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,51.0
21,47.0,47.0,47.0,47.0,48.0,46.0,48.0,49.0,48.0,46.0,46.0,46.0,45.0
