Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,54.0,54.0,56.0,56.0,54.0
1,56.0,56.0,58.0,58.0,56.0
2,60.0,60.0,62.0,62.0,60.0
3,53.0,57.0,55.0,57.0,57.0
4,58.0,58.0,58.0,58.0,58.0
5,59.0,59.0,61.0,61.0,59.0
6,54.0,57.0,56.0,57.0,57.0
7,58.0,58.0,58.0,58.0,58.0
8,60.0,60.0,61.0,61.0,60.0
9,58.0,58.0,59.0,59.0,58.0
10,60.0,60.0,60.0,60.0,60.0
11,64.0,64.0,64.0,64.0,64.0
12,57.0,57.0,58.0,58.0,57.0
13,62.0,62.0,62.0,62.0,62.0
14,63.0,63.0,63.0,63.0,63.0
15,54.0,54.0,55.0,55.0,54.0
16,58.0,58.0,58.0,58.0,58.0
17,60.0,60.0,60.0,60.0,59.0
18,54.0,56.0,54.0,56.0,56.0
19,57.0,58.0,57.0,58.0,58.0
20,58.0,58.0,60.0,60.0,58.0
21,55.0,57.0,55.0,57.0,57.0
22,58.0,59.0,58.0,59.0,59.0
23,59.0,59.0,60.0,60.0,59.0
24,57.0,57.0,58.0,58.0,57.0
25,59.0,59.0,59.0,59.0,59.0
26,63.0,63.0,63.0,63.0,63.0
27,56.0,58.0,57.0,61.0,57.0
28,61.0,62.0,61.0,62.0,62.0
29,62.0,62.0,62.0,62.0,62.0
30,53.0,58.0,54.0,57.0,57.0
31,58.0,58.0,58.0,58.0,58.0
32,59.0,59.0,59.0,59.0,58.0
33,56.0,57.0,54.0,57.0,57.0
34,58.0,59.0,58.0,59.0,59.0
35,60.0,60.0,60.0,60.0,60.0
36,58.0,58.0,58.0,58.0,58.0
37,60.0,60.0,60.0,60.0,60.0
38,64.0,64.0,64.0,64.0,64.0
39,57.0,59.0,57.0,62.0,58.0
40,62.0,63.0,62.0,63.0,63.0
41,63.0,63.0,63.0,63.0,63.0
42,54.0,59.0,54.0,58.0,58.0
43,58.0,59.0,58.0,59.0,59.0
44,60.0,60.0,60.0,60.0,59.0
45,59.0,59.0,58.0,58.0,58.0
46,61.0,61.0,60.0,60.0,59.0
47,64.0,64.0,64.0,64.0,63.0
48,58.0,58.0,57.0,57.0,57.0
49,62.0,62.0,62.0,62.0,62.0
50,63.0,63.0,63.0,63.0,63.0
51,58.0,58.0,58.0,58.0,58.0
52,60.0,60.0,60.0,60.0,59.0
53,64.0,64.0,64.0,64.0,63.0
54,63.0,63.0,62.0,62.0,62.0
55,61.0,61.0,61.0,61.0,61.0
56,62.0,62.0,62.0,62.0,62.0
57,63.0,63.0,62.0,62.0,62.0
58,62.0,62.0,62.0,62.0,61.0
59,63.0,63.0,63.0,63.0,62.0
60,59.0,59.0,58.0,58.0,58.0
61,58.0,58.0,58.0,58.0,57.0
62,60.0,60.0,59.0,59.0,58.0
63,53.0,56.0,53.0,56.0,56.0
64,56.0,57.0,56.0,57.0,57.0
65,57.0,57.0,59.0,59.0,57.0
66,54.0,57.0,54.0,57.0,57.0
67,57.0,58.0,57.0,58.0,58.0
68,58.0,58.0,59.0,59.0,58.0
69,56.0,56.0,57.0,57.0,56.0
70,58.0,58.0,58.0,58.0,58.0
71,62.0,62.0,62.0,62.0,62.0
72,55.0,57.0,56.0,60.0,56.0
73,62.0,62.0,62.0,62.0,62.0
74,61.0,61.0,61.0,61.0,61.0
75,52.0,57.0,53.0,56.0,56.0
76,57.0,58.0,57.0,58.0,58.0
77,58.0,58.0,58.0,58.0,57.0
78,55.0,58.0,53.0,58.0,58.0
79,58.0,59.0,58.0,59.0,59.0
80,59.0,59.0,59.0,59.0,59.0
81,57.0,57.0,57.0,57.0,57.0
82,59.0,59.0,59.0,59.0,59.0
83,63.0,63.0,63.0,63.0,63.0
84,56.0,58.0,56.0,61.0,57.0
85,63.0,63.0,63.0,63.0,63.0
86,62.0,62.0,62.0,62.0,62.0
87,53.0,58.0,53.0,57.0,57.0
88,58.0,59.0,58.0,59.0,59.0
89,59.0,59.0,59.0,59.0,58.0
90,58.0,58.0,57.0,60.0,57.0
91,60.0,60.0,59.0,59.0,58.0
92,63.0,63.0,63.0,63.0,62.0
93,57.0,57.0,56.0,61.0,56.0
94,61.0,62.0,61.0,62.0,61.0
95,62.0,62.0,62.0,62.0,62.0
96,57.0,57.0,57.0,57.0,57.0
97,59.0,59.0,59.0,59.0,59.0
98,63.0,63.0,63.0,63.0,62.0
99,62.0,62.0,61.0,61.0,61.0
100,62.0,62.0,62.0,62.0,62.0
101,61.0,61.0,61.0,62.0,61.0
102,62.0,62.0,61.0,61.0,61.0
103,63.0,63.0,63.0,63.0,63.0
104,62.0,62.0,62.0,62.0,61.0
105,58.0,58.0,57.0,57.0,57.0
106,58.0,59.0,58.0,59.0,59.0
107,59.0,59.0,58.0,58.0,58.0
108,54.0,59.0,54.0,59.0,59.0
109,59.0,60.0,59.0,60.0,60.0
110,60.0,60.0,60.0,60.0,60.0
111,58.0,58.0,58.0,58.0,58.0
112,60.0,60.0,60.0,60.0,60.0
113,64.0,64.0,64.0,64.0,64.0
114,57.0,59.0,57.0,62.0,58.0
115,64.0,64.0,64.0,64.0,64.0
116,63.0,63.0,63.0,63.0,63.0
117,54.0,59.0,54.0,58.0,58.0
118,59.0,60.0,59.0,60.0,60.0
119,60.0,60.0,60.0,60.0,59.0
120,59.0,59.0,58.0,61.0,58.0
121,61.0,61.0,60.0,60.0,59.0
122,64.0,64.0,64.0,64.0,63.0
123,58.0,58.0,57.0,62.0,57.0
124,60.0,63.0,59.0,63.0,62.0
125,63.0,63.0,63.0,63.0,63.0
126,58.0,58.0,58.0,58.0,58.0
127,60.0,60.0,60.0,60.0,60.0
128,64.0,64.0,64.0,64.0,63.0
129,63.0,63.0,62.0,62.0,62.0
130,63.0,63.0,63.0,63.0,63.0
131,62.0,62.0,62.0,63.0,62.0
132,63.0,63.0,62.0,62.0,62.0
133,64.0,64.0,64.0,64.0,64.0
134,63.0,63.0,63.0,63.0,62.0
135,59.0,59.0,58.0,58.0,58.0
136,59.0,60.0,59.0,60.0,60.0
137,60.0,60.0,59.0,59.0,59.0
138,60.0,62.0,61.0,61.0,58.0
139,61.0,61.0,61.0,61.0,60.0
140,65.0,65.0,64.0,64.0,62.0
141,59.0,61.0,65.0,65.0,57.0
142,61.0,61.0,60.0,60.0,59.0
143,64.0,64.0,63.0,63.0,62.0
144,60.0,60.0,59.0,62.0,58.0
145,62.0,62.0,60.0,60.0,60.0
146,65.0,65.0,64.0,64.0,62.0
147,62.0,62.0,64.0,64.0,61.0
148,61.0,60.0,59.0,59.0,58.0
149,63.0,63.0,62.0,62.0,62.0
150,62.0,62.0,62.0,62.0,61.0
151,61.0,61.0,59.0,59.0,59.0
152,64.0,64.0,63.0,63.0,62.0
153,58.0,58.0,58.0,58.0,57.0
154,60.0,60.0,60.0,60.0,60.0
155,64.0,64.0,63.0,63.0,62.0
156,61.0,61.0,63.0,63.0,61.0
157,63.0,63.0,62.0,62.0,62.0
158,63.0,63.0,62.0,62.0,62.0
159,62.0,62.0,62.0,62.0,61.0
160,64.0,64.0,63.0,63.0,63.0
161,64.0,64.0,63.0,63.0,63.0
162,62.0,62.0,62.0,62.0,61.0
163,64.0,64.0,64.0,64.0,64.0
164,64.0,64.0,63.0,63.0,63.0
165,58.0,58.0,58.0,58.0,57.0
166,60.0,60.0,59.0,59.0,59.0
167,60.0,60.0,59.0,59.0,59.0
