Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,41.0,40.0,40.0,41.0,41.0,41.0,41.0
1,41.0,40.0,40.0,41.0,41.0,41.0,41.0
2,43.0,42.0,42.0,43.0,43.0,43.0,43.0
3,41.0,40.0,40.0,41.0,41.0,41.0,41.0
4,41.0,40.0,41.0,42.0,42.0,42.0,42.0
5,43.0,42.0,42.0,43.0,43.0,43.0,43.0
6,41.0,40.0,40.0,40.0,41.0,41.0,41.0
7,41.0,40.0,41.0,42.0,42.0,43.0,43.0
8,43.0,42.0,42.0,42.0,43.0,43.0,43.0
9,41.0,41.0,41.0,42.0,42.0,43.0,43.0
10,41.0,41.0,42.0,42.0,42.0,43.0,43.0
11,43.0,43.0,43.0,44.0,44.0,45.0,45.0
12,42.0,41.0,40.0,41.0,41.0,42.0,42.0
13,42.0,41.0,41.0,41.0,41.0,42.0,42.0
14,44.0,43.0,42.0,43.0,43.0,44.0,44.0
15,40.0,40.0,40.0,40.0,40.0,40.0,40.0
16,40.0,40.0,40.0,41.0,41.0,41.0,41.0
17,42.0,42.0,42.0,42.0,42.0,43.0,43.0
18,40.0,40.0,40.0,40.0,41.0,41.0,41.0
19,40.0,40.0,41.0,42.0,42.0,42.0,42.0
20,42.0,42.0,42.0,42.0,43.0,43.0,43.0
21,40.0,40.0,40.0,40.0,41.0,41.0,41.0
22,40.0,40.0,41.0,42.0,42.0,42.0,42.0
23,42.0,42.0,42.0,42.0,43.0,43.0,43.0
24,41.0,41.0,41.0,42.0,42.0,42.0,42.0
25,41.0,41.0,41.0,42.0,42.0,42.0,42.0
26,43.0,43.0,43.0,44.0,44.0,44.0,44.0
27,41.0,41.0,40.0,41.0,41.0,41.0,41.0
28,41.0,41.0,41.0,41.0,41.0,41.0,41.0
29,43.0,43.0,42.0,43.0,43.0,43.0,43.0
30,41.0,41.0,40.0,41.0,41.0,41.0,40.0
31,40.0,40.0,41.0,41.0,41.0,41.0,41.0
32,42.0,42.0,42.0,42.0,42.0,42.0,42.0
33,40.0,40.0,40.0,40.0,41.0,41.0,41.0
34,40.0,40.0,41.0,42.0,42.0,42.0,42.0
35,42.0,42.0,42.0,42.0,43.0,43.0,43.0
36,41.0,41.0,41.0,42.0,42.0,42.0,42.0
37,41.0,41.0,42.0,42.0,42.0,42.0,42.0
