Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,45.0,45.0,45.0,45.0,47.0
1,46.0,46.0,46.0,46.0,49.0
2,51.0,51.0,51.0,51.0,51.0
3,50.0,50.0,50.0,50.0,50.0
4,49.0,49.0,49.0,49.0,49.0
5,50.0,50.0,50.0,50.0,50.0
6,49.0,48.0,49.0,48.0,48.0
7,50.0,50.0,50.0,50.0,50.0
8,49.0,49.0,49.0,49.0,49.0
9,47.0,47.0,47.0,47.0,47.0
10,46.0,45.0,46.0,45.0,45.0
11,50.0,50.0,50.0,50.0,50.0
12,48.0,47.0,48.0,47.0,47.0
13,50.0,49.0,50.0,49.0,50.0
14,49.0,49.0,49.0,49.0,49.0
15,48.0,47.0,48.0,47.0,47.0
16,50.0,49.0,50.0,49.0,50.0
17,47.0,47.0,45.0,45.0,47.0
18,49.0,49.0,49.0,49.0,49.0
19,49.0,49.0,49.0,49.0,49.0
20,51.0,51.0,51.0,51.0,51.0
21,48.0,48.0,48.0,48.0,48.0
22,50.0,50.0,50.0,50.0,50.0
23,50.0,50.0,50.0,50.0,50.0
24,51.0,51.0,51.0,51.0,51.0
25,48.0,48.0,48.0,48.0,48.0
26,49.0,49.0,49.0,49.0,49.0
27,50.0,50.0,50.0,50.0,50.0
28,49.0,49.0,49.0,49.0,49.0
29,50.0,50.0,50.0,50.0,50.0
30,48.0,48.0,48.0,48.0,48.0
31,49.0,49.0,49.0,49.0,49.0
32,50.0,50.0,50.0,50.0,50.0
33,48.0,48.0,48.0,48.0,48.0
34,49.0,49.0,49.0,49.0,49.0
35,46.0,46.0,45.0,45.0,46.0
36,50.0,50.0,50.0,50.0,50.0
37,48.0,48.0,48.0,48.0,48.0
38,49.0,49.0,49.0,49.0,49.0
39,49.0,49.0,49.0,49.0,49.0
40,50.0,50.0,50.0,50.0,50.0
41,51.0,51.0,51.0,51.0,51.0
42,49.0,49.0,49.0,49.0,49.0
43,50.0,50.0,50.0,50.0,50.0
44,51.0,51.0,51.0,51.0,51.0
45,48.0,48.0,48.0,48.0,48.0
46,50.0,50.0,50.0,50.0,50.0
47,50.0,50.0,46.0,46.0,50.0
48,49.0,49.0,49.0,49.0,49.0
49,50.0,50.0,50.0,50.0,50.0
50,49.0,49.0,48.0,48.0,49.0
51,49.0,49.0,49.0,49.0,49.0
52,50.0,50.0,50.0,50.0,50.0
53,46.0,46.0,45.0,45.0,46.0
54,48.0,48.0,48.0,48.0,48.0
