Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,44.0,45.0,44.0,45.0,45.0,44.0,36.0,36.0,36.0,38.0,36.0,44.0,44.0,38.0
1,45.0,46.0,45.0,46.0,46.0,45.0,40.0,40.0,40.0,40.0,40.0,45.0,44.0,40.0
2,45.0,46.0,45.0,46.0,46.0,45.0,40.0,40.0,40.0,41.0,40.0,45.0,45.0,41.0
3,45.0,46.0,45.0,46.0,46.0,45.0,38.0,38.0,38.0,40.0,38.0,45.0,44.0,40.0
4,46.0,47.0,46.0,47.0,47.0,46.0,40.0,40.0,40.0,40.0,40.0,46.0,45.0,40.0
5,46.0,47.0,46.0,47.0,47.0,46.0,40.0,40.0,40.0,41.0,40.0,46.0,45.0,41.0
6,43.0,43.0,43.0,43.0,43.0,43.0,37.0,37.0,37.0,39.0,37.0,43.0,44.0,39.0
7,44.0,44.0,44.0,44.0,44.0,44.0,40.0,40.0,40.0,41.0,40.0,43.0,45.0,41.0
8,44.0,44.0,44.0,44.0,44.0,44.0,39.0,39.0,39.0,40.0,39.0,43.0,45.0,40.0
9,41.0,42.0,41.0,42.0,42.0,41.0,38.0,38.0,38.0,39.0,39.0,41.0,43.0,39.0
10,38.0,37.0,38.0,37.0,40.0,41.0,39.0,39.0,39.0,40.0,40.0,39.0,40.0,40.0
11,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,41.0
12,40.0,41.0,40.0,41.0,41.0,40.0,37.0,37.0,37.0,39.0,38.0,40.0,42.0,39.0
13,37.0,36.0,37.0,36.0,40.0,41.0,39.0,39.0,39.0,40.0,40.0,39.0,40.0,40.0
14,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,39.0,39.0,41.0
15,41.0,42.0,41.0,42.0,42.0,41.0,37.0,37.0,37.0,38.0,37.0,41.0,43.0,38.0
16,38.0,37.0,38.0,37.0,40.0,41.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0
17,41.0,40.0,41.0,40.0,40.0,41.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,41.0
18,44.0,45.0,44.0,45.0,45.0,44.0,38.0,38.0,38.0,39.0,37.0,44.0,44.0,39.0
19,45.0,46.0,45.0,46.0,46.0,45.0,40.0,40.0,40.0,40.0,40.0,45.0,44.0,40.0
20,45.0,46.0,45.0,46.0,46.0,45.0,40.0,40.0,40.0,40.0,40.0,45.0,45.0,40.0
21,43.0,43.0,43.0,43.0,43.0,43.0,38.0,38.0,38.0,39.0,37.0,43.0,44.0,39.0
22,44.0,44.0,44.0,44.0,44.0,44.0,40.0,40.0,40.0,40.0,40.0,43.0,45.0,40.0
23,44.0,45.0,44.0,45.0,45.0,44.0,39.0,39.0,39.0,40.0,39.0,44.0,45.0,40.0
24,42.0,43.0,42.0,43.0,43.0,42.0,39.0,39.0,39.0,39.0,39.0,42.0,44.0,39.0
25,43.0,43.0,43.0,43.0,43.0,43.0,39.0,39.0,39.0,40.0,40.0,42.0,42.0,40.0
26,44.0,45.0,44.0,45.0,45.0,44.0,40.0,40.0,40.0,41.0,40.0,44.0,43.0,41.0
27,41.0,42.0,41.0,42.0,42.0,41.0,39.0,39.0,39.0,39.0,38.0,41.0,43.0,39.0
28,42.0,42.0,42.0,42.0,42.0,42.0,39.0,39.0,39.0,39.0,39.0,41.0,41.0,39.0
29,43.0,44.0,43.0,44.0,44.0,43.0,40.0,40.0,40.0,41.0,40.0,43.0,42.0,41.0
30,42.0,42.0,42.0,42.0,42.0,42.0,39.0,39.0,39.0,39.0,37.0,41.0,43.0,39.0
31,42.0,43.0,42.0,43.0,43.0,42.0,39.0,39.0,39.0,39.0,39.0,42.0,42.0,39.0
32,43.0,44.0,43.0,44.0,44.0,43.0,40.0,40.0,40.0,40.0,40.0,43.0,42.0,40.0
