Scenario,Roll 0,Roll 1,Roll 2
0,38.0,36.0,42.0
1,39.0,39.0,43.0
2,39.0,40.0,40.0
3,38.0,40.0,41.0
4,40.0,43.0,42.0
5,40.0,45.0,43.0
6,38.0,37.0,38.0
7,40.0,38.0,40.0
8,40.0,40.0,43.0
9,40.0,42.0,41.0
10,41.0,42.0,41.0
11,41.0,43.0,40.0
12,39.0,41.0,40.0
13,40.0,42.0,42.0
14,40.0,43.0,43.0
15,39.0,38.0,40.0
16,38.0,39.0,41.0
17,39.0,42.0,43.0
18,38.0,40.0,40.0
19,40.0,42.0,41.0
20,40.0,44.0,42.0
21,38.0,41.0,39.0
22,40.0,42.0,39.0
23,40.0,41.0,42.0
24,40.0,42.0,40.0
25,41.0,42.0,40.0
26,41.0,43.0,40.0
27,39.0,42.0,39.0
28,40.0,46.0,41.0
29,40.0,42.0,42.0
30,39.0,40.0,39.0
31,41.0,41.0,40.0
32,40.0,42.0,42.0
33,38.0,38.0,37.0
34,40.0,40.0,40.0
35,40.0,40.0,39.0
36,40.0,41.0,38.0
37,41.0,40.0,39.0
38,41.0,40.0,40.0
39,39.0,41.0,37.0
40,40.0,41.0,39.0
41,40.0,40.0,39.0
42,39.0,39.0,38.0
43,41.0,38.0,40.0
44,40.0,39.0,40.0
45,41.0,42.0,38.0
46,41.0,40.0,40.0
47,41.0,43.0,40.0
48,40.0,42.0,39.0
49,41.0,41.0,39.0
50,41.0,45.0,42.0
51,40.0,39.0,38.0
52,42.0,40.0,40.0
53,42.0,42.0,43.0
54,39.0,44.0,38.0
55,40.0,45.0,39.0
56,40.0,44.0,42.0
57,39.0,39.0,38.0
58,41.0,41.0,40.0
59,41.0,42.0,42.0
60,40.0,36.0,39.0
61,39.0,38.0,41.0
62,38.0,39.0,41.0
63,37.0,40.0,39.0
64,40.0,43.0,40.0
65,42.0,43.0,41.0
66,37.0,40.0,39.0
67,41.0,42.0,41.0
68,42.0,41.0,41.0
69,41.0,41.0,40.0
70,42.0,42.0,42.0
71,43.0,42.0,39.0
72,40.0,42.0,39.0
73,41.0,46.0,41.0
74,42.0,43.0,41.0
75,40.0,40.0,39.0
76,40.0,41.0,39.0
77,41.0,41.0,41.0
78,38.0,40.0,40.0
79,42.0,42.0,41.0
80,42.0,40.0,41.0
81,41.0,40.0,41.0
82,42.0,40.0,43.0
83,43.0,40.0,39.0
84,40.0,41.0,40.0
85,41.0,40.0,42.0
86,42.0,43.0,41.0
87,40.0,41.0,40.0
88,40.0,38.0,40.0
89,41.0,39.0,42.0
90,42.0,41.0,37.0
91,43.0,40.0,39.0
92,42.0,42.0,39.0
93,41.0,41.0,40.0
94,42.0,41.0,41.0
95,41.0,44.0,41.0
96,41.0,38.0,41.0
97,41.0,40.0,42.0
98,42.0,41.0,42.0
99,40.0,44.0,39.0
100,41.0,45.0,40.0
101,40.0,43.0,41.0
102,40.0,39.0,40.0
103,41.0,41.0,41.0
104,41.0,41.0,41.0
105,39.0,36.0,38.0
106,39.0,38.0,40.0
107,38.0,38.0,40.0
108,34.0,34.0,35.0
109,39.0,38.0,40.0
110,38.0,36.0,36.0
111,38.0,37.0,36.0
112,40.0,39.0,41.0
113,40.0,39.0,38.0
114,37.0,40.0,35.0
115,39.0,41.0,40.0
116,39.0,41.0,38.0
117,36.0,37.0,35.0
118,39.0,38.0,41.0
119,39.0,38.0,39.0
120,42.0,39.0,37.0
121,41.0,38.0,38.0
122,41.0,37.0,38.0
123,42.0,39.0,36.0
124,41.0,41.0,39.0
125,40.0,40.0,38.0
126,39.0,37.0,36.0
127,41.0,38.0,40.0
128,41.0,40.0,39.0
129,41.0,42.0,35.0
130,41.0,44.0,39.0
131,39.0,42.0,38.0
132,40.0,38.0,36.0
133,42.0,40.0,39.0
134,40.0,40.0,38.0
135,37.0,35.0,37.0
136,39.0,36.0,40.0
137,39.0,36.0,39.0
138,42.0,39.0,37.0
139,44.0,37.0,39.0
140,41.0,38.0,39.0
141,42.0,40.0,37.0
142,43.0,41.0,38.0
143,42.0,41.0,39.0
144,42.0,39.0,37.0
145,44.0,41.0,39.0
146,43.0,41.0,40.0
147,41.0,42.0,40.0
148,43.0,44.0,41.0
149,41.0,42.0,40.0
150,42.0,40.0,41.0
151,44.0,41.0,42.0
152,42.0,42.0,41.0
153,40.0,36.0,37.0
154,41.0,37.0,39.0
155,42.0,40.0,40.0
156,40.0,42.0,39.0
157,42.0,44.0,40.0
158,40.0,44.0,39.0
159,41.0,40.0,40.0
160,43.0,41.0,41.0
161,41.0,45.0,40.0
162,40.0,35.0,37.0
163,42.0,40.0,38.0
164,41.0,41.0,40.0
165,38.0,31.0,37.0
166,39.0,35.0,39.0
167,39.0,37.0,41.0
