Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,44.0,45.0,41.0,42.0,40.0,45.0,44.0,45.0,45.0,42.0
1,43.0,42.0,43.0,42.0,39.0,39.0,44.0,42.0,42.0,45.0
2,42.0,42.0,43.0,43.0,38.0,39.0,46.0,42.0,42.0,43.0
3,45.0,47.0,44.0,42.0,43.0,44.0,47.0,46.0,47.0,43.0
4,47.0,45.0,45.0,42.0,42.0,40.0,46.0,45.0,45.0,46.0
5,47.0,45.0,45.0,43.0,41.0,39.0,47.0,45.0,45.0,45.0
6,45.0,44.0,43.0,42.0,44.0,44.0,44.0,44.0,44.0,42.0
7,47.0,41.0,43.0,42.0,43.0,38.0,44.0,41.0,41.0,45.0
8,46.0,41.0,44.0,43.0,42.0,39.0,46.0,41.0,41.0,43.0
9,44.0,45.0,43.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0
10,43.0,46.0,43.0,47.0,39.0,46.0,46.0,46.0,46.0,45.0
11,45.0,47.0,45.0,47.0,39.0,47.0,47.0,47.0,47.0,44.0
12,43.0,45.0,45.0,44.0,44.0,44.0,47.0,45.0,45.0,43.0
13,42.0,46.0,42.0,46.0,43.0,45.0,45.0,46.0,46.0,44.0
14,44.0,46.0,44.0,46.0,44.0,46.0,46.0,46.0,46.0,45.0
15,44.0,46.0,44.0,43.0,44.0,44.0,48.0,45.0,45.0,44.0
16,43.0,47.0,42.0,44.0,40.0,45.0,45.0,46.0,46.0,45.0
17,45.0,47.0,43.0,44.0,45.0,45.0,46.0,46.0,46.0,46.0
18,45.0,47.0,44.0,41.0,43.0,45.0,47.0,46.0,47.0,43.0
19,47.0,45.0,45.0,42.0,42.0,40.0,46.0,44.0,44.0,45.0
20,47.0,45.0,45.0,42.0,41.0,42.0,46.0,45.0,45.0,45.0
21,45.0,47.0,44.0,41.0,44.0,46.0,47.0,46.0,47.0,43.0
22,47.0,45.0,44.0,42.0,43.0,41.0,46.0,45.0,45.0,46.0
23,47.0,45.0,44.0,43.0,42.0,43.0,47.0,45.0,45.0,45.0
24,46.0,45.0,47.0,45.0,45.0,45.0,47.0,47.0,45.0,45.0
25,47.0,46.0,47.0,47.0,41.0,46.0,47.0,46.0,46.0,47.0
26,47.0,46.0,47.0,47.0,42.0,46.0,48.0,46.0,46.0,47.0
27,45.0,47.0,46.0,44.0,44.0,44.0,48.0,47.0,47.0,44.0
28,47.0,48.0,47.0,46.0,44.0,46.0,48.0,48.0,48.0,46.0
29,47.0,48.0,47.0,46.0,44.0,45.0,48.0,48.0,48.0,46.0
30,46.0,48.0,47.0,42.0,44.0,45.0,49.0,48.0,48.0,45.0
31,48.0,49.0,48.0,44.0,45.0,46.0,49.0,49.0,49.0,46.0
32,48.0,49.0,48.0,44.0,45.0,45.0,49.0,49.0,49.0,47.0
33,44.0,44.0,43.0,41.0,44.0,43.0,43.0,44.0,44.0,42.0
34,47.0,41.0,43.0,42.0,43.0,37.0,43.0,41.0,41.0,44.0
35,46.0,41.0,44.0,43.0,42.0,39.0,45.0,41.0,41.0,44.0
36,46.0,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0
37,47.0,46.0,46.0,47.0,42.0,46.0,46.0,46.0,46.0,45.0
38,47.0,45.0,45.0,47.0,43.0,46.0,47.0,46.0,46.0,45.0
39,45.0,45.0,45.0,44.0,44.0,44.0,47.0,45.0,45.0,43.0
40,47.0,46.0,47.0,46.0,45.0,45.0,45.0,46.0,46.0,44.0
41,47.0,46.0,47.0,46.0,45.0,45.0,46.0,46.0,46.0,45.0
42,46.0,46.0,46.0,43.0,45.0,44.0,48.0,45.0,45.0,44.0
43,48.0,47.0,48.0,44.0,46.0,45.0,45.0,46.0,46.0,45.0
