Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,46.0,46.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0
1,48.0,48.0,53.0,48.0,53.0,48.0,48.0,48.0,48.0,48.0,43.0
2,48.0,48.0,52.0,51.0,52.0,48.0,48.0,51.0,48.0,51.0,46.0
3,46.0,46.0,50.0,46.0,50.0,46.0,46.0,46.0,46.0,46.0,49.0
4,50.0,48.0,52.0,50.0,52.0,50.0,50.0,50.0,48.0,50.0,48.0
5,50.0,48.0,52.0,51.0,52.0,50.0,50.0,51.0,48.0,51.0,51.0
6,47.0,46.0,48.0,47.0,48.0,46.0,46.0,47.0,46.0,47.0,47.0
7,49.0,48.0,50.0,51.0,50.0,48.0,48.0,51.0,48.0,51.0,48.0
8,49.0,48.0,53.0,49.0,53.0,48.0,48.0,49.0,48.0,49.0,48.0
9,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,52.0
10,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,51.0
11,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,51.0
12,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,51.0
13,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,50.0
14,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,50.0
15,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,46.0
16,49.0,49.0,50.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0,45.0
17,49.0,49.0,54.0,49.0,54.0,49.0,49.0,49.0,49.0,49.0,43.0
18,46.0,47.0,50.0,47.0,50.0,46.0,46.0,46.0,47.0,47.0,51.0
19,50.0,48.0,52.0,49.0,52.0,50.0,50.0,50.0,48.0,49.0,52.0
20,50.0,48.0,54.0,50.0,54.0,50.0,50.0,50.0,48.0,50.0,52.0
21,47.0,48.0,51.0,48.0,51.0,46.0,46.0,46.0,48.0,48.0,52.0
22,51.0,49.0,53.0,50.0,53.0,50.0,50.0,50.0,49.0,50.0,53.0
23,51.0,49.0,55.0,49.0,55.0,50.0,50.0,50.0,49.0,49.0,53.0
24,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0
25,60.0,57.0,57.0,57.0,57.0,60.0,60.0,60.0,57.0,57.0,56.0
26,60.0,57.0,57.0,57.0,57.0,60.0,60.0,60.0,57.0,57.0,56.0
27,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0
28,59.0,56.0,56.0,56.0,56.0,59.0,59.0,59.0,56.0,56.0,55.0
29,59.0,56.0,56.0,56.0,56.0,59.0,59.0,59.0,56.0,56.0,55.0
30,48.0,48.0,50.0,48.0,50.0,48.0,48.0,48.0,48.0,48.0,51.0
31,52.0,49.0,52.0,49.0,52.0,52.0,52.0,52.0,49.0,49.0,50.0
32,52.0,49.0,54.0,50.0,54.0,52.0,52.0,52.0,49.0,50.0,48.0
33,47.0,46.0,48.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,45.0
34,49.0,48.0,54.0,48.0,54.0,48.0,48.0,48.0,48.0,48.0,48.0
35,49.0,48.0,53.0,48.0,53.0,48.0,48.0,48.0,48.0,48.0,47.0
36,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,52.0
37,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0
38,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,53.0
39,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,52.0
40,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0
41,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,53.0
42,49.0,48.0,49.0,48.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0
43,50.0,49.0,53.0,49.0,53.0,49.0,49.0,49.0,49.0,49.0,49.0
44,50.0,49.0,54.0,51.0,54.0,49.0,49.0,51.0,49.0,51.0,48.0
45,57.0,57.0,58.0,57.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0
46,59.0,58.0,59.0,58.0,59.0,59.0,59.0,59.0,58.0,58.0,56.0
47,59.0,58.0,59.0,58.0,59.0,59.0,59.0,59.0,58.0,58.0,56.0
48,56.0,56.0,57.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,57.0
49,59.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,57.0,57.0,56.0
50,59.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0,58.0,56.0
51,56.0,57.0,57.0,57.0,57.0,56.0,57.0,57.0,56.0,56.0,51.0
