Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,47.0,47.0,48.0,48.0,47.0
1,50.0,48.0,48.0,48.0,48.0
2,48.0,51.0,50.0,50.0,50.0
3,46.0,47.0,47.0,47.0,46.0
4,50.0,51.0,50.0,50.0,49.0
5,50.0,51.0,50.0,50.0,50.0
6,47.0,48.0,48.0,48.0,47.0
7,47.0,51.0,50.0,50.0,49.0
8,50.0,51.0,50.0,50.0,49.0
9,47.0,48.0,48.0,48.0,47.0
10,50.0,51.0,50.0,50.0,48.0
11,49.0,52.0,51.0,51.0,50.0
12,46.0,47.0,47.0,47.0,46.0
13,49.0,50.0,49.0,49.0,47.0
14,49.0,51.0,50.0,50.0,49.0
15,47.0,47.0,48.0,48.0,47.0
16,47.0,48.0,48.0,48.0,48.0
17,50.0,52.0,51.0,51.0,50.0
18,45.0,46.0,46.0,46.0,45.0
19,49.0,51.0,50.0,50.0,49.0
20,50.0,51.0,50.0,50.0,49.0
21,46.0,47.0,47.0,47.0,46.0
22,46.0,51.0,50.0,50.0,49.0
23,50.0,51.0,50.0,50.0,49.0
24,47.0,48.0,48.0,48.0,47.0
25,50.0,51.0,50.0,50.0,49.0
26,51.0,52.0,51.0,51.0,50.0
27,46.0,47.0,47.0,47.0,46.0
28,49.0,50.0,49.0,49.0,48.0
29,50.0,51.0,50.0,50.0,49.0
30,46.0,47.0,47.0,47.0,46.0
31,47.0,51.0,50.0,50.0,49.0
32,51.0,52.0,51.0,51.0,50.0
33,47.0,48.0,48.0,48.0,47.0
34,47.0,51.0,50.0,50.0,49.0
35,50.0,51.0,50.0,50.0,50.0
36,48.0,49.0,49.0,49.0,48.0
37,50.0,52.0,51.0,51.0,50.0
38,51.0,52.0,51.0,51.0,50.0
39,47.0,48.0,48.0,48.0,47.0
40,49.0,51.0,50.0,50.0,49.0
41,50.0,51.0,50.0,50.0,49.0
42,47.0,47.0,48.0,48.0,47.0
43,47.0,52.0,51.0,51.0,50.0
44,51.0,52.0,51.0,51.0,49.0
45,48.0,49.0,49.0,49.0,48.0
46,51.0,52.0,52.0,52.0,51.0
47,50.0,52.0,51.0,51.0,50.0
48,47.0,48.0,48.0,48.0,47.0
49,50.0,51.0,51.0,51.0,50.0
50,49.0,51.0,50.0,50.0,49.0
51,48.0,49.0,49.0,49.0,48.0
52,51.0,52.0,51.0,51.0,49.0
53,50.0,52.0,51.0,51.0,50.0
