Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,41.0,42.0,46.0,46.0
1,41.0,42.0,46.0,46.0
2,37.0,47.0,46.0,46.0
3,41.0,42.0,46.0,46.0
4,41.0,46.0,47.0,47.0
5,40.0,47.0,47.0,47.0
6,41.0,42.0,46.0,46.0
7,41.0,47.0,46.0,46.0
8,41.0,46.0,46.0,46.0
9,41.0,43.0,45.0,45.0
10,41.0,42.0,46.0,46.0
11,38.0,47.0,46.0,46.0
12,42.0,44.0,46.0,46.0
13,42.0,46.0,47.0,47.0
14,42.0,48.0,47.0,47.0
15,41.0,42.0,45.0,45.0
16,42.0,42.0,46.0,46.0
17,42.0,45.0,46.0,46.0
18,41.0,42.0,45.0,45.0
19,41.0,46.0,46.0,46.0
20,40.0,47.0,46.0,46.0
21,41.0,42.0,45.0,45.0
22,41.0,47.0,47.0,47.0
23,41.0,46.0,47.0,47.0
24,41.0,43.0,44.0,44.0
25,41.0,44.0,46.0,46.0
26,42.0,47.0,46.0,46.0
27,44.0,45.0,45.0,45.0
28,42.0,46.0,46.0,46.0
29,46.0,48.0,46.0,46.0
30,41.0,42.0,44.0,44.0
31,42.0,44.0,46.0,46.0
32,46.0,46.0,46.0,46.0
33,40.0,41.0,43.0,43.0
34,40.0,46.0,45.0,45.0
35,40.0,42.0,45.0,45.0
36,41.0,42.0,44.0,44.0
37,40.0,45.0,45.0,45.0
38,43.0,46.0,46.0,46.0
39,45.0,44.0,45.0,45.0
40,42.0,47.0,47.0,47.0
41,47.0,47.0,47.0,47.0
42,41.0,41.0,44.0,44.0
43,42.0,45.0,45.0,45.0
44,47.0,47.0,46.0,46.0
45,41.0,42.0,45.0,45.0
46,43.0,43.0,45.0,45.0
47,38.0,47.0,46.0,46.0
48,45.0,44.0,45.0,45.0
49,47.0,47.0,46.0,46.0
50,42.0,48.0,47.0,47.0
51,41.0,42.0,45.0,45.0
52,47.0,47.0,45.0,45.0
53,42.0,45.0,46.0,46.0
54,44.0,44.0,45.0,45.0
55,46.0,46.0,46.0,46.0
56,46.0,47.0,47.0,47.0
57,44.0,44.0,45.0,45.0
58,46.0,46.0,46.0,46.0
59,46.0,46.0,47.0,47.0
60,41.0,41.0,44.0,44.0
61,42.0,42.0,45.0,45.0
62,42.0,42.0,46.0,46.0
63,40.0,41.0,44.0,44.0
64,40.0,45.0,46.0,46.0
65,40.0,46.0,46.0,46.0
66,40.0,41.0,45.0,45.0
67,40.0,46.0,47.0,47.0
68,40.0,45.0,47.0,47.0
69,40.0,42.0,43.0,43.0
70,40.0,43.0,46.0,46.0
71,42.0,46.0,45.0,45.0
72,44.0,44.0,44.0,44.0
73,41.0,45.0,46.0,46.0
74,46.0,47.0,46.0,46.0
75,40.0,41.0,43.0,43.0
76,41.0,43.0,46.0,46.0
77,46.0,46.0,45.0,45.0
78,40.0,41.0,44.0,44.0
79,40.0,45.0,46.0,46.0
80,39.0,42.0,46.0,46.0
81,41.0,42.0,44.0,44.0
82,40.0,44.0,45.0,45.0
83,43.0,45.0,46.0,46.0
84,45.0,44.0,45.0,45.0
