Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,49.0,43.0,49.0,51.0,49.0,53.0,51.0,47.0,45.0,49.0,51.0,45.0
1,51.0,43.0,50.0,44.0,51.0,52.0,46.0,46.0,43.0,48.0,46.0,45.0
2,51.0,47.0,50.0,44.0,51.0,52.0,46.0,46.0,43.0,48.0,52.0,51.0
3,50.0,44.0,50.0,52.0,50.0,52.0,52.0,52.0,50.0,50.0,51.0,46.0
4,51.0,46.0,51.0,51.0,50.0,54.0,51.0,51.0,46.0,49.0,51.0,46.0
5,50.0,50.0,49.0,51.0,50.0,54.0,51.0,51.0,46.0,49.0,53.0,52.0
6,47.0,45.0,45.0,51.0,47.0,51.0,51.0,45.0,45.0,49.0,49.0,43.0
7,50.0,45.0,48.0,52.0,48.0,53.0,51.0,47.0,47.0,50.0,51.0,44.0
8,48.0,51.0,46.0,52.0,48.0,53.0,51.0,47.0,47.0,50.0,51.0,49.0
9,53.0,53.0,53.0,54.0,53.0,55.0,54.0,55.0,53.0,53.0,53.0,53.0
10,53.0,53.0,55.0,54.0,53.0,55.0,54.0,54.0,51.0,50.0,52.0,53.0
11,53.0,53.0,53.0,54.0,53.0,55.0,54.0,54.0,49.0,50.0,54.0,54.0
12,52.0,52.0,52.0,53.0,52.0,54.0,53.0,54.0,52.0,52.0,52.0,52.0
13,52.0,52.0,54.0,53.0,52.0,54.0,53.0,53.0,50.0,49.0,51.0,52.0
14,52.0,52.0,52.0,53.0,52.0,54.0,53.0,53.0,48.0,49.0,53.0,53.0
15,46.0,43.0,44.0,52.0,46.0,50.0,52.0,45.0,44.0,48.0,47.0,43.0
16,50.0,44.0,48.0,46.0,48.0,52.0,49.0,46.0,40.0,50.0,47.0,44.0
17,48.0,48.0,48.0,44.0,48.0,52.0,47.0,43.0,38.0,48.0,47.0,45.0
18,51.0,45.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,45.0
19,53.0,46.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,50.0,50.0,45.0
20,53.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0,51.0,51.0,52.0,51.0
21,50.0,44.0,50.0,51.0,50.0,50.0,51.0,50.0,50.0,52.0,49.0,43.0
22,52.0,47.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,51.0,50.0,43.0
23,52.0,50.0,51.0,51.0,52.0,52.0,51.0,52.0,52.0,52.0,50.0,48.0
24,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0
25,56.0,56.0,55.0,55.0,56.0,54.0,54.0,55.0,54.0,53.0,53.0,54.0
26,56.0,56.0,55.0,55.0,56.0,56.0,54.0,55.0,54.0,54.0,55.0,55.0
27,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0
28,55.0,55.0,54.0,54.0,55.0,53.0,53.0,54.0,53.0,52.0,52.0,53.0
29,55.0,55.0,54.0,54.0,55.0,55.0,53.0,54.0,53.0,53.0,54.0,54.0
30,49.0,45.0,47.0,51.0,49.0,49.0,51.0,49.0,49.0,49.0,50.0,43.0
31,49.0,47.0,48.0,47.0,47.0,51.0,48.0,47.0,47.0,49.0,50.0,43.0
32,47.0,51.0,47.0,45.0,47.0,51.0,48.0,45.0,45.0,47.0,52.0,48.0
33,46.0,43.0,43.0,50.0,46.0,51.0,49.0,45.0,45.0,46.0,48.0,43.0
34,50.0,46.0,48.0,51.0,47.0,52.0,52.0,48.0,48.0,50.0,51.0,44.0
35,47.0,47.0,45.0,51.0,47.0,52.0,50.0,46.0,46.0,47.0,49.0,49.0
36,53.0,53.0,51.0,54.0,53.0,53.0,54.0,53.0,53.0,55.0,51.0,53.0
37,55.0,55.0,52.0,55.0,55.0,53.0,55.0,55.0,55.0,54.0,53.0,55.0
38,55.0,55.0,53.0,53.0,55.0,55.0,53.0,55.0,55.0,55.0,53.0,55.0
