Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,46.0,43.0,43.0,47.0,43.0,47.0,43.0,46.0,44.0,41.0
1,45.0,45.0,46.0,46.0,46.0,46.0,43.0,46.0,46.0,46.0
2,43.0,43.0,47.0,46.0,47.0,46.0,44.0,45.0,46.0,45.0
3,47.0,44.0,44.0,48.0,44.0,48.0,44.0,48.0,44.0,42.0
4,47.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0
5,46.0,46.0,49.0,47.0,49.0,47.0,44.0,47.0,47.0,47.0
6,46.0,43.0,43.0,47.0,43.0,47.0,43.0,46.0,43.0,42.0
7,47.0,47.0,46.0,46.0,46.0,46.0,44.0,46.0,46.0,46.0
8,44.0,44.0,48.0,46.0,48.0,46.0,44.0,45.0,46.0,45.0
9,45.0,44.0,48.0,47.0,48.0,46.0,47.0,46.0,44.0,43.0
10,46.0,46.0,46.0,47.0,46.0,47.0,44.0,45.0,47.0,45.0
11,47.0,47.0,47.0,46.0,47.0,46.0,46.0,46.0,46.0,46.0
12,47.0,47.0,48.0,47.0,48.0,47.0,49.0,47.0,47.0,47.0
13,48.0,45.0,45.0,47.0,45.0,47.0,48.0,47.0,46.0,44.0
14,48.0,46.0,46.0,48.0,46.0,47.0,49.0,48.0,45.0,46.0
15,45.0,44.0,44.0,47.0,44.0,46.0,43.0,46.0,44.0,43.0
16,47.0,46.0,46.0,47.0,46.0,47.0,44.0,47.0,47.0,45.0
17,47.0,46.0,47.0,49.0,47.0,48.0,46.0,47.0,44.0,47.0
18,48.0,44.0,44.0,48.0,44.0,48.0,43.0,48.0,43.0,42.0
19,47.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0
20,47.0,47.0,49.0,47.0,49.0,47.0,44.0,47.0,47.0,47.0
21,47.0,43.0,44.0,47.0,44.0,47.0,43.0,47.0,42.0,42.0
22,47.0,47.0,47.0,48.0,47.0,48.0,44.0,48.0,48.0,48.0
23,46.0,46.0,48.0,46.0,48.0,46.0,44.0,46.0,46.0,46.0
24,46.0,44.0,49.0,47.0,49.0,47.0,47.0,47.0,44.0,44.0
25,47.0,47.0,47.0,46.0,47.0,47.0,45.0,46.0,46.0,46.0
26,47.0,47.0,48.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0
27,48.0,48.0,49.0,48.0,49.0,48.0,49.0,48.0,48.0,48.0
28,47.0,46.0,46.0,47.0,46.0,47.0,48.0,47.0,45.0,45.0
29,48.0,46.0,47.0,48.0,47.0,47.0,48.0,48.0,45.0,46.0
30,46.0,44.0,44.0,47.0,44.0,47.0,43.0,47.0,43.0,43.0
31,47.0,47.0,47.0,48.0,47.0,47.0,45.0,47.0,46.0,46.0
32,48.0,47.0,47.0,49.0,47.0,48.0,46.0,47.0,46.0,47.0
33,45.0,41.0,43.0,46.0,43.0,45.0,43.0,47.0,41.0,41.0
34,45.0,45.0,46.0,47.0,46.0,47.0,44.0,46.0,47.0,46.0
35,43.0,43.0,46.0,44.0,46.0,43.0,43.0,46.0,44.0,46.0
36,44.0,44.0,47.0,45.0,47.0,45.0,47.0,48.0,43.0,43.0
37,46.0,46.0,46.0,45.0,46.0,46.0,46.0,45.0,45.0,45.0
38,47.0,47.0,47.0,46.0,47.0,46.0,44.0,45.0,46.0,45.0
39,46.0,46.0,47.0,47.0,47.0,47.0,49.0,48.0,47.0,47.0
40,46.0,45.0,46.0,48.0,45.0,47.0,48.0,46.0,44.0,44.0
41,47.0,47.0,46.0,48.0,46.0,48.0,48.0,47.0,46.0,45.0
