Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,31.0,32.0,39.0,37.0,33.0,32.0,39.0,31.0
1,32.0,33.0,36.0,36.0,32.0,32.0,39.0,32.0
2,33.0,35.0,36.0,36.0,33.0,35.0,41.0,33.0
3,33.0,32.0,39.0,39.0,35.0,32.0,39.0,32.0
4,33.0,34.0,40.0,40.0,36.0,33.0,39.0,33.0
5,34.0,36.0,40.0,40.0,37.0,35.0,41.0,34.0
6,32.0,33.0,40.0,39.0,35.0,32.0,39.0,31.0
7,34.0,33.0,40.0,40.0,36.0,34.0,39.0,31.0
8,34.0,36.0,41.0,41.0,37.0,35.0,41.0,34.0
9,41.0,41.0,39.0,37.0,37.0,42.0,39.0,41.0
10,37.0,37.0,39.0,39.0,36.0,36.0,41.0,37.0
11,38.0,38.0,37.0,37.0,35.0,40.0,41.0,38.0
12,40.0,40.0,39.0,37.0,36.0,41.0,39.0,40.0
13,36.0,36.0,38.0,38.0,35.0,36.0,40.0,36.0
14,37.0,37.0,37.0,37.0,35.0,39.0,41.0,37.0
15,32.0,33.0,39.0,37.0,34.0,33.0,39.0,32.0
16,33.0,35.0,37.0,36.0,33.0,33.0,40.0,34.0
17,37.0,35.0,37.0,37.0,35.0,37.0,41.0,34.0
18,34.0,32.0,39.0,39.0,35.0,32.0,38.0,32.0
19,33.0,33.0,40.0,40.0,36.0,33.0,39.0,32.0
20,34.0,36.0,41.0,41.0,38.0,35.0,40.0,34.0
21,33.0,33.0,40.0,39.0,35.0,32.0,38.0,32.0
22,34.0,33.0,40.0,40.0,36.0,34.0,39.0,32.0
23,34.0,36.0,42.0,42.0,39.0,35.0,40.0,34.0
24,42.0,42.0,39.0,39.0,41.0,42.0,39.0,42.0
25,37.0,37.0,41.0,41.0,38.0,36.0,40.0,37.0
26,39.0,39.0,40.0,40.0,38.0,40.0,41.0,39.0
27,41.0,41.0,39.0,39.0,40.0,41.0,38.0,41.0
28,36.0,36.0,40.0,40.0,37.0,35.0,40.0,36.0
29,38.0,38.0,40.0,40.0,37.0,39.0,40.0,38.0
30,34.0,34.0,39.0,39.0,36.0,33.0,39.0,33.0
31,35.0,35.0,40.0,40.0,37.0,33.0,40.0,34.0
32,37.0,36.0,40.0,40.0,37.0,37.0,40.0,35.0
33,32.0,33.0,39.0,39.0,36.0,31.0,38.0,31.0
34,33.0,33.0,40.0,40.0,36.0,33.0,39.0,31.0
35,33.0,35.0,42.0,42.0,39.0,35.0,40.0,33.0
36,41.0,41.0,40.0,40.0,41.0,41.0,39.0,41.0
37,37.0,37.0,42.0,42.0,39.0,37.0,40.0,37.0
38,38.0,38.0,41.0,41.0,38.0,40.0,41.0,38.0
39,40.0,40.0,40.0,39.0,41.0,40.0,38.0,40.0
40,36.0,36.0,41.0,41.0,38.0,36.0,40.0,36.0
41,37.0,37.0,41.0,41.0,38.0,39.0,40.0,37.0
42,32.0,33.0,40.0,40.0,36.0,32.0,39.0,32.0
43,33.0,36.0,41.0,41.0,37.0,33.0,40.0,34.0
44,37.0,35.0,41.0,41.0,38.0,38.0,40.0,34.0
45,41.0,42.0,39.0,39.0,41.0,41.0,39.0,42.0
46,39.0,42.0,38.0,38.0,38.0,38.0,40.0,42.0
47,40.0,42.0,37.0,37.0,39.0,40.0,41.0,42.0
48,42.0,42.0,39.0,39.0,41.0,42.0,39.0,42.0
49,43.0,43.0,38.0,38.0,38.0,41.0,40.0,43.0
50,43.0,43.0,38.0,38.0,39.0,43.0,41.0,43.0
51,42.0,42.0,39.0,39.0,38.0,41.0,40.0,42.0
52,43.0,43.0,38.0,38.0,36.0,42.0,40.0,43.0
53,43.0,43.0,39.0,39.0,37.0,42.0,41.0,43.0
54,41.0,41.0,39.0,39.0,40.0,41.0,38.0,41.0
55,42.0,42.0,37.0,37.0,38.0,41.0,39.0,42.0
56,42.0,42.0,37.0,37.0,38.0,43.0,40.0,42.0
57,41.0,41.0,39.0,39.0,38.0,40.0,39.0,41.0
58,42.0,42.0,37.0,37.0,36.0,41.0,40.0,42.0
59,42.0,42.0,38.0,38.0,36.0,41.0,40.0,42.0
60,33.0,35.0,39.0,39.0,34.0,33.0,39.0,33.0
61,34.0,36.0,37.0,36.0,33.0,33.0,40.0,36.0
62,39.0,38.0,37.0,37.0,35.0,39.0,40.0,36.0
63,34.0,32.0,38.0,38.0,34.0,31.0,37.0,30.0
64,32.0,32.0,39.0,39.0,35.0,32.0,38.0,31.0
65,33.0,35.0,40.0,40.0,37.0,34.0,39.0,33.0
66,34.0,33.0,39.0,38.0,35.0,32.0,37.0,31.0
67,33.0,33.0,39.0,39.0,36.0,33.0,38.0,32.0
68,33.0,35.0,41.0,41.0,38.0,35.0,39.0,33.0
69,42.0,42.0,39.0,39.0,41.0,42.0,38.0,42.0
70,36.0,37.0,40.0,40.0,38.0,36.0,39.0,36.0
71,38.0,38.0,40.0,40.0,38.0,40.0,40.0,38.0
72,41.0,41.0,38.0,38.0,40.0,41.0,37.0,41.0
73,35.0,36.0,40.0,40.0,37.0,35.0,39.0,35.0
74,37.0,37.0,40.0,40.0,37.0,39.0,39.0,37.0
75,34.0,34.0,39.0,39.0,36.0,33.0,38.0,33.0
76,35.0,35.0,40.0,40.0,37.0,32.0,39.0,33.0
77,36.0,35.0,40.0,40.0,37.0,37.0,39.0,34.0
78,32.0,33.0,39.0,39.0,35.0,31.0,37.0,31.0
79,32.0,33.0,39.0,39.0,36.0,32.0,38.0,32.0
80,34.0,35.0,41.0,41.0,38.0,35.0,39.0,33.0
81,42.0,42.0,39.0,39.0,41.0,41.0,38.0,42.0
82,37.0,38.0,41.0,41.0,38.0,37.0,39.0,37.0
83,39.0,39.0,41.0,41.0,38.0,40.0,40.0,39.0
84,41.0,41.0,39.0,39.0,40.0,40.0,37.0,41.0
85,36.0,37.0,40.0,40.0,37.0,36.0,39.0,36.0
86,38.0,38.0,41.0,41.0,37.0,39.0,39.0,38.0
87,33.0,34.0,39.0,39.0,36.0,32.0,38.0,33.0
88,33.0,36.0,40.0,40.0,37.0,33.0,39.0,34.0
89,37.0,36.0,41.0,41.0,37.0,38.0,39.0,35.0
90,42.0,42.0,39.0,39.0,41.0,41.0,38.0,42.0
91,39.0,43.0,40.0,40.0,42.0,37.0,39.0,43.0
92,41.0,43.0,40.0,40.0,42.0,40.0,40.0,43.0
93,42.0,42.0,39.0,39.0,41.0,42.0,38.0,42.0
94,43.0,43.0,40.0,40.0,42.0,41.0,39.0,43.0
