Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,40.0,38.0,40.0,40.0
1,39.0,34.0,35.0,39.0
2,39.0,34.0,39.0,39.0
3,39.0,38.0,39.0,39.0
4,39.0,33.0,34.0,39.0
5,38.0,34.0,38.0,38.0
6,39.0,39.0,39.0,39.0
7,39.0,34.0,34.0,39.0
8,35.0,34.0,34.0,35.0
9,38.0,38.0,38.0,38.0
10,39.0,39.0,39.0,39.0
11,39.0,40.0,40.0,39.0
12,38.0,38.0,38.0,38.0
13,39.0,39.0,39.0,39.0
14,40.0,40.0,40.0,40.0
15,38.0,38.0,38.0,38.0
16,39.0,39.0,39.0,39.0
17,39.0,39.0,39.0,39.0
18,38.0,38.0,38.0,38.0
19,39.0,33.0,33.0,39.0
20,37.0,34.0,37.0,37.0
21,39.0,39.0,39.0,39.0
22,40.0,34.0,34.0,40.0
23,36.0,35.0,35.0,36.0
24,37.0,37.0,37.0,37.0
25,38.0,39.0,39.0,38.0
26,38.0,39.0,39.0,38.0
27,38.0,38.0,38.0,38.0
28,40.0,40.0,40.0,40.0
29,39.0,39.0,39.0,39.0
30,38.0,38.0,38.0,38.0
31,40.0,40.0,40.0,40.0
32,39.0,39.0,39.0,39.0
33,39.0,39.0,39.0,39.0
34,39.0,34.0,34.0,39.0
35,35.0,34.0,34.0,35.0
36,38.0,38.0,38.0,38.0
37,39.0,39.0,39.0,39.0
38,36.0,39.0,39.0,36.0
39,38.0,38.0,38.0,38.0
40,39.0,39.0,39.0,39.0
41,40.0,40.0,40.0,40.0
42,38.0,38.0,38.0,38.0
43,39.0,39.0,39.0,39.0
44,40.0,40.0,40.0,40.0
45,38.0,38.0,38.0,38.0
46,39.0,39.0,39.0,39.0
47,39.0,40.0,40.0,39.0
48,38.0,38.0,38.0,38.0
49,40.0,40.0,40.0,40.0
50,40.0,40.0,40.0,40.0
51,39.0,39.0,39.0,39.0
52,40.0,40.0,40.0,40.0
53,39.0,39.0,39.0,39.0
54,37.0,37.0,37.0,37.0
55,39.0,39.0,39.0,39.0
56,39.0,39.0,39.0,39.0
57,38.0,38.0,38.0,38.0
58,39.0,39.0,39.0,39.0
59,39.0,39.0,39.0,39.0
60,38.0,38.0,38.0,38.0
61,39.0,39.0,39.0,39.0
62,39.0,39.0,39.0,39.0
63,37.0,37.0,37.0,37.0
64,38.0,32.0,32.0,38.0
65,36.0,33.0,36.0,36.0
66,38.0,38.0,38.0,38.0
67,39.0,33.0,33.0,39.0
68,35.0,34.0,34.0,35.0
69,36.0,36.0,36.0,36.0
70,37.0,38.0,38.0,37.0
71,37.0,38.0,38.0,37.0
72,37.0,37.0,37.0,37.0
73,39.0,39.0,39.0,39.0
74,38.0,38.0,38.0,38.0
75,37.0,37.0,37.0,37.0
76,39.0,39.0,39.0,39.0
77,38.0,38.0,38.0,38.0
78,38.0,38.0,38.0,38.0
79,39.0,33.0,33.0,39.0
80,35.0,34.0,34.0,35.0
81,37.0,37.0,37.0,37.0
82,38.0,38.0,38.0,38.0
83,35.0,38.0,38.0,35.0
84,37.0,37.0,37.0,37.0
85,39.0,39.0,39.0,39.0
86,39.0,39.0,39.0,39.0
87,37.0,37.0,37.0,37.0
88,39.0,39.0,39.0,39.0
89,39.0,39.0,39.0,39.0
90,37.0,37.0,37.0,37.0
91,38.0,38.0,38.0,38.0
92,38.0,39.0,39.0,38.0
93,37.0,37.0,37.0,37.0
94,39.0,39.0,39.0,39.0
95,39.0,39.0,39.0,39.0
96,38.0,38.0,38.0,38.0
97,39.0,39.0,39.0,39.0
