Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,48.0,48.0,48.0,45.0,47.0
1,47.0,46.0,46.0,47.0,49.0
2,48.0,46.0,46.0,45.0,49.0
3,50.0,50.0,50.0,50.0,52.0
4,48.0,51.0,51.0,51.0,50.0
5,49.0,50.0,50.0,47.0,50.0
6,51.0,51.0,51.0,51.0,48.0
7,49.0,52.0,52.0,49.0,49.0
8,50.0,49.0,49.0,47.0,48.0
9,48.0,47.0,47.0,45.0,49.0
10,48.0,47.0,47.0,47.0,47.0
11,48.0,47.0,47.0,45.0,48.0
12,49.0,50.0,50.0,45.0,48.0
13,47.0,51.0,51.0,47.0,47.0
14,49.0,50.0,50.0,46.0,47.0
15,47.0,50.0,50.0,46.0,48.0
16,46.0,49.0,49.0,46.0,47.0
17,46.0,51.0,51.0,46.0,48.0
18,50.0,51.0,51.0,50.0,52.0
19,49.0,50.0,50.0,50.0,50.0
20,51.0,51.0,51.0,50.0,51.0
21,51.0,52.0,52.0,51.0,52.0
22,49.0,51.0,51.0,50.0,50.0
23,51.0,52.0,52.0,51.0,52.0
24,50.0,50.0,50.0,49.0,49.0
25,50.0,48.0,48.0,50.0,50.0
26,50.0,50.0,50.0,48.0,50.0
27,49.0,51.0,51.0,48.0,48.0
28,50.0,50.0,50.0,50.0,51.0
29,50.0,51.0,51.0,49.0,50.0
30,47.0,50.0,50.0,48.0,48.0
31,49.0,49.0,49.0,50.0,48.0
32,48.0,51.0,51.0,48.0,49.0
33,51.0,50.0,50.0,51.0,48.0
34,49.0,49.0,49.0,50.0,49.0
35,51.0,49.0,49.0,51.0,52.0
36,51.0,48.0,48.0,47.0,49.0
37,50.0,49.0,49.0,50.0,51.0
38,51.0,49.0,49.0,47.0,48.0
39,50.0,50.0,50.0,47.0,48.0
40,50.0,51.0,51.0,50.0,50.0
41,51.0,52.0,52.0,49.0,48.0
42,47.0,50.0,50.0,47.0,47.0
43,47.0,50.0,50.0,47.0,48.0
44,49.0,52.0,52.0,47.0,49.0
45,49.0,49.0,49.0,46.0,46.0
46,49.0,47.0,47.0,47.0,48.0
47,47.0,47.0,47.0,45.0,47.0
48,48.0,48.0,48.0,45.0,48.0
49,49.0,48.0,48.0,47.0,50.0
50,49.0,50.0,50.0,47.0,48.0
51,46.0,49.0,49.0,46.0,48.0
52,50.0,49.0,49.0,47.0,50.0
53,47.0,51.0,51.0,48.0,47.0
54,48.0,49.0,49.0,45.0,47.0
55,50.0,48.0,48.0,47.0,49.0
56,49.0,51.0,51.0,49.0,49.0
57,48.0,49.0,49.0,46.0,47.0
58,49.0,49.0,49.0,47.0,49.0
59,48.0,51.0,51.0,50.0,49.0
60,45.0,48.0,48.0,45.0,45.0
61,46.0,49.0,49.0,45.0,47.0
62,46.0,49.0,49.0,46.0,47.0
63,50.0,50.0,50.0,49.0,51.0
64,49.0,49.0,49.0,50.0,49.0
65,50.0,50.0,50.0,50.0,50.0
66,50.0,51.0,51.0,50.0,51.0
67,50.0,50.0,50.0,51.0,49.0
68,51.0,51.0,51.0,51.0,51.0
69,50.0,49.0,49.0,48.0,48.0
70,51.0,47.0,47.0,50.0,51.0
71,51.0,51.0,51.0,50.0,51.0
72,49.0,50.0,50.0,47.0,48.0
73,50.0,49.0,49.0,50.0,50.0
74,50.0,52.0,52.0,50.0,51.0
75,47.0,49.0,49.0,47.0,48.0
