Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,52.0,50.0,52.0,52.0,52.0,50.0,54.0,49.0,50.0,51.0,46.0,51.0,51.0,50.0
1,50.0,52.0,52.0,52.0,52.0,51.0,53.0,48.0,48.0,49.0,47.0,48.0,49.0,52.0
2,51.0,52.0,52.0,52.0,52.0,50.0,52.0,49.0,52.0,52.0,47.0,52.0,52.0,52.0
3,51.0,51.0,53.0,53.0,51.0,49.0,55.0,50.0,51.0,52.0,45.0,51.0,51.0,51.0
4,51.0,53.0,53.0,53.0,52.0,51.0,54.0,50.0,52.0,54.0,46.0,52.0,52.0,53.0
5,51.0,53.0,55.0,52.0,52.0,51.0,54.0,52.0,53.0,53.0,47.0,53.0,53.0,53.0
6,52.0,50.0,52.0,52.0,52.0,50.0,53.0,51.0,51.0,53.0,46.0,52.0,52.0,50.0
7,52.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,53.0,55.0,47.0,53.0,53.0,52.0
8,52.0,52.0,54.0,53.0,52.0,52.0,55.0,53.0,52.0,53.0,48.0,53.0,53.0,52.0
9,51.0,49.0,51.0,52.0,51.0,50.0,51.0,51.0,50.0,51.0,49.0,51.0,51.0,49.0
10,50.0,50.0,52.0,51.0,50.0,51.0,50.0,50.0,48.0,49.0,48.0,49.0,49.0,50.0
11,51.0,51.0,52.0,51.0,51.0,51.0,51.0,49.0,51.0,51.0,48.0,51.0,51.0,51.0
12,52.0,48.0,50.0,54.0,51.0,49.0,50.0,50.0,49.0,50.0,48.0,50.0,50.0,48.0
13,53.0,49.0,52.0,53.0,51.0,51.0,50.0,49.0,47.0,49.0,48.0,48.0,49.0,49.0
14,53.0,50.0,51.0,53.0,53.0,51.0,52.0,48.0,50.0,50.0,49.0,50.0,50.0,50.0
15,53.0,49.0,51.0,55.0,52.0,50.0,51.0,49.0,50.0,51.0,48.0,51.0,51.0,49.0
16,54.0,50.0,52.0,54.0,52.0,52.0,51.0,48.0,48.0,50.0,49.0,49.0,50.0,50.0
17,54.0,51.0,51.0,54.0,54.0,52.0,53.0,48.0,47.0,49.0,50.0,48.0,49.0,51.0
18,50.0,50.0,52.0,52.0,50.0,48.0,54.0,51.0,51.0,52.0,44.0,51.0,51.0,50.0
19,50.0,52.0,52.0,52.0,51.0,50.0,53.0,51.0,52.0,54.0,45.0,53.0,52.0,52.0
20,50.0,52.0,54.0,53.0,51.0,50.0,54.0,53.0,53.0,53.0,46.0,53.0,53.0,52.0
21,51.0,49.0,51.0,52.0,51.0,49.0,53.0,52.0,51.0,53.0,45.0,52.0,52.0,49.0
22,51.0,51.0,52.0,53.0,52.0,51.0,53.0,52.0,53.0,55.0,46.0,54.0,53.0,51.0
23,51.0,51.0,53.0,54.0,52.0,51.0,55.0,54.0,53.0,54.0,47.0,54.0,53.0,51.0
24,50.0,50.0,53.0,53.0,50.0,49.0,52.0,52.0,51.0,51.0,48.0,52.0,51.0,50.0
25,49.0,50.0,52.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,47.0,54.0,52.0,50.0
26,50.0,52.0,55.0,52.0,50.0,50.0,54.0,52.0,53.0,53.0,48.0,53.0,53.0,52.0
27,51.0,49.0,52.0,53.0,50.0,48.0,51.0,51.0,50.0,51.0,47.0,51.0,50.0,49.0
