0,38.0
1,36.0
2,38.0
3,43.0
4,42.0
5,42.0
6,43.0
7,42.0
8,42.0
9,42.0
10,40.0
11,41.0
12,41.0
13,39.0
14,40.0
15,36.0
16,36.0
17,36.0
18,42.0
19,42.0
20,43.0
21,43.0
22,43.0
23,43.0
24,45.0
25,44.0
26,43.0
27,44.0
28,43.0
29,42.0
30,42.0
31,42.0
32,41.0
33,43.0
34,43.0
35,43.0
36,45.0
37,44.0
38,43.0
39,44.0
40,43.0
41,42.0
42,42.0
43,42.0
44,41.0
45,43.0
46,39.0
47,41.0
48,43.0
49,41.0
50,42.0
51,42.0
52,41.0
53,41.0
54,42.0
55,40.0
56,41.0
57,41.0
58,40.0
59,41.0
60,36.0
61,36.0
62,37.0
63,41.0
64,41.0
65,42.0
66,42.0
67,42.0
68,42.0
69,44.0
70,43.0
71,42.0
72,43.0
73,42.0
74,42.0
75,41.0
76,41.0
77,41.0
78,42.0
79,42.0
80,42.0
81,44.0
82,43.0
83,43.0
84,43.0
85,42.0
86,42.0
87,41.0
88,41.0
89,42.0
90,43.0
91,44.0
92,44.0
93,44.0
94,44.0
95,46.0
96,43.0
97,43.0
98,45.0
99,43.0
100,44.0
101,45.0
102,42.0
103,43.0
104,44.0
105,37.0
106,38.0
107,42.0
108,38.0
109,39.0
110,42.0
111,42.0
112,43.0
113,43.0
114,42.0
115,42.0
116,42.0
117,37.0
118,38.0
119,42.0
120,43.0
121,44.0
122,44.0
123,44.0
124,44.0
125,46.0
126,43.0
127,43.0
128,45.0
129,43.0
130,44.0
131,45.0
132,42.0
133,43.0
134,44.0
135,37.0
136,38.0
137,42.0
138,42.0
139,39.0
140,43.0
141,44.0
142,42.0
143,43.0
144,43.0
145,42.0
146,42.0
147,43.0
148,41.0
149,42.0
150,43.0
151,42.0
152,43.0
153,43.0
154,39.0
155,42.0
156,42.0
157,40.0
158,41.0
159,43.0
160,41.0
161,42.0
162,42.0
163,38.0
164,42.0
165,37.0
166,33.0
167,38.0
