Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,36.0,36.0,34.0,34.0,34.0,32.0,33.0
1,35.0,35.0,34.0,34.0,33.0,33.0,34.0
2,35.0,35.0,33.0,33.0,36.0,34.0,35.0
3,35.0,35.0,35.0,35.0,35.0,32.0,33.0
4,35.0,35.0,35.0,35.0,35.0,32.0,35.0
5,34.0,34.0,35.0,35.0,35.0,33.0,34.0
6,36.0,36.0,35.0,35.0,34.0,32.0,34.0
7,34.0,34.0,36.0,36.0,36.0,32.0,36.0
8,35.0,35.0,35.0,35.0,35.0,34.0,34.0
9,33.0,33.0,35.0,35.0,34.0,35.0,36.0
10,35.0,35.0,35.0,36.0,36.0,32.0,35.0
11,33.0,33.0,33.0,34.0,35.0,37.0,36.0
12,34.0,34.0,34.0,34.0,35.0,34.0,35.0
13,36.0,36.0,34.0,35.0,37.0,33.0,35.0
14,36.0,36.0,34.0,34.0,35.0,36.0,35.0
15,35.0,35.0,34.0,34.0,34.0,32.0,34.0
16,35.0,35.0,35.0,35.0,36.0,34.0,36.0
17,37.0,37.0,33.0,33.0,33.0,37.0,35.0
18,36.0,36.0,34.0,34.0,34.0,31.0,34.0
19,35.0,35.0,36.0,36.0,36.0,31.0,34.0
20,37.0,37.0,35.0,35.0,36.0,32.0,33.0
21,36.0,36.0,35.0,35.0,35.0,31.0,35.0
22,36.0,36.0,37.0,37.0,37.0,31.0,35.0
23,38.0,38.0,36.0,36.0,37.0,33.0,34.0
24,37.0,37.0,36.0,36.0,34.0,34.0,35.0
25,34.0,34.0,37.0,37.0,35.0,32.0,35.0
26,37.0,37.0,36.0,36.0,35.0,36.0,35.0
27,36.0,36.0,35.0,35.0,34.0,33.0,34.0
28,35.0,35.0,36.0,36.0,36.0,32.0,36.0
29,36.0,36.0,35.0,35.0,36.0,35.0,34.0
30,36.0,36.0,35.0,35.0,33.0,31.0,33.0
31,35.0,35.0,36.0,36.0,35.0,33.0,35.0
32,36.0,36.0,36.0,36.0,35.0,36.0,35.0
33,37.0,37.0,34.0,34.0,36.0,32.0,34.0
34,37.0,37.0,36.0,36.0,36.0,32.0,33.0
35,38.0,38.0,35.0,35.0,37.0,34.0,35.0
36,38.0,38.0,37.0,37.0,35.0,35.0,33.0
37,33.0,33.0,38.0,38.0,36.0,33.0,33.0
38,38.0,38.0,37.0,37.0,36.0,37.0,30.0
39,37.0,37.0,36.0,36.0,34.0,34.0,33.0
40,35.0,35.0,37.0,37.0,37.0,33.0,35.0
41,37.0,37.0,36.0,36.0,37.0,36.0,35.0
42,35.0,35.0,36.0,36.0,33.0,32.0,34.0
43,36.0,36.0,37.0,37.0,33.0,34.0,35.0
44,36.0,36.0,37.0,37.0,36.0,37.0,36.0
45,33.0,33.0,34.0,34.0,35.0,35.0,32.0
46,35.0,35.0,34.0,34.0,34.0,33.0,32.0
47,33.0,33.0,35.0,35.0,35.0,36.0,32.0
48,35.0,35.0,35.0,35.0,35.0,34.0,34.0
49,34.0,34.0,34.0,34.0,35.0,36.0,35.0
50,35.0,35.0,35.0,35.0,35.0,37.0,33.0
51,36.0,36.0,36.0,36.0,34.0,35.0,35.0
52,35.0,35.0,33.0,33.0,36.0,36.0,35.0
53,36.0,36.0,34.0,35.0,36.0,37.0,33.0
54,34.0,34.0,34.0,34.0,34.0,33.0,34.0
55,33.0,33.0,33.0,33.0,36.0,35.0,35.0
56,34.0,34.0,34.0,34.0,36.0,37.0,34.0
57,35.0,35.0,35.0,35.0,33.0,34.0,34.0
58,34.0,34.0,32.0,32.0,35.0,36.0,35.0
59,35.0,35.0,34.0,34.0,37.0,36.0,35.0
60,33.0,33.0,33.0,33.0,30.0,33.0,34.0
61,35.0,35.0,33.0,33.0,33.0,35.0,35.0
62,35.0,35.0,35.0,35.0,36.0,36.0,36.0
63,35.0,35.0,33.0,33.0,33.0,30.0,33.0
64,35.0,35.0,35.0,35.0,35.0,30.0,33.0
65,37.0,37.0,34.0,34.0,35.0,31.0,34.0
66,36.0,36.0,34.0,34.0,34.0,30.0,34.0
67,36.0,36.0,36.0,36.0,36.0,30.0,34.0
68,38.0,38.0,35.0,35.0,36.0,32.0,35.0
69,37.0,37.0,36.0,36.0,35.0,33.0,36.0
70,34.0,34.0,36.0,36.0,35.0,31.0,34.0
71,37.0,37.0,36.0,36.0,36.0,35.0,34.0
72,36.0,36.0,35.0,35.0,35.0,32.0,35.0
73,35.0,35.0,35.0,35.0,35.0,31.0,35.0
74,37.0,37.0,35.0,35.0,37.0,34.0,34.0
75,35.0,35.0,34.0,34.0,35.0,30.0,33.0
76,35.0,35.0,35.0,35.0,34.0,32.0,34.0
77,37.0,37.0,36.0,36.0,36.0,35.0,34.0
78,36.0,36.0,34.0,34.0,35.0,31.0,34.0
79,37.0,37.0,35.0,35.0,35.0,31.0,34.0
80,38.0,38.0,35.0,35.0,37.0,33.0,36.0
81,38.0,38.0,37.0,37.0,36.0,34.0,37.0
82,35.0,35.0,37.0,37.0,36.0,32.0,33.0
83,38.0,38.0,37.0,37.0,37.0,36.0,35.0
84,37.0,37.0,36.0,36.0,36.0,33.0,36.0
85,36.0,36.0,36.0,36.0,36.0,32.0,34.0
86,38.0,38.0,36.0,36.0,38.0,35.0,35.0
87,35.0,35.0,35.0,35.0,36.0,31.0,34.0
88,36.0,36.0,36.0,36.0,35.0,33.0,34.0
89,36.0,36.0,37.0,37.0,37.0,36.0,35.0
90,36.0,35.0,35.0,35.0,36.0,34.0,33.0
91,35.0,35.0,36.0,36.0,34.0,34.0,34.0
92,36.0,36.0,36.0,36.0,35.0,35.0,31.0
93,36.0,36.0,36.0,36.0,37.0,33.0,34.0
94,36.0,36.0,36.0,36.0,36.0,35.0,36.0
95,37.0,37.0,37.0,37.0,36.0,36.0,34.0
96,37.0,37.0,37.0,37.0,36.0,34.0,34.0
97,37.0,37.0,36.0,36.0,35.0,35.0,35.0
98,37.0,36.0,36.0,36.0,35.0,36.0,35.0
99,35.0,35.0,35.0,35.0,36.0,32.0,33.0
100,35.0,35.0,35.0,35.0,35.0,34.0,35.0
101,36.0,36.0,37.0,37.0,35.0,36.0,33.0
102,36.0,36.0,36.0,36.0,35.0,33.0,33.0
103,36.0,36.0,35.0,35.0,34.0,35.0,34.0
104,37.0,37.0,35.0,35.0,36.0,35.0,34.0
105,35.0,35.0,34.0,34.0,33.0,32.0,33.0
106,34.0,34.0,34.0,34.0,34.0,34.0,34.0
107,36.0,36.0,36.0,36.0,35.0,35.0,35.0
108,36.0,36.0,31.0,31.0,36.0,31.0,34.0
109,35.0,35.0,33.0,33.0,35.0,29.0,35.0
110,36.0,36.0,34.0,34.0,37.0,33.0,35.0
111,36.0,36.0,35.0,35.0,37.0,35.0,38.0
112,36.0,36.0,35.0,35.0,36.0,33.0,34.0
113,37.0,37.0,36.0,36.0,38.0,37.0,36.0
114,36.0,36.0,34.0,34.0,36.0,34.0,37.0
115,37.0,37.0,34.0,34.0,37.0,33.0,34.0
116,37.0,37.0,35.0,35.0,37.0,36.0,36.0
117,36.0,36.0,35.0,35.0,37.0,32.0,35.0
118,36.0,36.0,34.0,34.0,36.0,34.0,34.0
119,37.0,37.0,36.0,36.0,37.0,37.0,36.0
120,37.0,36.0,35.0,35.0,37.0,35.0,34.0
121,34.0,34.0,37.0,37.0,35.0,35.0,35.0
122,37.0,37.0,37.0,37.0,36.0,36.0,31.0
123,37.0,37.0,37.0,37.0,38.0,34.0,35.0
124,37.0,37.0,37.0,37.0,37.0,36.0,37.0
125,38.0,38.0,38.0,38.0,37.0,37.0,35.0
126,37.0,36.0,38.0,38.0,37.0,35.0,34.0
127,38.0,38.0,37.0,37.0,36.0,36.0,36.0
128,38.0,37.0,37.0,37.0,36.0,37.0,36.0
129,36.0,36.0,36.0,36.0,37.0,33.0,34.0
130,36.0,36.0,36.0,36.0,36.0,35.0,36.0
131,37.0,37.0,38.0,38.0,36.0,37.0,34.0
132,36.0,35.0,37.0,37.0,36.0,34.0,33.0
133,37.0,37.0,36.0,36.0,35.0,36.0,35.0
134,37.0,36.0,36.0,36.0,37.0,36.0,35.0
135,36.0,36.0,35.0,35.0,34.0,33.0,31.0
136,35.0,35.0,35.0,35.0,35.0,35.0,33.0
137,37.0,37.0,37.0,37.0,34.0,36.0,35.0
138,34.0,34.0,35.0,36.0,34.0,35.0,30.0
139,34.0,34.0,34.0,34.0,36.0,35.0,29.0
140,33.0,33.0,34.0,35.0,35.0,38.0,31.0
141,36.0,34.0,35.0,36.0,35.0,36.0,33.0
142,36.0,35.0,34.0,34.0,37.0,37.0,35.0
143,34.0,34.0,35.0,35.0,35.0,37.0,32.0
144,37.0,35.0,35.0,36.0,34.0,35.0,34.0
145,37.0,35.0,35.0,35.0,36.0,36.0,36.0
146,35.0,35.0,34.0,35.0,36.0,38.0,32.0
147,36.0,36.0,35.0,35.0,34.0,35.0,33.0
148,35.0,35.0,33.0,33.0,36.0,37.0,36.0
149,35.0,35.0,35.0,35.0,36.0,38.0,34.0
150,37.0,37.0,36.0,36.0,35.0,35.0,34.0
151,36.0,36.0,34.0,34.0,37.0,37.0,37.0
152,36.0,36.0,36.0,36.0,37.0,37.0,35.0
