Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,40.0,38.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0
1,42.0,38.0,41.0,41.0,44.0,41.0,39.0,43.0,44.0,43.0
2,42.0,41.0,36.0,41.0,40.0,43.0,39.0,42.0,41.0,40.0
3,43.0,42.0,42.0,43.0,42.0,44.0,42.0,42.0,42.0,41.0
4,46.0,41.0,43.0,41.0,43.0,43.0,42.0,44.0,43.0,42.0
5,43.0,42.0,40.0,41.0,43.0,44.0,42.0,44.0,43.0,43.0
6,40.0,41.0,43.0,42.0,42.0,45.0,41.0,41.0,42.0,42.0
7,44.0,41.0,41.0,41.0,43.0,44.0,43.0,42.0,43.0,43.0
8,44.0,41.0,41.0,41.0,44.0,44.0,43.0,43.0,44.0,44.0
9,41.0,43.0,40.0,44.0,44.0,42.0,41.0,43.0,44.0,43.0
10,45.0,38.0,41.0,45.0,45.0,42.0,43.0,44.0,45.0,44.0
11,45.0,43.0,37.0,46.0,46.0,44.0,40.0,42.0,46.0,45.0
12,40.0,42.0,43.0,43.0,43.0,42.0,40.0,42.0,43.0,42.0
13,44.0,37.0,45.0,44.0,44.0,45.0,42.0,43.0,44.0,43.0
14,44.0,42.0,41.0,45.0,45.0,43.0,39.0,41.0,45.0,44.0
15,40.0,41.0,43.0,39.0,41.0,43.0,41.0,41.0,41.0,41.0
16,42.0,38.0,46.0,41.0,44.0,46.0,39.0,42.0,44.0,43.0
17,42.0,39.0,42.0,41.0,45.0,42.0,39.0,42.0,45.0,44.0
18,43.0,41.0,43.0,42.0,41.0,43.0,41.0,41.0,41.0,40.0
19,45.0,41.0,42.0,40.0,43.0,44.0,43.0,43.0,43.0,42.0
20,45.0,41.0,42.0,40.0,42.0,44.0,43.0,43.0,42.0,42.0
21,43.0,40.0,43.0,43.0,41.0,44.0,42.0,42.0,41.0,41.0
22,46.0,42.0,42.0,41.0,43.0,44.0,43.0,44.0,43.0,42.0
23,46.0,42.0,42.0,40.0,43.0,44.0,44.0,44.0,43.0,43.0
24,45.0,42.0,43.0,43.0,44.0,44.0,42.0,42.0,44.0,43.0
25,47.0,42.0,43.0,45.0,44.0,44.0,42.0,43.0,44.0,43.0
26,45.0,44.0,41.0,45.0,45.0,45.0,43.0,44.0,45.0,44.0
27,44.0,41.0,44.0,42.0,43.0,44.0,41.0,41.0,43.0,42.0
28,46.0,41.0,45.0,44.0,43.0,44.0,41.0,42.0,43.0,42.0
29,45.0,43.0,44.0,44.0,44.0,45.0,42.0,43.0,44.0,43.0
30,41.0,40.0,44.0,38.0,40.0,44.0,42.0,42.0,40.0,40.0
31,42.0,42.0,45.0,40.0,43.0,45.0,42.0,43.0,43.0,42.0
32,46.0,42.0,45.0,40.0,44.0,45.0,42.0,43.0,44.0,43.0
33,40.0,41.0,43.0,39.0,37.0,43.0,41.0,42.0,37.0,37.0
34,42.0,42.0,40.0,41.0,40.0,44.0,43.0,43.0,40.0,38.0
35,42.0,41.0,42.0,41.0,39.0,44.0,43.0,43.0,39.0,39.0
36,41.0,42.0,44.0,44.0,44.0,44.0,42.0,43.0,44.0,43.0
37,44.0,43.0,43.0,44.0,44.0,45.0,43.0,43.0,44.0,43.0
38,45.0,44.0,42.0,46.0,45.0,45.0,44.0,44.0,45.0,44.0
39,40.0,41.0,44.0,43.0,43.0,44.0,41.0,42.0,43.0,42.0
40,43.0,42.0,45.0,43.0,43.0,45.0,42.0,42.0,43.0,42.0
41,44.0,43.0,45.0,45.0,44.0,46.0,43.0,43.0,44.0,43.0
42,41.0,41.0,44.0,39.0,38.0,44.0,41.0,42.0,38.0,37.0
43,42.0,43.0,46.0,41.0,40.0,46.0,43.0,43.0,40.0,39.0
44,44.0,43.0,46.0,41.0,44.0,46.0,43.0,43.0,44.0,43.0
45,43.0,43.0,41.0,39.0,45.0,45.0,42.0,43.0,43.0,44.0
46,46.0,44.0,42.0,43.0,44.0,44.0,40.0,44.0,44.0,44.0
47,45.0,43.0,38.0,43.0,46.0,46.0,40.0,41.0,45.0,45.0
48,42.0,42.0,43.0,39.0,45.0,45.0,42.0,43.0,44.0,44.0
49,45.0,43.0,46.0,43.0,46.0,45.0,43.0,44.0,45.0,45.0
50,44.0,44.0,42.0,44.0,46.0,46.0,44.0,45.0,46.0,45.0
51,43.0,43.0,44.0,40.0,45.0,44.0,43.0,43.0,44.0,44.0
52,45.0,43.0,45.0,44.0,46.0,45.0,44.0,45.0,45.0,45.0
53,45.0,45.0,43.0,45.0,46.0,43.0,44.0,45.0,46.0,45.0
54,41.0,41.0,45.0,38.0,44.0,44.0,41.0,42.0,43.0,43.0
55,44.0,42.0,46.0,42.0,45.0,44.0,42.0,43.0,44.0,44.0
56,43.0,43.0,45.0,43.0,45.0,45.0,43.0,44.0,45.0,44.0
57,42.0,42.0,45.0,39.0,44.0,43.0,42.0,42.0,43.0,43.0
58,44.0,42.0,46.0,43.0,45.0,45.0,43.0,44.0,44.0,44.0
59,44.0,44.0,45.0,44.0,45.0,44.0,43.0,44.0,45.0,44.0
60,40.0,41.0,44.0,39.0,40.0,44.0,41.0,41.0,40.0,39.0
61,42.0,38.0,45.0,41.0,41.0,45.0,39.0,40.0,41.0,40.0
62,43.0,38.0,41.0,41.0,45.0,42.0,39.0,41.0,45.0,44.0
63,44.0,43.0,43.0,41.0,43.0,42.0,43.0,43.0,43.0,43.0
64,44.0,43.0,41.0,39.0,42.0,44.0,44.0,44.0,42.0,41.0
65,46.0,43.0,41.0,39.0,42.0,44.0,44.0,44.0,42.0,41.0
