Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,38.0,36.0,36.0,38.0,38.0,37.0,37.0,37.0,36.0
1,38.0,36.0,38.0,38.0,38.0,37.0,39.0,39.0,39.0
2,40.0,36.0,41.0,41.0,41.0,41.0,38.0,39.0,39.0
3,37.0,37.0,36.0,39.0,38.0,37.0,36.0,36.0,37.0
4,41.0,39.0,39.0,37.0,38.0,37.0,38.0,38.0,43.0
5,42.0,40.0,42.0,41.0,41.0,41.0,38.0,38.0,43.0
6,38.0,38.0,37.0,38.0,38.0,36.0,37.0,37.0,36.0
7,42.0,38.0,38.0,37.0,39.0,38.0,38.0,38.0,44.0
8,40.0,41.0,42.0,38.0,38.0,41.0,39.0,39.0,39.0
9,38.0,35.0,36.0,38.0,36.0,38.0,36.0,37.0,39.0
10,38.0,38.0,41.0,38.0,37.0,36.0,36.0,37.0,38.0
11,40.0,35.0,41.0,41.0,41.0,40.0,38.0,39.0,40.0
12,37.0,37.0,35.0,37.0,37.0,37.0,35.0,36.0,38.0
13,42.0,37.0,40.0,40.0,39.0,36.0,35.0,36.0,37.0
14,39.0,37.0,40.0,43.0,43.0,39.0,39.0,39.0,39.0
15,37.0,38.0,36.0,38.0,38.0,35.0,36.0,36.0,36.0
16,43.0,37.0,37.0,40.0,40.0,37.0,36.0,36.0,38.0
17,38.0,37.0,38.0,40.0,39.0,40.0,40.0,40.0,40.0
18,36.0,37.0,37.0,38.0,37.0,37.0,36.0,36.0,36.0
19,42.0,39.0,39.0,36.0,37.0,40.0,37.0,37.0,42.0
20,42.0,40.0,42.0,40.0,40.0,41.0,42.0,42.0,42.0
21,37.0,38.0,36.0,38.0,37.0,36.0,37.0,37.0,37.0
22,43.0,38.0,38.0,36.0,38.0,41.0,38.0,38.0,43.0
23,40.0,41.0,41.0,41.0,40.0,41.0,43.0,43.0,43.0
24,38.0,35.0,35.0,39.0,35.0,38.0,38.0,38.0,38.0
25,38.0,37.0,40.0,37.0,37.0,36.0,36.0,36.0,38.0
26,40.0,40.0,40.0,41.0,41.0,40.0,39.0,39.0,41.0
27,37.0,37.0,34.0,38.0,37.0,37.0,37.0,37.0,37.0
28,41.0,38.0,39.0,39.0,38.0,40.0,35.0,35.0,37.0
29,39.0,42.0,39.0,44.0,43.0,39.0,38.0,38.0,42.0
30,36.0,38.0,35.0,39.0,38.0,35.0,35.0,35.0,37.0
31,42.0,39.0,36.0,39.0,39.0,41.0,35.0,36.0,37.0
32,38.0,40.0,39.0,45.0,42.0,40.0,39.0,39.0,43.0
33,38.0,38.0,37.0,38.0,38.0,36.0,37.0,36.0,36.0
34,42.0,38.0,37.0,35.0,39.0,38.0,38.0,38.0,39.0
35,40.0,38.0,39.0,38.0,39.0,38.0,38.0,38.0,38.0
36,38.0,36.0,36.0,39.0,36.0,38.0,39.0,39.0,39.0
37,39.0,38.0,38.0,38.0,38.0,37.0,36.0,37.0,39.0
38,40.0,41.0,41.0,38.0,37.0,37.0,40.0,40.0,40.0
39,37.0,38.0,35.0,38.0,37.0,37.0,38.0,38.0,38.0
40,42.0,39.0,37.0,40.0,39.0,37.0,35.0,36.0,38.0
41,39.0,43.0,40.0,41.0,39.0,36.0,39.0,39.0,43.0
42,37.0,39.0,35.0,39.0,38.0,35.0,36.0,36.0,38.0
43,43.0,40.0,37.0,37.0,40.0,38.0,35.0,37.0,38.0
44,39.0,40.0,37.0,42.0,40.0,37.0,39.0,39.0,44.0
45,38.0,34.0,37.0,37.0,35.0,37.0,35.0,35.0,37.0
46,38.0,37.0,38.0,38.0,36.0,36.0,41.0,41.0,37.0
47,41.0,34.0,38.0,34.0,35.0,35.0,37.0,37.0,39.0
48,38.0,35.0,36.0,36.0,36.0,36.0,35.0,35.0,38.0
49,40.0,39.0,41.0,42.0,38.0,37.0,40.0,40.0,36.0
50,40.0,35.0,37.0,38.0,37.0,37.0,40.0,40.0,40.0
51,38.0,36.0,35.0,37.0,37.0,37.0,35.0,35.0,37.0
52,40.0,40.0,39.0,43.0,39.0,38.0,37.0,37.0,37.0
53,38.0,36.0,36.0,39.0,38.0,38.0,41.0,41.0,39.0
54,37.0,34.0,35.0,35.0,35.0,35.0,34.0,34.0,37.0
55,39.0,38.0,40.0,41.0,37.0,39.0,39.0,39.0,35.0
56,39.0,35.0,36.0,37.0,36.0,37.0,39.0,39.0,39.0
57,37.0,35.0,34.0,36.0,36.0,36.0,35.0,35.0,38.0
58,40.0,39.0,38.0,42.0,38.0,40.0,36.0,36.0,36.0
59,37.0,36.0,35.0,38.0,38.0,38.0,40.0,40.0,40.0
60,35.0,36.0,34.0,37.0,36.0,33.0,34.0,34.0,36.0
61,40.0,37.0,35.0,37.0,39.0,39.0,36.0,36.0,36.0
62,37.0,36.0,34.0,37.0,38.0,37.0,37.0,37.0,39.0
63,35.0,37.0,37.0,37.0,37.0,36.0,35.0,35.0,35.0
64,42.0,38.0,38.0,35.0,37.0,40.0,36.0,36.0,41.0
65,41.0,40.0,41.0,39.0,40.0,41.0,41.0,41.0,41.0
66,36.0,38.0,36.0,37.0,37.0,35.0,36.0,36.0,36.0
67,43.0,38.0,37.0,35.0,37.0,41.0,37.0,37.0,42.0
68,39.0,41.0,40.0,40.0,40.0,41.0,42.0,42.0,42.0
69,37.0,35.0,34.0,38.0,35.0,37.0,37.0,37.0,37.0
70,38.0,36.0,39.0,36.0,36.0,35.0,35.0,35.0,37.0
71,39.0,40.0,40.0,40.0,40.0,39.0,38.0,38.0,40.0
72,36.0,37.0,33.0,37.0,37.0,36.0,36.0,36.0,36.0
73,40.0,38.0,38.0,38.0,38.0,40.0,34.0,34.0,36.0
74,38.0,42.0,39.0,43.0,42.0,38.0,37.0,37.0,41.0
75,35.0,38.0,34.0,38.0,38.0,34.0,34.0,34.0,36.0
76,41.0,39.0,36.0,38.0,39.0,41.0,34.0,35.0,36.0
77,38.0,41.0,39.0,44.0,41.0,39.0,38.0,38.0,42.0
78,37.0,38.0,37.0,37.0,37.0,35.0,36.0,35.0,35.0
79,41.0,38.0,37.0,34.0,38.0,37.0,37.0,37.0,39.0
80,39.0,41.0,40.0,37.0,38.0,37.0,39.0,39.0,38.0
81,37.0,36.0,35.0,38.0,35.0,37.0,38.0,38.0,38.0
82,38.0,37.0,38.0,37.0,37.0,36.0,35.0,36.0,38.0
83,39.0,41.0,41.0,37.0,36.0,36.0,39.0,39.0,39.0
84,36.0,38.0,34.0,37.0,37.0,36.0,37.0,37.0,37.0
85,41.0,39.0,37.0,39.0,38.0,37.0,34.0,35.0,37.0
86,38.0,43.0,40.0,40.0,38.0,35.0,38.0,38.0,42.0
87,36.0,39.0,35.0,38.0,38.0,34.0,35.0,35.0,37.0
88,42.0,40.0,37.0,36.0,39.0,38.0,34.0,36.0,37.0
89,39.0,42.0,40.0,41.0,39.0,36.0,39.0,39.0,43.0
90,37.0,34.0,37.0,36.0,34.0,37.0,34.0,34.0,36.0
91,38.0,37.0,37.0,37.0,36.0,35.0,40.0,40.0,36.0
92,40.0,36.0,40.0,37.0,35.0,35.0,36.0,36.0,39.0
93,37.0,35.0,36.0,35.0,35.0,36.0,34.0,34.0,37.0
94,39.0,39.0,40.0,41.0,37.0,36.0,39.0,39.0,35.0
95,39.0,38.0,39.0,37.0,37.0,37.0,39.0,39.0,39.0
96,37.0,36.0,35.0,36.0,36.0,37.0,34.0,34.0,36.0
97,39.0,40.0,38.0,42.0,38.0,37.0,36.0,36.0,36.0
98,38.0,39.0,38.0,38.0,38.0,38.0,40.0,40.0,38.0
