Scenario,Roll 0,Roll 1,Roll 2
0,44.0,44.0,42.0
1,43.0,43.0,43.0
2,45.0,45.0,43.0
3,43.0,43.0,41.0
4,43.0,43.0,42.0
5,44.0,44.0,42.0
6,44.0,44.0,41.0
7,44.0,44.0,42.0
8,44.0,44.0,43.0
9,44.0,44.0,42.0
10,45.0,45.0,44.0
11,46.0,46.0,43.0
12,44.0,44.0,42.0
13,45.0,45.0,43.0
14,45.0,45.0,44.0
15,43.0,43.0,41.0
16,45.0,45.0,42.0
17,45.0,45.0,43.0
18,47.0,47.0,42.0
19,47.0,47.0,43.0
20,43.0,43.0,46.0
21,47.0,47.0,42.0
22,47.0,47.0,43.0
23,44.0,44.0,46.0
24,44.0,44.0,42.0
25,45.0,45.0,44.0
26,45.0,45.0,43.0
27,48.0,48.0,42.0
28,49.0,49.0,47.0
29,45.0,45.0,46.0
30,47.0,47.0,41.0
31,49.0,49.0,43.0
32,45.0,45.0,42.0
33,43.0,43.0,42.0
34,43.0,43.0,43.0
35,44.0,44.0,43.0
36,45.0,45.0,42.0
37,45.0,45.0,44.0
38,45.0,45.0,44.0
39,44.0,44.0,42.0
40,45.0,45.0,43.0
41,46.0,46.0,44.0
42,44.0,44.0,42.0
43,45.0,45.0,43.0
44,46.0,46.0,43.0
45,46.0,46.0,42.0
46,45.0,45.0,44.0
47,47.0,47.0,43.0
48,45.0,45.0,48.0
49,46.0,46.0,46.0
50,46.0,46.0,45.0
51,45.0,45.0,44.0
52,46.0,46.0,44.0
53,46.0,46.0,43.0
54,49.0,49.0,48.0
55,49.0,49.0,46.0
56,46.0,46.0,47.0
57,49.0,49.0,45.0
58,49.0,49.0,44.0
59,46.0,46.0,47.0
60,45.0,45.0,41.0
61,46.0,46.0,43.0
62,46.0,46.0,43.0
63,47.0,47.0,42.0
64,47.0,47.0,43.0
65,43.0,43.0,46.0
66,48.0,48.0,43.0
67,48.0,48.0,44.0
68,44.0,44.0,47.0
69,47.0,47.0,42.0
70,47.0,47.0,43.0
71,44.0,44.0,46.0
72,48.0,48.0,42.0
73,49.0,49.0,47.0
74,48.0,48.0,46.0
75,47.0,47.0,42.0
76,49.0,49.0,43.0
77,48.0,48.0,46.0
78,48.0,48.0,43.0
79,48.0,48.0,44.0
80,44.0,44.0,47.0
81,47.0,47.0,42.0
82,47.0,47.0,43.0
83,45.0,45.0,46.0
84,49.0,49.0,43.0
85,50.0,50.0,48.0
86,48.0,48.0,47.0
87,48.0,48.0,42.0
88,50.0,50.0,44.0
89,48.0,48.0,46.0
90,45.0,45.0,42.0
91,44.0,44.0,43.0
92,46.0,46.0,43.0
93,49.0,49.0,48.0
94,49.0,49.0,47.0
95,45.0,45.0,47.0
96,47.0,47.0,44.0
97,49.0,49.0,43.0
98,45.0,45.0,43.0
99,49.0,49.0,48.0
100,50.0,50.0,47.0
101,50.0,50.0,47.0
102,49.0,49.0,45.0
103,50.0,50.0,47.0
104,50.0,50.0,47.0
105,47.0,47.0,41.0
106,49.0,49.0,43.0
107,46.0,46.0,43.0
108,44.0,44.0,39.0
109,44.0,44.0,40.0
110,42.0,42.0,43.0
111,43.0,43.0,39.0
112,43.0,43.0,43.0
113,44.0,44.0,44.0
114,45.0,45.0,42.0
115,46.0,46.0,44.0
116,44.0,44.0,43.0
117,44.0,44.0,38.0
118,46.0,46.0,40.0
119,44.0,44.0,43.0
120,44.0,44.0,43.0
121,44.0,44.0,43.0
122,43.0,43.0,44.0
123,45.0,45.0,49.0
124,45.0,45.0,47.0
125,45.0,45.0,44.0
126,43.0,43.0,45.0
127,45.0,45.0,44.0
128,45.0,45.0,44.0
129,50.0,50.0,49.0
130,50.0,50.0,47.0
131,46.0,46.0,48.0
132,50.0,50.0,46.0
133,50.0,50.0,45.0
134,46.0,46.0,48.0
135,46.0,46.0,42.0
136,47.0,47.0,41.0
137,46.0,46.0,44.0
138,43.0,43.0,42.0
139,43.0,43.0,44.0
140,42.0,42.0,44.0
141,43.0,43.0,48.0
142,45.0,45.0,47.0
143,45.0,45.0,45.0
144,43.0,43.0,44.0
145,45.0,45.0,44.0
146,44.0,44.0,43.0
147,50.0,50.0,48.0
148,49.0,49.0,50.0
149,45.0,45.0,49.0
150,50.0,50.0,48.0
151,49.0,49.0,50.0
152,45.0,45.0,49.0
153,46.0,46.0,44.0
154,46.0,46.0,46.0
155,45.0,45.0,45.0
156,49.0,49.0,48.0
157,51.0,51.0,50.0
158,51.0,51.0,49.0
159,50.0,50.0,48.0
160,51.0,51.0,50.0
161,51.0,51.0,49.0
162,50.0,50.0,45.0
163,51.0,51.0,47.0
164,51.0,51.0,48.0
165,46.0,46.0,41.0
166,47.0,47.0,43.0
167,47.0,47.0,44.0
