Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,52.0,51.0,57.0,55.0,55.0,51.0
1,50.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0,45.0,44.0,50.0,48.0,49.0,45.0
2,52.0,52.0,52.0,50.0,48.0,50.0,48.0,48.0,48.0,48.0,52.0,48.0,50.0,47.0
3,57.0,57.0,57.0,55.0,55.0,55.0,55.0,58.0,54.0,54.0,57.0,55.0,55.0,53.0
4,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,53.0,52.0,58.0,56.0,56.0,53.0
5,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,52.0,56.0,55.0
6,58.0,58.0,58.0,56.0,56.0,56.0,56.0,59.0,55.0,55.0,58.0,56.0,56.0,54.0
7,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,54.0,53.0,59.0,57.0,57.0,54.0
8,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,53.0,57.0,56.0
9,55.0,55.0,55.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,55.0,50.0,54.0,50.0
10,52.0,52.0,52.0,48.0,48.0,48.0,48.0,50.0,48.0,48.0,52.0,48.0,49.0,47.0
11,52.0,52.0,52.0,50.0,49.0,50.0,49.0,49.0,48.0,48.0,52.0,45.0,50.0,47.0
12,56.0,56.0,56.0,55.0,55.0,55.0,55.0,58.0,54.0,54.0,56.0,55.0,55.0,53.0
13,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,52.0,52.0,57.0,56.0,56.0,52.0
14,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,52.0,56.0,55.0
15,57.0,57.0,57.0,56.0,56.0,56.0,56.0,59.0,55.0,55.0,57.0,56.0,56.0,54.0
16,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,53.0,52.0,58.0,57.0,57.0,53.0
17,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,58.0,52.0,56.0,56.0
18,57.0,57.0,57.0,55.0,55.0,55.0,55.0,58.0,54.0,55.0,58.0,54.0,55.0,53.0
19,57.0,58.0,57.0,55.0,55.0,56.0,56.0,56.0,55.0,55.0,57.0,55.0,56.0,54.0
20,57.0,58.0,57.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,55.0,55.0
21,58.0,58.0,58.0,56.0,56.0,56.0,56.0,59.0,55.0,56.0,59.0,55.0,56.0,54.0
22,58.0,59.0,58.0,56.0,56.0,57.0,57.0,57.0,56.0,56.0,58.0,56.0,57.0,55.0
23,58.0,59.0,58.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,57.0,56.0,56.0
24,56.0,56.0,56.0,55.0,58.0,55.0,58.0,55.0,56.0,56.0,56.0,55.0,55.0,55.0
25,57.0,57.0,57.0,55.0,56.0,55.0,56.0,55.0,56.0,56.0,57.0,52.0,55.0,55.0
26,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,52.0,56.0,55.0
27,57.0,56.0,57.0,55.0,57.0,55.0,57.0,58.0,55.0,55.0,57.0,54.0,55.0,54.0
28,58.0,58.0,58.0,57.0,59.0,57.0,59.0,59.0,55.0,57.0,58.0,56.0,57.0,54.0
29,58.0,58.0,58.0,56.0,59.0,56.0,59.0,59.0,57.0,57.0,58.0,56.0,56.0,56.0
30,57.0,57.0,58.0,56.0,58.0,56.0,58.0,59.0,55.0,55.0,57.0,55.0,56.0,54.0
31,58.0,58.0,59.0,58.0,60.0,58.0,60.0,60.0,56.0,56.0,58.0,56.0,58.0,55.0
32,58.0,58.0,58.0,57.0,60.0,57.0,60.0,60.0,58.0,58.0,58.0,57.0,57.0,57.0
33,58.0,58.0,58.0,56.0,56.0,56.0,56.0,60.0,55.0,55.0,58.0,55.0,56.0,54.0
34,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,56.0
35,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,58.0,57.0,56.0,56.0
36,57.0,57.0,57.0,56.0,59.0,56.0,59.0,56.0,57.0,57.0,57.0,56.0,56.0,56.0
37,58.0,58.0,58.0,56.0,57.0,56.0,57.0,56.0,57.0,57.0,58.0,53.0,56.0,56.0
38,59.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,53.0,57.0,56.0
39,58.0,57.0,57.0,56.0,58.0,56.0,58.0,59.0,56.0,56.0,58.0,55.0,56.0,55.0
40,59.0,59.0,59.0,58.0,60.0,58.0,60.0,60.0,56.0,58.0,59.0,57.0,58.0,55.0
41,59.0,59.0,59.0,57.0,60.0,57.0,60.0,60.0,58.0,58.0,59.0,57.0,57.0,57.0
42,57.0,58.0,58.0,57.0,59.0,57.0,59.0,60.0,56.0,56.0,57.0,55.0,57.0,55.0
43,59.0,59.0,60.0,59.0,61.0,59.0,61.0,61.0,57.0,57.0,59.0,57.0,59.0,56.0
44,59.0,59.0,59.0,58.0,61.0,58.0,61.0,61.0,59.0,59.0,59.0,58.0,58.0,58.0
45,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,51.0,51.0,56.0,50.0,54.0,50.0
46,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,48.0,50.0,52.0,50.0,50.0,47.0
47,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,48.0,48.0,52.0,46.0,50.0,47.0
48,57.0,57.0,57.0,55.0,58.0,55.0,58.0,55.0,56.0,56.0,57.0,55.0,55.0,55.0
49,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,56.0,56.0,55.0
50,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,52.0,56.0,55.0
51,57.0,57.0,57.0,56.0,59.0,56.0,59.0,56.0,57.0,57.0,57.0,51.0,56.0,56.0
52,58.0,58.0,58.0,56.0,57.0,56.0,57.0,56.0,57.0,57.0,58.0,53.0,56.0,56.0
53,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,58.0,52.0,56.0,56.0
54,56.0,56.0,56.0,55.0,57.0,55.0,57.0,55.0,55.0,55.0,56.0,54.0,55.0,54.0
55,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,55.0,54.0
56,57.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,57.0,55.0,55.0,54.0
57,57.0,57.0,57.0,56.0,58.0,56.0,58.0,56.0,56.0,56.0,57.0,54.0,56.0,55.0
58,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,55.0
59,58.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,58.0,56.0,56.0,55.0
60,57.0,57.0,57.0,57.0,59.0,57.0,59.0,57.0,52.0,52.0,57.0,55.0,57.0,51.0
61,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,52.0,52.0,57.0,57.0,57.0,51.0
62,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,53.0,52.0,58.0,57.0,57.0,52.0
63,57.0,56.0,56.0,55.0,55.0,54.0,54.0,57.0,53.0,54.0,57.0,54.0,54.0,52.0
64,58.0,57.0,57.0,56.0,56.0,55.0,55.0,55.0,54.0,56.0,58.0,55.0,55.0,53.0
65,58.0,57.0,57.0,56.0,56.0,55.0,55.0,55.0,55.0,56.0,58.0,55.0,55.0,54.0
66,58.0,57.0,57.0,56.0,56.0,55.0,55.0,58.0,54.0,55.0,58.0,55.0,55.0,53.0
67,59.0,58.0,58.0,57.0,57.0,56.0,56.0,56.0,55.0,57.0,59.0,56.0,56.0,54.0
68,59.0,58.0,58.0,57.0,57.0,56.0,56.0,56.0,56.0,57.0,59.0,56.0,56.0,55.0
69,57.0,56.0,56.0,55.0,57.0,55.0,58.0,55.0,55.0,55.0,57.0,54.0,54.0,54.0
70,56.0,57.0,58.0,54.0,55.0,55.0,56.0,55.0,55.0,55.0,57.0,52.0,56.0,54.0
71,57.0,58.0,57.0,55.0,55.0,56.0,56.0,56.0,55.0,55.0,57.0,51.0,55.0,54.0
72,56.0,56.0,56.0,54.0,56.0,55.0,57.0,57.0,54.0,54.0,57.0,54.0,54.0,53.0
73,59.0,58.0,58.0,57.0,58.0,57.0,59.0,59.0,54.0,56.0,58.0,56.0,56.0,53.0
74,58.0,58.0,58.0,56.0,58.0,56.0,59.0,59.0,56.0,57.0,59.0,56.0,56.0,55.0
75,57.0,56.0,57.0,55.0,57.0,56.0,58.0,58.0,54.0,54.0,57.0,54.0,55.0,53.0
76,58.0,58.0,59.0,57.0,59.0,58.0,60.0,60.0,55.0,55.0,58.0,55.0,57.0,54.0
77,58.0,58.0,59.0,56.0,59.0,57.0,60.0,60.0,57.0,57.0,58.0,56.0,57.0,56.0
78,59.0,58.0,58.0,57.0,57.0,56.0,56.0,59.0,54.0,56.0,58.0,56.0,56.0,53.0
79,58.0,57.0,59.0,58.0,58.0,57.0,57.0,57.0,56.0,58.0,58.0,57.0,57.0,55.0
80,58.0,58.0,59.0,57.0,57.0,56.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,55.0
81,58.0,57.0,57.0,56.0,58.0,56.0,59.0,56.0,56.0,56.0,58.0,55.0,55.0,55.0
82,57.0,58.0,59.0,55.0,56.0,56.0,57.0,56.0,56.0,56.0,58.0,53.0,57.0,55.0
83,58.0,59.0,58.0,56.0,56.0,57.0,57.0,57.0,56.0,56.0,58.0,52.0,56.0,55.0
84,57.0,57.0,57.0,55.0,57.0,56.0,58.0,58.0,55.0,55.0,58.0,55.0,55.0,54.0
85,60.0,59.0,59.0,58.0,59.0,58.0,60.0,60.0,55.0,57.0,59.0,57.0,57.0,54.0
86,59.0,59.0,59.0,57.0,59.0,57.0,60.0,60.0,57.0,58.0,60.0,57.0,57.0,56.0
87,58.0,57.0,58.0,56.0,58.0,57.0,59.0,59.0,55.0,55.0,58.0,54.0,56.0,54.0
88,59.0,59.0,60.0,58.0,60.0,59.0,61.0,61.0,56.0,56.0,59.0,56.0,58.0,55.0
89,59.0,59.0,60.0,57.0,60.0,58.0,61.0,61.0,58.0,58.0,59.0,57.0,58.0,57.0
90,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,51.0,54.0,53.0
91,52.0,52.0,51.0,51.0,51.0,50.0,50.0,50.0,53.0,52.0,52.0,52.0,49.0,52.0
92,55.0,55.0,51.0,53.0,50.0,53.0,50.0,50.0,56.0,56.0,56.0,52.0,49.0,55.0
93,57.0,57.0,56.0,55.0,57.0,55.0,58.0,55.0,55.0,55.0,57.0,54.0,54.0,54.0
94,57.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,55.0,58.0,58.0,57.0,56.0,54.0
