Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,43.0,43.0,50.0,50.0,47.0,49.0,49.0,47.0,49.0,43.0,46.0,43.0,48.0,49.0
1,49.0,49.0,51.0,53.0,45.0,50.0,50.0,45.0,53.0,49.0,48.0,49.0,44.0,52.0
2,49.0,49.0,56.0,56.0,46.0,52.0,52.0,50.0,54.0,49.0,51.0,49.0,49.0,55.0
3,46.0,46.0,53.0,53.0,47.0,52.0,52.0,47.0,52.0,46.0,50.0,46.0,48.0,52.0
4,49.0,49.0,55.0,55.0,46.0,51.0,51.0,49.0,54.0,49.0,51.0,49.0,48.0,54.0
5,49.0,49.0,56.0,56.0,46.0,54.0,54.0,53.0,54.0,49.0,53.0,49.0,49.0,55.0
6,45.0,45.0,52.0,52.0,48.0,51.0,51.0,48.0,51.0,45.0,49.0,45.0,49.0,51.0
7,50.0,50.0,56.0,56.0,46.0,51.0,51.0,50.0,54.0,50.0,51.0,50.0,49.0,55.0
8,45.0,45.0,52.0,54.0,46.0,54.0,54.0,54.0,54.0,45.0,54.0,45.0,50.0,53.0
9,50.0,50.0,50.0,50.0,47.0,48.0,49.0,47.0,50.0,49.0,46.0,49.0,47.0,49.0
10,55.0,55.0,52.0,54.0,45.0,53.0,53.0,46.0,53.0,54.0,49.0,54.0,45.0,53.0
11,53.0,53.0,55.0,55.0,48.0,52.0,52.0,49.0,55.0,52.0,52.0,52.0,48.0,54.0
12,49.0,49.0,49.0,49.0,49.0,47.0,48.0,46.0,49.0,48.0,46.0,48.0,48.0,48.0
13,54.0,54.0,51.0,53.0,51.0,52.0,52.0,45.0,52.0,53.0,51.0,53.0,50.0,52.0
14,52.0,52.0,54.0,54.0,54.0,51.0,51.0,48.0,54.0,51.0,52.0,51.0,53.0,53.0
15,43.0,43.0,49.0,49.0,50.0,48.0,49.0,47.0,50.0,42.0,47.0,42.0,49.0,48.0
16,49.0,49.0,50.0,51.0,52.0,50.0,51.0,46.0,52.0,48.0,52.0,48.0,51.0,50.0
17,46.0,46.0,51.0,53.0,55.0,51.0,52.0,48.0,55.0,45.0,51.0,45.0,54.0,52.0
18,46.0,46.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,46.0,52.0,46.0,52.0,52.0
19,53.0,53.0,54.0,54.0,50.0,53.0,54.0,49.0,58.0,53.0,53.0,53.0,48.0,53.0
20,48.0,48.0,55.0,55.0,50.0,54.0,54.0,54.0,58.0,48.0,57.0,48.0,53.0,54.0
21,47.0,47.0,54.0,54.0,52.0,52.0,53.0,52.0,54.0,47.0,53.0,47.0,53.0,53.0
22,54.0,54.0,55.0,55.0,50.0,54.0,55.0,50.0,58.0,54.0,53.0,54.0,49.0,54.0
23,49.0,49.0,56.0,56.0,51.0,55.0,55.0,55.0,59.0,49.0,58.0,49.0,54.0,55.0
24,54.0,54.0,53.0,53.0,46.0,52.0,53.0,49.0,53.0,53.0,50.0,53.0,47.0,52.0
25,54.0,54.0,54.0,54.0,47.0,53.0,53.0,50.0,54.0,53.0,50.0,53.0,47.0,53.0
26,53.0,53.0,54.0,54.0,47.0,53.0,55.0,52.0,54.0,52.0,54.0,52.0,47.0,53.0
27,53.0,53.0,52.0,52.0,51.0,51.0,52.0,48.0,52.0,52.0,50.0,52.0,52.0,51.0
28,53.0,53.0,53.0,53.0,53.0,52.0,52.0,49.0,53.0,52.0,53.0,52.0,50.0,52.0
29,52.0,52.0,53.0,53.0,53.0,52.0,54.0,51.0,53.0,51.0,54.0,51.0,52.0,52.0
30,47.0,47.0,53.0,53.0,52.0,52.0,53.0,48.0,52.0,46.0,51.0,46.0,53.0,52.0
31,48.0,48.0,50.0,51.0,54.0,50.0,51.0,49.0,54.0,47.0,54.0,47.0,51.0,49.0
32,47.0,47.0,54.0,54.0,54.0,53.0,55.0,52.0,54.0,47.0,50.0,47.0,53.0,53.0
33,46.0,46.0,53.0,53.0,51.0,52.0,52.0,50.0,52.0,46.0,48.0,46.0,52.0,52.0
34,52.0,52.0,54.0,54.0,46.0,54.0,55.0,51.0,54.0,52.0,54.0,52.0,49.0,53.0
35,49.0,49.0,56.0,56.0,51.0,54.0,54.0,54.0,53.0,49.0,52.0,49.0,52.0,55.0
36,52.0,52.0,52.0,52.0,47.0,51.0,51.0,49.0,51.0,51.0,49.0,51.0,47.0,51.0
37,55.0,55.0,55.0,55.0,48.0,53.0,53.0,51.0,55.0,54.0,51.0,54.0,48.0,54.0
38,53.0,53.0,52.0,52.0,47.0,54.0,56.0,52.0,53.0,52.0,55.0,52.0,48.0,51.0
39,51.0,51.0,52.0,52.0,49.0,51.0,51.0,48.0,52.0,50.0,49.0,50.0,50.0,51.0
40,54.0,54.0,54.0,54.0,54.0,52.0,52.0,50.0,54.0,53.0,54.0,53.0,51.0,53.0
41,52.0,52.0,54.0,54.0,51.0,53.0,55.0,51.0,53.0,51.0,55.0,51.0,53.0,53.0
42,45.0,45.0,52.0,52.0,50.0,51.0,51.0,48.0,52.0,45.0,48.0,45.0,51.0,51.0
43,49.0,49.0,51.0,52.0,55.0,51.0,52.0,49.0,55.0,48.0,55.0,48.0,52.0,50.0
44,48.0,48.0,55.0,55.0,52.0,54.0,56.0,52.0,53.0,48.0,50.0,48.0,54.0,54.0
45,49.0,49.0,48.0,50.0,46.0,47.0,48.0,47.0,48.0,48.0,48.0,48.0,47.0,47.0
46,53.0,53.0,51.0,52.0,46.0,53.0,55.0,47.0,52.0,52.0,49.0,52.0,46.0,51.0
47,53.0,53.0,54.0,54.0,47.0,52.0,52.0,48.0,54.0,52.0,52.0,52.0,47.0,53.0
48,48.0,48.0,48.0,49.0,47.0,47.0,47.0,49.0,48.0,49.0,48.0,47.0,48.0,47.0
49,54.0,53.0,53.0,53.0,51.0,54.0,54.0,47.0,52.0,53.0,51.0,52.0,51.0,52.0
50,52.0,52.0,54.0,54.0,53.0,51.0,51.0,48.0,54.0,51.0,52.0,51.0,52.0,53.0
51,49.0,49.0,48.0,49.0,48.0,48.0,48.0,49.0,48.0,48.0,48.0,48.0,49.0,47.0
52,53.0,53.0,54.0,54.0,52.0,53.0,55.0,48.0,52.0,52.0,52.0,52.0,52.0,53.0
53,51.0,51.0,52.0,54.0,54.0,52.0,52.0,48.0,54.0,50.0,52.0,50.0,52.0,52.0
54,47.0,47.0,47.0,48.0,47.0,46.0,46.0,48.0,47.0,48.0,47.0,46.0,47.0,46.0
55,53.0,52.0,52.0,52.0,51.0,53.0,53.0,46.0,51.0,52.0,51.0,52.0,50.0,51.0
56,51.0,51.0,53.0,53.0,53.0,50.0,50.0,47.0,53.0,50.0,51.0,50.0,51.0,52.0
57,48.0,48.0,47.0,48.0,48.0,47.0,47.0,48.0,48.0,47.0,48.0,47.0,48.0,46.0
58,54.0,53.0,53.0,53.0,52.0,54.0,54.0,47.0,52.0,53.0,52.0,53.0,51.0,52.0
59,50.0,50.0,51.0,53.0,54.0,51.0,51.0,47.0,54.0,49.0,52.0,49.0,52.0,51.0
60,43.0,42.0,47.0,48.0,47.0,47.0,48.0,47.0,47.0,42.0,48.0,41.0,48.0,47.0
61,49.0,48.0,49.0,49.0,53.0,49.0,50.0,46.0,53.0,48.0,53.0,48.0,49.0,48.0
62,45.0,44.0,49.0,50.0,52.0,49.0,50.0,47.0,52.0,44.0,48.0,44.0,52.0,49.0
63,46.0,46.0,53.0,53.0,51.0,51.0,52.0,51.0,52.0,46.0,51.0,46.0,52.0,52.0
64,53.0,53.0,54.0,54.0,49.0,53.0,54.0,52.0,57.0,53.0,56.0,53.0,48.0,53.0
65,52.0,52.0,59.0,59.0,49.0,57.0,57.0,56.0,57.0,52.0,56.0,52.0,53.0,58.0
66,47.0,47.0,54.0,54.0,52.0,52.0,53.0,52.0,53.0,47.0,52.0,47.0,53.0,53.0
67,54.0,54.0,55.0,55.0,50.0,54.0,55.0,53.0,58.0,54.0,57.0,54.0,49.0,54.0
