Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,50.0,54.0,49.0,49.0
1,52.0,49.0,50.0,50.0
2,53.0,49.0,54.0,54.0
3,51.0,58.0,53.0,53.0
4,56.0,54.0,53.0,53.0
5,56.0,54.0,53.0,53.0
6,51.0,57.0,49.0,49.0
7,57.0,53.0,50.0,50.0
8,52.0,53.0,54.0,54.0
9,55.0,53.0,56.0,55.0
10,57.0,49.0,58.0,58.0
11,57.0,49.0,55.0,55.0
12,54.0,57.0,55.0,54.0
13,56.0,54.0,57.0,57.0
14,56.0,54.0,54.0,54.0
15,50.0,51.0,48.0,48.0
16,56.0,46.0,49.0,49.0
17,51.0,46.0,53.0,53.0
18,50.0,59.0,53.0,53.0
19,57.0,55.0,53.0,53.0
20,56.0,55.0,56.0,56.0
21,50.0,57.0,52.0,52.0
22,57.0,55.0,53.0,53.0
23,52.0,55.0,57.0,57.0
24,56.0,54.0,59.0,59.0
25,58.0,52.0,58.0,58.0
26,58.0,51.0,57.0,57.0
27,55.0,58.0,58.0,58.0
28,57.0,57.0,57.0,57.0
29,57.0,56.0,56.0,56.0
30,49.0,52.0,51.0,51.0
31,56.0,50.0,52.0,52.0
32,55.0,48.0,52.0,52.0
33,51.0,54.0,49.0,49.0
34,53.0,55.0,50.0,50.0
35,52.0,55.0,52.0,52.0
36,55.0,55.0,58.0,55.0
37,59.0,52.0,55.0,58.0
38,54.0,51.0,58.0,58.0
39,54.0,57.0,57.0,54.0
40,58.0,57.0,54.0,57.0
41,53.0,56.0,57.0,57.0
42,50.0,53.0,48.0,48.0
43,53.0,50.0,49.0,49.0
44,51.0,48.0,51.0,51.0
45,54.0,52.0,53.0,53.0
46,53.0,51.0,53.0,53.0
47,56.0,52.0,54.0,54.0
48,54.0,53.0,55.0,54.0
49,57.0,52.0,57.0,57.0
50,55.0,53.0,54.0,54.0
51,55.0,52.0,56.0,53.0
52,58.0,51.0,58.0,58.0
53,56.0,52.0,54.0,54.0
54,53.0,52.0,54.0,53.0
55,56.0,51.0,56.0,56.0
56,54.0,52.0,53.0,53.0
57,54.0,51.0,55.0,52.0
58,57.0,50.0,57.0,57.0
59,55.0,51.0,53.0,53.0
60,49.0,47.0,47.0,47.0
61,52.0,44.0,47.0,47.0
62,49.0,44.0,48.0,48.0
63,50.0,59.0,52.0,52.0
64,57.0,58.0,52.0,52.0
65,56.0,58.0,55.0,55.0
66,49.0,57.0,51.0,51.0
67,56.0,58.0,52.0,52.0
68,52.0,58.0,56.0,56.0
69,56.0,57.0,59.0,59.0
70,59.0,55.0,58.0,58.0
71,58.0,55.0,59.0,59.0
