Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,59,36,13,6,6,-4,1
0,1,60,36,13,7,6,-4,1
0,2,57,35,12,7,6,-4,1
0,3,58,34,13,7,6,-4,1
0,4,60,35,14,7,6,-3,1
0,5,57,36,11,7,6,-4,1
0,6,57,33,13,7,7,-4,1
0,7,56,33,13,8,6,-4,1
