Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,39.0,35.0,35.0,37.0,40.0,40.0
1,42.0,40.0,35.0,38.0,39.0,39.0
2,41.0,37.0,37.0,39.0,42.0,42.0
3,39.0,35.0,35.0,37.0,41.0,41.0
4,42.0,39.0,39.0,39.0,41.0,41.0
5,41.0,37.0,37.0,39.0,42.0,42.0
6,39.0,35.0,35.0,37.0,40.0,40.0
7,42.0,40.0,37.0,39.0,42.0,42.0
8,41.0,37.0,37.0,39.0,42.0,42.0
9,43.0,41.0,42.0,41.0,42.0,42.0
10,46.0,45.0,42.0,44.0,42.0,42.0
11,46.0,43.0,42.0,45.0,42.0,42.0
12,42.0,41.0,41.0,40.0,41.0,41.0
13,45.0,44.0,41.0,43.0,43.0,43.0
14,45.0,43.0,41.0,44.0,44.0,44.0
15,40.0,37.0,36.0,38.0,41.0,41.0
16,43.0,42.0,39.0,39.0,44.0,44.0
17,42.0,40.0,40.0,40.0,45.0,45.0
18,39.0,35.0,35.0,37.0,42.0,42.0
19,42.0,39.0,38.0,39.0,42.0,42.0
20,41.0,37.0,38.0,39.0,42.0,42.0
21,38.0,35.0,35.0,37.0,42.0,42.0
22,42.0,39.0,39.0,39.0,41.0,41.0
23,41.0,37.0,37.0,39.0,42.0,42.0
24,44.0,40.0,42.0,42.0,42.0,42.0
25,45.0,44.0,44.0,45.0,44.0,44.0
26,46.0,42.0,42.0,45.0,44.0,44.0
27,43.0,40.0,41.0,41.0,42.0,42.0
28,44.0,44.0,43.0,44.0,44.0,44.0
29,45.0,42.0,41.0,44.0,44.0,44.0
30,40.0,36.0,36.0,38.0,43.0,43.0
31,42.0,41.0,40.0,40.0,45.0,45.0
32,42.0,39.0,40.0,40.0,45.0,45.0
33,38.0,35.0,34.0,36.0,38.0,38.0
34,39.0,37.0,35.0,38.0,39.0,39.0
35,40.0,37.0,36.0,39.0,39.0,39.0
36,42.0,41.0,42.0,41.0,41.0,41.0
37,46.0,42.0,42.0,44.0,41.0,41.0
38,46.0,43.0,42.0,43.0,40.0,40.0
39,41.0,41.0,41.0,40.0,40.0,40.0
40,45.0,41.0,41.0,43.0,43.0,43.0
41,45.0,43.0,41.0,42.0,42.0,42.0
42,40.0,37.0,36.0,38.0,41.0,41.0
43,40.0,39.0,39.0,39.0,44.0,44.0
44,42.0,40.0,40.0,39.0,43.0,43.0
45,42.0,43.0,43.0,43.0,43.0,43.0
46,47.0,44.0,43.0,45.0,40.0,40.0
47,45.0,44.0,43.0,45.0,42.0,42.0
48,43.0,43.0,42.0,42.0,43.0,43.0
49,48.0,44.0,44.0,45.0,44.0,44.0
50,45.0,44.0,44.0,44.0,44.0,44.0
51,43.0,41.0,43.0,41.0,43.0,43.0
52,47.0,44.0,43.0,45.0,45.0,45.0
53,45.0,45.0,43.0,44.0,45.0,45.0
54,42.0,42.0,41.0,41.0,42.0,42.0
55,47.0,43.0,43.0,44.0,43.0,43.0
56,44.0,43.0,43.0,43.0,43.0,43.0
57,42.0,41.0,42.0,40.0,42.0,42.0
58,46.0,43.0,42.0,44.0,44.0,44.0
59,45.0,44.0,42.0,43.0,44.0,44.0
60,40.0,37.0,37.0,39.0,41.0,41.0
61,41.0,41.0,40.0,40.0,44.0,44.0
62,43.0,42.0,41.0,40.0,44.0,44.0
63,38.0,34.0,34.0,36.0,42.0,42.0
64,41.0,38.0,37.0,38.0,41.0,41.0
65,40.0,36.0,37.0,39.0,41.0,41.0
66,38.0,34.0,34.0,37.0,42.0,42.0
67,41.0,38.0,38.0,39.0,42.0,42.0
68,41.0,36.0,36.0,39.0,42.0,42.0
69,44.0,39.0,41.0,41.0,43.0,43.0
70,45.0,43.0,45.0,45.0,45.0,45.0
71,46.0,41.0,41.0,44.0,44.0,44.0
72,43.0,39.0,40.0,40.0,42.0,42.0
73,44.0,43.0,44.0,44.0,44.0,44.0
74,45.0,41.0,40.0,43.0,44.0,44.0
75,40.0,35.0,35.0,38.0,43.0,43.0
76,41.0,40.0,39.0,40.0,45.0,45.0
77,42.0,39.0,39.0,39.0,45.0,45.0
78,38.0,34.0,33.0,37.0,38.0,38.0
79,39.0,39.0,37.0,39.0,39.0,39.0
80,40.0,36.0,35.0,38.0,40.0,40.0
81,42.0,40.0,41.0,40.0,42.0,42.0
82,45.0,44.0,44.0,45.0,40.0,40.0
83,45.0,42.0,41.0,43.0,42.0,42.0
84,41.0,40.0,40.0,39.0,42.0,42.0
85,44.0,44.0,43.0,44.0,44.0,44.0
86,44.0,42.0,40.0,42.0,43.0,43.0
87,40.0,36.0,35.0,38.0,43.0,43.0
88,40.0,41.0,40.0,40.0,45.0,45.0
89,42.0,39.0,39.0,39.0,44.0,44.0
90,44.0,43.0,42.0,42.0,44.0,44.0
91,46.0,47.0,47.0,46.0,40.0,40.0
92,46.0,45.0,42.0,44.0,44.0,44.0
93,43.0,43.0,42.0,41.0,43.0,43.0
94,47.0,47.0,48.0,46.0,45.0,45.0
95,45.0,45.0,44.0,44.0,45.0,45.0
96,42.0,41.0,42.0,40.0,44.0,44.0
97,46.0,46.0,47.0,46.0,46.0,46.0
98,44.0,44.0,45.0,44.0,46.0,46.0
99,42.0,42.0,41.0,40.0,42.0,42.0
100,46.0,46.0,47.0,45.0,44.0,44.0
101,44.0,44.0,43.0,43.0,44.0,44.0
102,41.0,40.0,41.0,39.0,43.0,43.0
103,45.0,45.0,46.0,45.0,45.0,45.0
104,44.0,43.0,44.0,43.0,45.0,45.0
105,39.0,37.0,36.0,39.0,44.0,44.0
106,40.0,42.0,41.0,41.0,45.0,45.0
107,42.0,41.0,40.0,39.0,46.0,46.0
108,34.0,33.0,32.0,35.0,36.0,36.0
109,35.0,34.0,32.0,36.0,35.0,35.0
110,36.0,31.0,30.0,37.0,36.0,36.0
111,39.0,38.0,36.0,39.0,39.0,39.0
112,41.0,39.0,39.0,40.0,36.0,36.0
113,41.0,37.0,36.0,40.0,38.0,38.0
114,38.0,37.0,35.0,38.0,38.0,38.0
115,40.0,39.0,38.0,39.0,39.0,39.0
116,40.0,37.0,37.0,40.0,40.0,40.0
117,36.0,35.0,34.0,37.0,39.0,39.0
118,36.0,37.0,35.0,38.0,40.0,40.0
119,38.0,36.0,36.0,38.0,41.0,41.0
120,41.0,43.0,39.0,41.0,41.0,41.0
121,42.0,44.0,42.0,41.0,38.0,38.0
122,42.0,41.0,41.0,43.0,40.0,40.0
123,42.0,43.0,42.0,41.0,41.0,41.0
124,43.0,44.0,43.0,41.0,40.0,40.0
125,42.0,41.0,42.0,43.0,42.0,42.0
126,41.0,41.0,39.0,39.0,42.0,42.0
127,42.0,42.0,42.0,41.0,41.0,41.0
128,43.0,40.0,41.0,44.0,43.0,43.0
129,41.0,42.0,41.0,41.0,40.0,40.0
130,42.0,43.0,42.0,41.0,40.0,40.0
131,41.0,40.0,41.0,42.0,42.0,42.0
132,40.0,40.0,38.0,39.0,41.0,41.0
133,41.0,41.0,41.0,40.0,41.0,41.0
134,42.0,39.0,40.0,43.0,43.0,43.0
135,35.0,37.0,35.0,39.0,40.0,40.0
136,36.0,38.0,36.0,39.0,40.0,40.0
137,38.0,39.0,39.0,40.0,44.0,44.0
138,43.0,44.0,41.0,43.0,43.0,43.0
139,43.0,46.0,41.0,45.0,40.0,40.0
140,45.0,41.0,42.0,45.0,39.0,39.0
141,43.0,45.0,45.0,47.0,43.0,43.0
142,43.0,47.0,46.0,47.0,43.0,43.0
143,45.0,45.0,43.0,47.0,44.0,44.0
144,41.0,44.0,46.0,41.0,43.0,43.0
145,42.0,46.0,47.0,43.0,44.0,44.0
146,43.0,46.0,44.0,45.0,45.0,45.0
147,42.0,45.0,46.0,47.0,43.0,43.0
148,42.0,47.0,47.0,47.0,43.0,43.0
149,44.0,45.0,44.0,47.0,44.0,44.0
150,42.0,44.0,45.0,42.0,44.0,44.0
151,43.0,46.0,46.0,44.0,44.0,44.0
152,43.0,46.0,45.0,45.0,45.0,45.0
153,41.0,41.0,42.0,41.0,43.0,43.0
154,42.0,43.0,42.0,41.0,44.0,44.0
155,43.0,44.0,46.0,45.0,45.0,45.0
156,41.0,44.0,45.0,46.0,42.0,42.0
157,41.0,46.0,46.0,46.0,43.0,43.0
158,43.0,44.0,43.0,46.0,43.0,43.0
159,41.0,43.0,44.0,42.0,43.0,43.0
160,42.0,45.0,45.0,43.0,44.0,44.0
161,42.0,45.0,44.0,44.0,44.0,44.0
162,40.0,40.0,41.0,40.0,42.0,42.0
163,41.0,42.0,41.0,40.0,43.0,43.0
164,42.0,43.0,45.0,44.0,44.0,44.0
165,36.0,37.0,36.0,40.0,39.0,39.0
166,36.0,39.0,36.0,38.0,40.0,40.0
167,40.0,41.0,40.0,40.0,44.0,44.0
