Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,35.0,33.0,35.0,35.0,35.0,35.0,36.0,36.0,34.0,34.0,35.0
1,36.0,34.0,36.0,35.0,35.0,36.0,37.0,36.0,35.0,33.0,36.0
2,36.0,34.0,36.0,35.0,35.0,36.0,37.0,36.0,35.0,33.0,36.0
3,35.0,33.0,35.0,35.0,34.0,35.0,37.0,36.0,35.0,34.0,35.0
4,36.0,34.0,36.0,36.0,35.0,35.0,38.0,36.0,36.0,35.0,36.0
5,36.0,34.0,36.0,36.0,35.0,35.0,38.0,36.0,36.0,35.0,36.0
6,36.0,32.0,36.0,36.0,35.0,35.0,36.0,37.0,34.0,35.0,36.0
7,37.0,34.0,37.0,37.0,36.0,35.0,37.0,37.0,35.0,36.0,37.0
8,37.0,33.0,37.0,37.0,36.0,35.0,37.0,37.0,35.0,36.0,37.0
9,35.0,33.0,35.0,35.0,34.0,33.0,37.0,35.0,33.0,34.0,35.0
10,35.0,33.0,34.0,35.0,36.0,34.0,36.0,35.0,35.0,33.0,36.0
11,35.0,34.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,33.0,35.0
12,35.0,33.0,35.0,35.0,34.0,32.0,37.0,35.0,33.0,34.0,35.0
13,35.0,33.0,34.0,35.0,36.0,34.0,36.0,35.0,35.0,33.0,36.0
14,35.0,34.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,33.0,35.0
15,35.0,33.0,35.0,35.0,34.0,33.0,37.0,35.0,33.0,34.0,35.0
16,35.0,34.0,34.0,35.0,36.0,35.0,36.0,35.0,35.0,33.0,36.0
17,35.0,34.0,35.0,35.0,35.0,34.0,36.0,35.0,35.0,33.0,35.0
18,35.0,32.0,35.0,36.0,33.0,34.0,36.0,35.0,34.0,33.0,35.0
19,35.0,33.0,35.0,37.0,34.0,35.0,37.0,35.0,35.0,34.0,36.0
20,35.0,33.0,35.0,37.0,34.0,35.0,37.0,36.0,35.0,34.0,36.0
21,36.0,33.0,36.0,35.0,34.0,35.0,35.0,36.0,34.0,34.0,36.0
22,36.0,34.0,36.0,36.0,35.0,36.0,36.0,36.0,35.0,35.0,37.0
23,36.0,34.0,36.0,36.0,35.0,36.0,36.0,37.0,35.0,35.0,37.0
24,34.0,32.0,34.0,36.0,33.0,34.0,36.0,34.0,34.0,33.0,35.0
25,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,33.0,36.0
26,35.0,33.0,35.0,35.0,34.0,33.0,37.0,35.0,35.0,33.0,36.0
27,34.0,32.0,34.0,36.0,33.0,34.0,36.0,34.0,33.0,33.0,35.0
