Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,56.0,56.0,57.0,56.0,53.0,57.0,54.0,54.0,54.0,57.0
1,54.0,54.0,54.0,58.0,51.0,54.0,51.0,56.0,51.0,54.0
2,54.0,54.0,54.0,54.0,51.0,55.0,51.0,56.0,51.0,56.0
3,57.0,57.0,58.0,57.0,57.0,58.0,55.0,58.0,55.0,57.0
4,55.0,55.0,55.0,59.0,55.0,55.0,52.0,57.0,52.0,55.0
5,55.0,58.0,55.0,57.0,55.0,55.0,52.0,60.0,52.0,58.0
6,57.0,57.0,59.0,58.0,58.0,58.0,54.0,59.0,54.0,58.0
7,55.0,55.0,55.0,60.0,56.0,56.0,51.0,57.0,51.0,56.0
8,55.0,59.0,55.0,58.0,56.0,56.0,51.0,61.0,51.0,58.0
9,58.0,58.0,58.0,54.0,56.0,58.0,59.0,59.0,59.0,56.0
10,54.0,54.0,54.0,52.0,56.0,56.0,61.0,61.0,61.0,56.0
11,53.0,53.0,53.0,52.0,56.0,56.0,55.0,56.0,55.0,58.0
12,57.0,57.0,58.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0
13,57.0,57.0,57.0,59.0,59.0,59.0,60.0,60.0,60.0,59.0
14,55.0,58.0,55.0,57.0,55.0,56.0,55.0,60.0,55.0,58.0
15,57.0,57.0,59.0,58.0,58.0,59.0,54.0,59.0,54.0,56.0
16,58.0,58.0,58.0,60.0,60.0,60.0,61.0,61.0,61.0,58.0
17,56.0,59.0,56.0,58.0,56.0,57.0,56.0,61.0,56.0,54.0
18,60.0,60.0,60.0,60.0,60.0,60.0,54.0,59.0,54.0,57.0
19,58.0,58.0,58.0,62.0,58.0,58.0,51.0,56.0,51.0,58.0
20,58.0,58.0,58.0,57.0,58.0,58.0,51.0,61.0,51.0,58.0
21,61.0,61.0,61.0,61.0,61.0,61.0,55.0,60.0,55.0,58.0
22,59.0,59.0,59.0,63.0,59.0,59.0,52.0,57.0,52.0,59.0
23,59.0,59.0,59.0,58.0,59.0,59.0,52.0,62.0,52.0,59.0
24,59.0,59.0,59.0,59.0,57.0,57.0,60.0,60.0,60.0,57.0
25,59.0,59.0,59.0,57.0,59.0,59.0,62.0,62.0,62.0,59.0
26,57.0,58.0,57.0,57.0,59.0,59.0,56.0,57.0,56.0,59.0
27,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,60.0
28,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0
29,58.0,59.0,58.0,58.0,58.0,58.0,56.0,61.0,56.0,59.0
30,61.0,61.0,61.0,61.0,61.0,61.0,55.0,60.0,55.0,59.0
31,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,61.0
32,59.0,60.0,59.0,59.0,59.0,59.0,57.0,62.0,57.0,57.0
33,62.0,62.0,62.0,61.0,61.0,61.0,55.0,60.0,55.0,54.0
34,60.0,60.0,60.0,63.0,59.0,59.0,52.0,57.0,52.0,59.0
35,60.0,60.0,60.0,57.0,59.0,59.0,52.0,61.0,52.0,59.0
36,58.0,58.0,58.0,60.0,57.0,57.0,59.0,59.0,59.0,58.0
37,60.0,60.0,60.0,58.0,59.0,59.0,61.0,61.0,61.0,60.0
38,58.0,59.0,58.0,58.0,59.0,59.0,55.0,57.0,55.0,59.0
39,61.0,61.0,61.0,61.0,61.0,61.0,58.0,59.0,58.0,61.0
40,63.0,63.0,63.0,63.0,62.0,62.0,61.0,61.0,61.0,62.0
41,59.0,60.0,59.0,59.0,59.0,59.0,55.0,62.0,55.0,59.0
42,62.0,62.0,62.0,62.0,62.0,62.0,55.0,60.0,55.0,60.0
43,64.0,64.0,64.0,64.0,63.0,63.0,62.0,62.0,62.0,61.0
44,60.0,61.0,60.0,60.0,60.0,60.0,56.0,63.0,56.0,58.0
45,56.0,56.0,56.0,54.0,56.0,56.0,53.0,56.0,55.0,56.0
46,49.0,49.0,49.0,48.0,54.0,54.0,51.0,53.0,53.0,55.0
47,49.0,53.0,49.0,48.0,54.0,54.0,47.0,49.0,48.0,58.0
48,57.0,57.0,57.0,59.0,57.0,57.0,58.0,58.0,58.0,57.0
49,59.0,59.0,59.0,57.0,59.0,59.0,60.0,62.0,62.0,59.0
50,59.0,59.0,59.0,57.0,59.0,59.0,56.0,57.0,56.0,59.0
51,58.0,58.0,58.0,60.0,58.0,58.0,59.0,59.0,59.0,58.0
52,60.0,60.0,60.0,58.0,60.0,60.0,61.0,63.0,63.0,60.0
53,60.0,60.0,60.0,58.0,60.0,60.0,57.0,58.0,57.0,58.0
54,60.0,60.0,60.0,58.0,60.0,60.0,57.0,57.0,57.0,60.0
55,62.0,62.0,62.0,56.0,62.0,62.0,59.0,61.0,61.0,62.0
56,58.0,58.0,58.0,56.0,58.0,58.0,55.0,56.0,56.0,58.0
57,61.0,61.0,61.0,59.0,61.0,61.0,58.0,58.0,58.0,59.0
58,63.0,63.0,63.0,57.0,63.0,63.0,60.0,62.0,62.0,61.0
59,59.0,59.0,59.0,57.0,59.0,59.0,56.0,57.0,57.0,57.0
60,58.0,58.0,58.0,56.0,58.0,58.0,54.0,56.0,54.0,55.0
61,60.0,60.0,60.0,58.0,60.0,60.0,52.0,58.0,52.0,57.0
62,56.0,56.0,56.0,54.0,56.0,56.0,47.0,58.0,47.0,53.0
63,60.0,60.0,60.0,60.0,60.0,60.0,53.0,58.0,53.0,56.0
64,58.0,58.0,58.0,62.0,58.0,58.0,52.0,55.0,52.0,58.0
65,58.0,58.0,58.0,56.0,58.0,58.0,50.0,60.0,50.0,58.0
66,61.0,61.0,61.0,61.0,61.0,61.0,54.0,59.0,54.0,57.0
67,59.0,59.0,59.0,63.0,59.0,59.0,53.0,56.0,53.0,59.0
68,59.0,59.0,59.0,57.0,59.0,59.0,51.0,61.0,51.0,59.0
69,58.0,58.0,58.0,59.0,57.0,57.0,59.0,59.0,59.0,57.0
70,59.0,59.0,59.0,57.0,59.0,59.0,61.0,61.0,61.0,60.0
71,57.0,58.0,57.0,57.0,59.0,59.0,55.0,59.0,55.0,59.0
72,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,60.0
73,62.0,62.0,62.0,63.0,62.0,62.0,60.0,60.0,60.0,62.0
74,59.0,59.0,59.0,58.0,59.0,59.0,55.0,60.0,55.0,59.0
75,61.0,61.0,61.0,61.0,61.0,61.0,54.0,59.0,54.0,59.0
76,63.0,63.0,63.0,64.0,63.0,63.0,61.0,61.0,61.0,61.0
77,60.0,60.0,60.0,59.0,60.0,60.0,56.0,61.0,56.0,57.0
78,62.0,62.0,62.0,61.0,61.0,61.0,54.0,59.0,54.0,54.0
79,60.0,60.0,60.0,63.0,59.0,59.0,54.0,56.0,54.0,59.0
80,60.0,60.0,60.0,57.0,59.0,59.0,51.0,60.0,51.0,59.0
81,58.0,58.0,58.0,60.0,57.0,57.0,58.0,59.0,58.0,58.0
82,60.0,60.0,60.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0
83,58.0,59.0,58.0,58.0,59.0,59.0,54.0,60.0,54.0,59.0
84,61.0,61.0,61.0,61.0,61.0,61.0,57.0,58.0,57.0,61.0
85,63.0,63.0,63.0,64.0,62.0,62.0,60.0,60.0,60.0,62.0
86,60.0,60.0,60.0,59.0,60.0,60.0,55.0,61.0,55.0,60.0
87,62.0,62.0,62.0,62.0,62.0,62.0,54.0,59.0,54.0,60.0
88,64.0,64.0,64.0,65.0,63.0,63.0,61.0,61.0,61.0,61.0
89,61.0,61.0,61.0,60.0,61.0,61.0,56.0,62.0,56.0,58.0
90,57.0,57.0,57.0,55.0,57.0,57.0,58.0,58.0,58.0,56.0
91,51.0,51.0,51.0,49.0,54.0,54.0,60.0,60.0,60.0,56.0
92,51.0,55.0,51.0,49.0,54.0,54.0,55.0,56.0,55.0,58.0
93,57.0,57.0,57.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0
94,60.0,60.0,60.0,58.0,60.0,60.0,61.0,61.0,61.0,60.0
95,59.0,59.0,59.0,58.0,60.0,60.0,59.0,59.0,59.0,60.0
96,58.0,58.0,58.0,60.0,59.0,59.0,58.0,59.0,58.0,58.0
97,61.0,61.0,61.0,59.0,61.0,61.0,62.0,62.0,62.0,61.0
98,60.0,60.0,60.0,59.0,61.0,61.0,60.0,60.0,60.0,59.0
99,60.0,60.0,60.0,58.0,60.0,60.0,57.0,57.0,57.0,60.0
100,63.0,63.0,63.0,57.0,63.0,63.0,60.0,60.0,60.0,63.0
101,58.0,58.0,58.0,57.0,59.0,59.0,59.0,59.0,59.0,59.0
102,61.0,61.0,61.0,59.0,61.0,61.0,58.0,58.0,58.0,59.0
103,64.0,64.0,64.0,58.0,64.0,64.0,61.0,61.0,61.0,62.0
104,59.0,59.0,59.0,58.0,60.0,60.0,60.0,60.0,60.0,58.0
105,58.0,58.0,58.0,57.0,58.0,58.0,54.0,59.0,54.0,55.0
106,61.0,61.0,61.0,59.0,61.0,61.0,61.0,61.0,61.0,57.0
107,56.0,56.0,56.0,55.0,57.0,57.0,56.0,60.0,56.0,53.0
108,56.0,56.0,56.0,57.0,55.0,55.0,55.0,60.0,55.0,48.0
109,54.0,54.0,54.0,57.0,53.0,53.0,55.0,56.0,55.0,53.0
110,54.0,54.0,54.0,51.0,53.0,53.0,52.0,61.0,52.0,53.0
