Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,39.0,39.0,47.0,47.0,45.0,41.0,45.0,45.0,40.0
1,41.0,41.0,48.0,48.0,47.0,40.0,47.0,47.0,41.0
2,43.0,43.0,48.0,48.0,47.0,44.0,47.0,47.0,45.0
3,39.0,39.0,46.0,46.0,45.0,40.0,44.0,45.0,39.0
4,41.0,41.0,47.0,47.0,46.0,40.0,46.0,46.0,41.0
5,43.0,43.0,47.0,47.0,46.0,44.0,46.0,46.0,45.0
6,39.0,39.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
7,41.0,41.0,48.0,48.0,47.0,40.0,47.0,47.0,41.0
8,43.0,43.0,48.0,48.0,47.0,44.0,47.0,47.0,45.0
9,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
10,41.0,41.0,47.0,47.0,47.0,43.0,47.0,47.0,41.0
11,44.0,44.0,48.0,48.0,47.0,45.0,47.0,47.0,45.0
12,39.0,39.0,45.0,45.0,45.0,40.0,44.0,45.0,39.0
13,41.0,41.0,46.0,46.0,46.0,42.0,46.0,46.0,40.0
14,43.0,43.0,47.0,47.0,46.0,44.0,46.0,46.0,44.0
15,40.0,40.0,46.0,46.0,45.0,40.0,45.0,45.0,40.0
16,41.0,41.0,47.0,47.0,47.0,41.0,47.0,47.0,41.0
17,44.0,44.0,48.0,48.0,47.0,45.0,47.0,47.0,45.0
18,39.0,39.0,44.0,44.0,44.0,39.0,43.0,44.0,39.0
19,40.0,40.0,46.0,46.0,45.0,40.0,45.0,45.0,41.0
20,43.0,43.0,46.0,46.0,45.0,44.0,45.0,45.0,45.0
21,39.0,39.0,45.0,45.0,45.0,40.0,44.0,45.0,39.0
22,41.0,41.0,47.0,47.0,46.0,40.0,46.0,46.0,41.0
23,43.0,43.0,47.0,47.0,46.0,44.0,46.0,46.0,45.0
24,40.0,40.0,45.0,45.0,44.0,40.0,44.0,44.0,40.0
25,41.0,41.0,47.0,47.0,46.0,42.0,46.0,46.0,41.0
26,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
27,39.0,39.0,44.0,44.0,44.0,39.0,43.0,44.0,39.0
28,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
29,43.0,43.0,46.0,46.0,45.0,44.0,45.0,45.0,44.0
30,40.0,40.0,45.0,45.0,44.0,39.0,44.0,44.0,39.0
31,41.0,41.0,47.0,47.0,46.0,41.0,46.0,46.0,41.0
32,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
33,39.0,39.0,46.0,46.0,45.0,41.0,44.0,45.0,40.0
34,41.0,41.0,48.0,48.0,47.0,40.0,46.0,47.0,41.0
35,43.0,43.0,48.0,48.0,47.0,44.0,46.0,47.0,45.0
36,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
37,41.0,41.0,48.0,48.0,46.0,43.0,46.0,46.0,41.0
38,44.0,44.0,48.0,48.0,47.0,45.0,47.0,47.0,45.0
39,39.0,39.0,45.0,45.0,45.0,40.0,44.0,45.0,39.0
40,41.0,41.0,47.0,47.0,45.0,42.0,45.0,45.0,40.0
41,43.0,43.0,47.0,47.0,46.0,44.0,46.0,46.0,44.0
42,40.0,40.0,46.0,46.0,45.0,40.0,45.0,45.0,40.0
43,41.0,41.0,48.0,48.0,46.0,41.0,46.0,46.0,41.0
44,44.0,44.0,48.0,48.0,47.0,45.0,47.0,47.0,45.0
45,41.0,41.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
46,41.0,41.0,48.0,48.0,46.0,43.0,47.0,46.0,42.0
47,45.0,45.0,48.0,48.0,47.0,46.0,47.0,47.0,45.0
48,40.0,40.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
49,41.0,41.0,47.0,47.0,45.0,42.0,46.0,45.0,41.0
50,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
51,41.0,41.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
52,41.0,41.0,48.0,48.0,46.0,42.0,47.0,46.0,41.0
53,45.0,45.0,48.0,48.0,47.0,46.0,47.0,47.0,45.0
54,39.0,39.0,44.0,44.0,43.0,39.0,43.0,43.0,38.0
55,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
56,43.0,43.0,46.0,46.0,45.0,44.0,45.0,45.0,44.0
57,40.0,40.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
58,41.0,41.0,47.0,47.0,45.0,41.0,46.0,45.0,41.0
59,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
60,41.0,41.0,46.0,46.0,45.0,39.0,45.0,45.0,39.0
61,41.0,41.0,47.0,47.0,46.0,41.0,46.0,46.0,41.0
62,45.0,45.0,47.0,47.0,47.0,45.0,47.0,47.0,45.0
63,39.0,39.0,43.0,43.0,42.0,38.0,42.0,42.0,37.0
64,39.0,39.0,45.0,45.0,44.0,39.0,44.0,44.0,40.0
65,43.0,43.0,45.0,45.0,44.0,44.0,44.0,44.0,45.0
66,39.0,39.0,44.0,44.0,43.0,39.0,43.0,43.0,38.0
67,40.0,40.0,46.0,46.0,45.0,39.0,45.0,45.0,40.0
68,43.0,43.0,46.0,46.0,45.0,44.0,45.0,45.0,45.0
69,40.0,40.0,44.0,44.0,43.0,39.0,43.0,43.0,38.0
70,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
71,44.0,44.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0
72,39.0,39.0,43.0,43.0,42.0,38.0,42.0,42.0,37.0
73,39.0,39.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
74,43.0,43.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0
75,40.0,40.0,44.0,44.0,43.0,38.0,43.0,43.0,38.0
76,40.0,40.0,46.0,46.0,45.0,40.0,45.0,45.0,40.0
77,44.0,44.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0
78,39.0,39.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
79,40.0,40.0,47.0,47.0,46.0,40.0,45.0,46.0,41.0
80,43.0,43.0,47.0,47.0,46.0,44.0,46.0,46.0,45.0
81,40.0,40.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
82,41.0,41.0,47.0,47.0,46.0,42.0,45.0,46.0,40.0
83,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
84,39.0,39.0,44.0,44.0,43.0,39.0,43.0,43.0,38.0
85,40.0,40.0,46.0,46.0,45.0,41.0,44.0,45.0,39.0
86,43.0,43.0,46.0,46.0,45.0,44.0,45.0,45.0,44.0
87,40.0,40.0,45.0,45.0,44.0,39.0,44.0,44.0,39.0
88,41.0,41.0,47.0,47.0,46.0,40.0,45.0,46.0,40.0
89,44.0,44.0,47.0,47.0,46.0,45.0,46.0,46.0,45.0
90,41.0,41.0,45.0,45.0,44.0,40.0,44.0,44.0,39.0
91,41.0,41.0,47.0,47.0,46.0,42.0,46.0,46.0,41.0
92,45.0,45.0,47.0,47.0,46.0,46.0,46.0,46.0,45.0
93,40.0,40.0,44.0,44.0,43.0,39.0,43.0,43.0,38.0
94,40.0,40.0,46.0,46.0,45.0,41.0,45.0,45.0,40.0
