Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,41.0,38.0,39.0,40.0
1,37.0,38.0,39.0,39.0
2,37.0,37.0,38.0,39.0
3,43.0,39.0,40.0,41.0
4,43.0,37.0,38.0,41.0
5,43.0,39.0,40.0,41.0
6,43.0,37.0,38.0,40.0
7,43.0,37.0,38.0,41.0
8,43.0,39.0,40.0,41.0
9,42.0,40.0,41.0,39.0
10,37.0,41.0,42.0,40.0
11,37.0,41.0,40.0,41.0
12,41.0,39.0,40.0,38.0
13,40.0,40.0,41.0,39.0
14,41.0,40.0,41.0,40.0
15,41.0,37.0,38.0,39.0
16,41.0,38.0,39.0,40.0
17,40.0,39.0,40.0,40.0
18,43.0,38.0,39.0,42.0
19,42.0,40.0,41.0,43.0
20,43.0,40.0,41.0,43.0
21,43.0,39.0,40.0,42.0
22,42.0,40.0,41.0,43.0
23,43.0,40.0,41.0,43.0
24,43.0,42.0,43.0,44.0
25,42.0,42.0,43.0,42.0
26,42.0,43.0,43.0,42.0
27,42.0,41.0,42.0,43.0
28,41.0,41.0,42.0,41.0
29,43.0,42.0,42.0,41.0
30,42.0,40.0,41.0,42.0
31,42.0,38.0,39.0,41.0
32,43.0,39.0,39.0,41.0
33,43.0,36.0,37.0,40.0
34,41.0,37.0,38.0,41.0
35,42.0,37.0,38.0,41.0
36,43.0,41.0,41.0,44.0
37,42.0,42.0,43.0,42.0
38,42.0,43.0,43.0,42.0
39,42.0,40.0,41.0,43.0
40,41.0,41.0,42.0,41.0
41,43.0,42.0,42.0,41.0
42,42.0,36.0,37.0,39.0
43,42.0,38.0,39.0,41.0
44,43.0,38.0,39.0,41.0
45,43.0,42.0,42.0,41.0
46,39.0,43.0,43.0,42.0
47,40.0,41.0,40.0,41.0
48,44.0,44.0,45.0,44.0
49,42.0,45.0,46.0,45.0
50,42.0,41.0,41.0,41.0
51,42.0,43.0,44.0,45.0
52,43.0,44.0,45.0,46.0
53,42.0,40.0,40.0,41.0
54,43.0,43.0,44.0,43.0
55,41.0,44.0,45.0,44.0
56,41.0,40.0,40.0,40.0
57,41.0,42.0,43.0,44.0
58,42.0,43.0,44.0,45.0
59,41.0,40.0,40.0,40.0
60,41.0,37.0,37.0,40.0
61,42.0,38.0,39.0,41.0
62,41.0,39.0,39.0,41.0
63,42.0,37.0,38.0,41.0
64,41.0,39.0,40.0,42.0
65,42.0,39.0,40.0,42.0
66,42.0,38.0,39.0,41.0
67,41.0,40.0,41.0,43.0
68,42.0,40.0,41.0,42.0
69,42.0,43.0,42.0,43.0
70,41.0,44.0,44.0,44.0
71,42.0,45.0,44.0,45.0
72,41.0,42.0,42.0,42.0
73,41.0,43.0,44.0,43.0
74,43.0,44.0,44.0,44.0
75,41.0,41.0,41.0,42.0
76,42.0,42.0,43.0,44.0
77,43.0,43.0,43.0,44.0
78,42.0,38.0,39.0,41.0
79,41.0,40.0,41.0,43.0
80,41.0,40.0,41.0,42.0
81,42.0,43.0,43.0,43.0
82,42.0,44.0,44.0,44.0
83,42.0,45.0,44.0,45.0
84,41.0,42.0,42.0,42.0
85,41.0,43.0,44.0,43.0
86,43.0,44.0,44.0,44.0
87,41.0,41.0,41.0,42.0
88,42.0,42.0,43.0,44.0
89,43.0,43.0,43.0,44.0
90,43.0,44.0,43.0,44.0
91,43.0,42.0,43.0,42.0
92,44.0,43.0,43.0,42.0
93,44.0,43.0,44.0,43.0
94,44.0,44.0,45.0,44.0
95,45.0,45.0,46.0,45.0
96,42.0,43.0,43.0,44.0
97,43.0,43.0,44.0,45.0
98,43.0,44.0,45.0,46.0
99,43.0,42.0,43.0,42.0
100,43.0,43.0,44.0,43.0
101,44.0,44.0,45.0,44.0
102,41.0,42.0,43.0,43.0
103,42.0,42.0,43.0,44.0
104,42.0,43.0,44.0,45.0
