Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,35.0,32.0,33.0,30.0,30.0,31.0,30.0
1,36.0,31.0,32.0,31.0,31.0,32.0,31.0
2,37.0,36.0,37.0,31.0,36.0,36.0,36.0
3,35.0,32.0,33.0,30.0,30.0,30.0,30.0
4,36.0,31.0,32.0,31.0,31.0,31.0,31.0
5,37.0,36.0,37.0,31.0,36.0,36.0,36.0
6,36.0,33.0,34.0,30.0,31.0,31.0,31.0
7,37.0,32.0,33.0,31.0,32.0,32.0,31.0
8,37.0,37.0,38.0,31.0,36.0,36.0,36.0
9,35.0,31.0,31.0,35.0,31.0,31.0,31.0
10,37.0,32.0,32.0,35.0,32.0,32.0,32.0
11,37.0,35.0,35.0,36.0,37.0,37.0,37.0
12,34.0,30.0,31.0,34.0,30.0,31.0,30.0
13,37.0,31.0,32.0,35.0,32.0,32.0,32.0
14,36.0,34.0,34.0,35.0,36.0,37.0,36.0
15,34.0,31.0,31.0,30.0,30.0,31.0,30.0
16,37.0,32.0,32.0,31.0,31.0,32.0,31.0
17,36.0,35.0,35.0,31.0,36.0,37.0,36.0
18,35.0,32.0,32.0,30.0,30.0,30.0,30.0
19,36.0,31.0,32.0,31.0,31.0,31.0,31.0
20,37.0,36.0,36.0,31.0,36.0,36.0,36.0
21,36.0,33.0,33.0,30.0,30.0,31.0,31.0
22,36.0,32.0,33.0,31.0,32.0,32.0,31.0
23,37.0,37.0,37.0,31.0,36.0,36.0,36.0
24,35.0,31.0,31.0,35.0,31.0,31.0,31.0
25,37.0,32.0,32.0,35.0,32.0,32.0,32.0
26,37.0,35.0,35.0,36.0,37.0,37.0,37.0
27,34.0,30.0,30.0,34.0,30.0,31.0,30.0
28,37.0,31.0,32.0,35.0,31.0,32.0,32.0
29,36.0,34.0,34.0,35.0,36.0,37.0,36.0
30,34.0,31.0,31.0,30.0,30.0,31.0,30.0
31,36.0,32.0,32.0,30.0,31.0,32.0,31.0
32,36.0,35.0,35.0,31.0,36.0,37.0,36.0
33,37.0,34.0,34.0,30.0,31.0,31.0,31.0
34,37.0,33.0,33.0,31.0,32.0,32.0,31.0
35,38.0,38.0,38.0,32.0,36.0,36.0,36.0
36,35.0,32.0,32.0,35.0,32.0,32.0,32.0
37,38.0,33.0,33.0,35.0,32.0,32.0,32.0
38,37.0,36.0,36.0,36.0,37.0,37.0,37.0
39,34.0,31.0,31.0,34.0,31.0,32.0,31.0
40,38.0,32.0,33.0,36.0,32.0,32.0,32.0
41,36.0,35.0,35.0,35.0,36.0,37.0,36.0
42,35.0,32.0,32.0,30.0,31.0,32.0,31.0
43,37.0,33.0,33.0,31.0,32.0,32.0,31.0
44,36.0,36.0,36.0,31.0,36.0,37.0,36.0
45,36.0,32.0,32.0,35.0,31.0,31.0,31.0
46,36.0,32.0,33.0,36.0,32.0,32.0,32.0
47,37.0,36.0,36.0,36.0,37.0,37.0,37.0
48,35.0,31.0,32.0,34.0,30.0,31.0,31.0
49,37.0,32.0,32.0,35.0,32.0,32.0,32.0
50,37.0,35.0,36.0,36.0,37.0,37.0,37.0
51,35.0,31.0,32.0,34.0,31.0,31.0,31.0
52,38.0,33.0,33.0,35.0,32.0,32.0,32.0
53,37.0,35.0,36.0,36.0,37.0,37.0,37.0
54,34.0,30.0,31.0,33.0,29.0,30.0,30.0
55,37.0,31.0,31.0,34.0,31.0,32.0,31.0
56,36.0,34.0,35.0,35.0,36.0,37.0,36.0
57,35.0,30.0,31.0,33.0,30.0,31.0,30.0
58,38.0,32.0,32.0,35.0,32.0,32.0,32.0
59,37.0,34.0,35.0,35.0,36.0,37.0,36.0
60,35.0,31.0,31.0,29.0,30.0,31.0,30.0
61,37.0,33.0,33.0,30.0,32.0,32.0,31.0
62,37.0,35.0,35.0,31.0,36.0,37.0,36.0
63,34.0,31.0,31.0,29.0,29.0,29.0,30.0
64,36.0,31.0,31.0,31.0,30.0,30.0,31.0
65,37.0,35.0,35.0,31.0,35.0,35.0,36.0
66,35.0,32.0,32.0,29.0,29.0,30.0,30.0
67,36.0,32.0,32.0,31.0,31.0,31.0,31.0
68,37.0,36.0,36.0,31.0,35.0,35.0,36.0
69,34.0,30.0,30.0,34.0,30.0,30.0,31.0
70,36.0,32.0,32.0,33.0,31.0,31.0,32.0
