Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,48.0,49.0,48.0,48.0,49.0,49.0,49.0,50.0,50.0,50.0,48.0,50.0,51.0,48.0,50.0,52.0
1,47.0,47.0,50.0,50.0,49.0,48.0,48.0,47.0,47.0,47.0,46.0,47.0,48.0,46.0,49.0,49.0
2,46.0,47.0,47.0,47.0,51.0,49.0,49.0,50.0,50.0,50.0,48.0,50.0,50.0,47.0,50.0,50.0
3,49.0,49.0,49.0,49.0,50.0,50.0,50.0,49.0,49.0,49.0,53.0,49.0,50.0,53.0,49.0,51.0
4,51.0,51.0,51.0,51.0,52.0,52.0,52.0,46.0,46.0,46.0,51.0,48.0,48.0,51.0,48.0,48.0
5,51.0,51.0,50.0,50.0,56.0,51.0,51.0,49.0,49.0,49.0,52.0,52.0,52.0,52.0,49.0,50.0
6,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,53.0,50.0,50.0,53.0,50.0,51.0
7,51.0,51.0,51.0,51.0,51.0,51.0,52.0,47.0,47.0,47.0,51.0,48.0,48.0,51.0,47.0,48.0
8,51.0,51.0,50.0,50.0,56.0,51.0,51.0,50.0,50.0,50.0,52.0,53.0,53.0,52.0,50.0,50.0
9,49.0,49.0,49.0,49.0,52.0,49.0,50.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0,53.0,52.0
10,51.0,51.0,50.0,50.0,54.0,51.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,49.0,50.0,51.0
11,49.0,49.0,47.0,47.0,54.0,50.0,50.0,54.0,54.0,54.0,49.0,54.0,55.0,49.0,54.0,52.0
12,49.0,49.0,49.0,49.0,51.0,49.0,49.0,52.0,52.0,52.0,51.0,52.0,52.0,51.0,52.0,51.0
13,50.0,50.0,49.0,49.0,53.0,50.0,50.0,49.0,49.0,49.0,48.0,49.0,50.0,48.0,49.0,51.0
14,48.0,49.0,49.0,49.0,53.0,51.0,51.0,53.0,53.0,53.0,49.0,53.0,54.0,49.0,53.0,52.0
15,50.0,50.0,50.0,50.0,50.0,49.0,50.0,51.0,51.0,51.0,49.0,51.0,51.0,49.0,51.0,52.0
16,47.0,47.0,50.0,50.0,50.0,48.0,48.0,47.0,47.0,47.0,49.0,47.0,48.0,46.0,47.0,49.0
17,47.0,47.0,50.0,50.0,51.0,48.0,48.0,50.0,50.0,50.0,47.0,50.0,51.0,47.0,50.0,49.0
18,49.0,49.0,52.0,52.0,49.0,49.0,49.0,48.0,48.0,48.0,52.0,48.0,49.0,52.0,48.0,50.0
19,50.0,50.0,50.0,50.0,51.0,51.0,51.0,45.0,45.0,45.0,50.0,47.0,47.0,50.0,47.0,47.0
20,55.0,55.0,54.0,54.0,55.0,55.0,55.0,48.0,48.0,48.0,51.0,51.0,51.0,51.0,48.0,49.0
21,49.0,49.0,52.0,52.0,49.0,49.0,49.0,49.0,49.0,49.0,52.0,49.0,49.0,52.0,49.0,50.0
22,50.0,50.0,50.0,50.0,50.0,51.0,51.0,46.0,46.0,46.0,50.0,47.0,47.0,50.0,46.0,47.0
23,55.0,55.0,54.0,54.0,55.0,55.0,55.0,49.0,49.0,49.0,51.0,52.0,52.0,51.0,49.0,50.0
24,51.0,51.0,49.0,49.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
25,51.0,51.0,52.0,52.0,53.0,55.0,55.0,49.0,49.0,49.0,54.0,49.0,49.0,54.0,49.0,50.0
26,54.0,54.0,50.0,50.0,55.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0,53.0,55.0
27,50.0,50.0,48.0,48.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
28,50.0,50.0,51.0,51.0,53.0,54.0,54.0,48.0,48.0,48.0,53.0,48.0,49.0,53.0,48.0,50.0
29,53.0,53.0,49.0,49.0,54.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0,53.0,54.0,52.0,54.0
30,49.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,50.0,52.0,50.0,51.0
31,48.0,48.0,49.0,49.0,51.0,51.0,51.0,46.0,46.0,46.0,51.0,46.0,47.0,51.0,46.0,48.0
32,50.0,50.0,50.0,50.0,54.0,52.0,52.0,49.0,49.0,49.0,52.0,49.0,50.0,52.0,49.0,51.0
33,48.0,48.0,47.0,47.0,48.0,49.0,50.0,48.0,48.0,48.0,51.0,48.0,48.0,51.0,48.0,49.0
34,50.0,50.0,48.0,48.0,50.0,51.0,52.0,46.0,46.0,46.0,50.0,46.0,46.0,50.0,46.0,47.0
35,50.0,50.0,52.0,52.0,54.0,52.0,52.0,48.0,48.0,48.0,51.0,50.0,50.0,51.0,49.0,50.0
36,48.0,48.0,48.0,48.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
37,51.0,51.0,53.0,53.0,53.0,52.0,52.0,50.0,50.0,50.0,54.0,50.0,50.0,54.0,50.0,50.0
38,54.0,54.0,50.0,50.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0
39,48.0,48.0,48.0,48.0,52.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
40,50.0,50.0,52.0,52.0,53.0,51.0,51.0,49.0,49.0,49.0,53.0,49.0,49.0,53.0,49.0,50.0
41,53.0,53.0,50.0,50.0,54.0,53.0,53.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,53.0,54.0
42,48.0,48.0,49.0,49.0,49.0,49.0,50.0,48.0,48.0,48.0,52.0,48.0,48.0,52.0,48.0,49.0
43,49.0,49.0,48.0,48.0,51.0,51.0,52.0,47.0,47.0,47.0,51.0,47.0,47.0,51.0,47.0,48.0
44,51.0,51.0,51.0,51.0,54.0,51.0,52.0,50.0,50.0,50.0,52.0,50.0,50.0,52.0,50.0,51.0
45,53.0,53.0,50.0,50.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0
46,54.0,54.0,51.0,51.0,49.0,54.0,54.0,50.0,50.0,50.0,48.0,50.0,54.0,48.0,50.0,55.0
47,50.0,50.0,49.0,49.0,54.0,50.0,50.0,53.0,53.0,55.0,49.0,53.0,53.0,49.0,53.0,52.0
48,52.0,52.0,50.0,50.0,54.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
49,53.0,53.0,50.0,50.0,50.0,53.0,53.0,50.0,50.0,50.0,48.0,50.0,53.0,48.0,50.0,54.0
50,49.0,49.0,52.0,52.0,53.0,52.0,52.0,53.0,53.0,54.0,49.0,53.0,53.0,49.0,53.0,52.0
51,49.0,49.0,51.0,51.0,52.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
52,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,50.0,50.0,49.0,50.0,50.0,48.0,50.0,51.0
