Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,58,29,7,17,6,-1,1
0,1,57,29,7,17,6,-3,1
0,2,55,29,6,18,6,-4,1
0,3,55,29,6,17,6,-4,1
0,4,57,28,7,17,6,-1,1
0,5,53,29,5,17,6,-4,1
0,6,57,28,7,17,6,-3,1
0,7,55,29,6,18,6,-4,1
