Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,54.0,55.0,55.0,54.0,54.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,46.0,44.0,47.0
1,48.0,49.0,49.0,48.0,42.0,50.0,43.0,43.0,51.0,43.0,44.0,44.0,46.0,43.0,47.0
2,48.0,50.0,50.0,49.0,47.0,50.0,48.0,48.0,51.0,48.0,49.0,49.0,49.0,45.0,50.0
3,55.0,56.0,56.0,55.0,55.0,55.0,56.0,55.0,56.0,55.0,56.0,56.0,45.0,43.0,46.0
4,49.0,50.0,50.0,49.0,45.0,49.0,46.0,45.0,50.0,43.0,44.0,46.0,46.0,43.0,47.0
5,51.0,52.0,52.0,51.0,48.0,51.0,49.0,48.0,52.0,48.0,49.0,49.0,50.0,45.0,51.0
6,55.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,56.0,56.0,56.0,56.0,46.0,44.0,47.0
7,48.0,49.0,49.0,48.0,46.0,50.0,47.0,46.0,51.0,44.0,44.0,47.0,46.0,44.0,47.0
8,49.0,50.0,50.0,49.0,47.0,51.0,47.0,48.0,52.0,49.0,49.0,49.0,49.0,46.0,50.0
9,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,52.0,52.0,52.0
10,57.0,57.0,56.0,56.0,46.0,57.0,46.0,46.0,57.0,45.0,45.0,46.0,52.0,52.0,52.0
11,57.0,57.0,57.0,57.0,49.0,57.0,49.0,49.0,57.0,50.0,50.0,49.0,58.0,54.0,58.0
12,55.0,56.0,56.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,51.0,51.0,52.0
13,56.0,57.0,56.0,56.0,53.0,56.0,54.0,54.0,57.0,55.0,55.0,55.0,51.0,51.0,52.0
14,56.0,57.0,57.0,56.0,54.0,56.0,55.0,54.0,57.0,54.0,55.0,55.0,57.0,53.0,58.0
15,55.0,56.0,55.0,55.0,54.0,55.0,54.0,55.0,54.0,56.0,55.0,54.0,46.0,44.0,46.0
16,54.0,55.0,54.0,54.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,46.0,44.0,47.0
17,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0,55.0,50.0,46.0,51.0
18,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,55.0,56.0,55.0,44.0,42.0,45.0
19,48.0,49.0,49.0,48.0,44.0,48.0,45.0,44.0,49.0,43.0,44.0,45.0,45.0,43.0,46.0
20,51.0,52.0,52.0,51.0,47.0,50.0,48.0,47.0,51.0,48.0,49.0,48.0,49.0,44.0,50.0
21,55.0,56.0,56.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,45.0,43.0,46.0
22,49.0,50.0,50.0,49.0,45.0,49.0,46.0,45.0,50.0,44.0,44.0,46.0,46.0,44.0,47.0
23,49.0,51.0,51.0,50.0,48.0,50.0,49.0,48.0,51.0,49.0,49.0,49.0,49.0,45.0,50.0
24,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,51.0,51.0,51.0
25,57.0,57.0,57.0,57.0,45.0,57.0,45.0,45.0,57.0,45.0,45.0,45.0,54.0,52.0,54.0
26,57.0,57.0,57.0,57.0,49.0,57.0,49.0,49.0,57.0,50.0,50.0,49.0,57.0,53.0,57.0
27,55.0,56.0,56.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,50.0,50.0,51.0
28,56.0,57.0,57.0,56.0,54.0,56.0,55.0,54.0,57.0,55.0,55.0,55.0,53.0,51.0,54.0
29,56.0,57.0,57.0,56.0,54.0,56.0,55.0,54.0,57.0,54.0,55.0,55.0,56.0,52.0,57.0
30,55.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,56.0,55.0,54.0,45.0,43.0,45.0
31,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,55.0,55.0,55.0,46.0,44.0,47.0
32,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,54.0,55.0,55.0,49.0,45.0,50.0
33,55.0,55.0,55.0,55.0,54.0,55.0,54.0,55.0,55.0,56.0,56.0,55.0,46.0,44.0,47.0
34,48.0,49.0,49.0,48.0,43.0,48.0,43.0,43.0,49.0,44.0,44.0,43.0,46.0,44.0,47.0
35,49.0,50.0,50.0,49.0,47.0,49.0,47.0,48.0,50.0,49.0,49.0,48.0,49.0,46.0,50.0
36,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,52.0,52.0,52.0
37,57.0,57.0,56.0,56.0,46.0,56.0,46.0,46.0,56.0,45.0,45.0,46.0,55.0,52.0,55.0
38,57.0,57.0,57.0,57.0,49.0,56.0,49.0,49.0,56.0,50.0,50.0,49.0,58.0,54.0,58.0
39,56.0,56.0,56.0,55.0,55.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,51.0,51.0,52.0
40,56.0,57.0,56.0,56.0,54.0,56.0,54.0,54.0,56.0,55.0,55.0,54.0,54.0,52.0,55.0
41,56.0,57.0,57.0,56.0,54.0,55.0,55.0,54.0,56.0,55.0,55.0,54.0,57.0,53.0,58.0
42,56.0,56.0,55.0,55.0,55.0,55.0,54.0,55.0,54.0,56.0,55.0,54.0,46.0,44.0,46.0
43,55.0,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,54.0,47.0,45.0,48.0
44,55.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,54.0,55.0,55.0,54.0,50.0,46.0,51.0
45,57.0,57.0,56.0,56.0,56.0,55.0,56.0,55.0,55.0,56.0,56.0,55.0,52.0,52.0,52.0
46,56.0,56.0,57.0,57.0,46.0,56.0,46.0,46.0,56.0,46.0,46.0,46.0,58.0,53.0,58.0
47,56.0,56.0,57.0,57.0,49.0,57.0,49.0,48.0,57.0,49.0,49.0,48.0,58.0,54.0,58.0
48,57.0,57.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,56.0,55.0,51.0,52.0,52.0
49,57.0,56.0,57.0,56.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,55.0,57.0,53.0,58.0
50,56.0,56.0,57.0,56.0,55.0,56.0,55.0,55.0,57.0,56.0,56.0,55.0,57.0,54.0,58.0
51,57.0,57.0,56.0,56.0,56.0,55.0,56.0,55.0,55.0,56.0,56.0,55.0,51.0,51.0,50.0
52,56.0,56.0,56.0,56.0,55.0,56.0,55.0,55.0,56.0,56.0,56.0,55.0,52.0,52.0,52.0
53,56.0,56.0,56.0,56.0,55.0,57.0,55.0,55.0,57.0,56.0,56.0,55.0,53.0,53.0,52.0
54,56.0,57.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,55.0,54.0,50.0,51.0,51.0
55,57.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,55.0,56.0,52.0,57.0
56,56.0,56.0,56.0,55.0,54.0,55.0,55.0,54.0,56.0,55.0,56.0,55.0,56.0,53.0,57.0
57,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,50.0,51.0,50.0
58,57.0,56.0,56.0,56.0,55.0,56.0,55.0,55.0,56.0,55.0,56.0,55.0,51.0,52.0,52.0
59,57.0,56.0,56.0,56.0,54.0,56.0,55.0,54.0,57.0,55.0,56.0,55.0,52.0,53.0,52.0
60,56.0,55.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0,54.0,45.0,44.0,45.0
61,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,46.0,45.0,46.0
62,55.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,54.0,55.0,47.0,46.0,47.0
63,53.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0,55.0,54.0,43.0,41.0,44.0
64,47.0,48.0,48.0,47.0,43.0,47.0,44.0,43.0,48.0,42.0,43.0,44.0,45.0,43.0,46.0
65,50.0,51.0,51.0,50.0,46.0,49.0,47.0,46.0,50.0,47.0,48.0,47.0,48.0,44.0,49.0
66,54.0,55.0,55.0,54.0,54.0,54.0,55.0,54.0,55.0,55.0,56.0,55.0,44.0,42.0,45.0
67,48.0,49.0,49.0,48.0,44.0,48.0,45.0,44.0,49.0,43.0,44.0,45.0,46.0,44.0,46.0
