Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,52.0,58.0,58.0,52.0,51.0,56.0,51.0,52.0,58.0,52.0,59.0,53.0
1,57.0,56.0,58.0,57.0,56.0,57.0,56.0,54.0,59.0,56.0,57.0,55.0
2,58.0,59.0,58.0,58.0,56.0,58.0,56.0,54.0,59.0,54.0,57.0,58.0
3,51.0,57.0,57.0,51.0,51.0,55.0,51.0,59.0,63.0,53.0,62.0,59.0
4,57.0,59.0,57.0,57.0,57.0,60.0,57.0,58.0,60.0,58.0,58.0,58.0
5,58.0,60.0,57.0,58.0,58.0,60.0,58.0,57.0,60.0,58.0,58.0,59.0
6,52.0,58.0,58.0,52.0,52.0,55.0,52.0,58.0,60.0,52.0,59.0,60.0
7,57.0,60.0,58.0,57.0,57.0,57.0,57.0,59.0,60.0,59.0,58.0,58.0
8,57.0,60.0,58.0,57.0,58.0,57.0,58.0,58.0,60.0,59.0,58.0,59.0
9,58.0,60.0,58.0,57.0,57.0,57.0,55.0,56.0,59.0,60.0,58.0,59.0
10,58.0,61.0,59.0,59.0,58.0,58.0,59.0,58.0,59.0,61.0,57.0,60.0
11,58.0,61.0,60.0,59.0,57.0,59.0,58.0,58.0,58.0,61.0,58.0,60.0
12,63.0,64.0,63.0,59.0,61.0,62.0,58.0,59.0,63.0,59.0,63.0,63.0
13,62.0,65.0,64.0,64.0,63.0,63.0,63.0,57.0,63.0,65.0,62.0,64.0
14,62.0,60.0,65.0,63.0,60.0,64.0,63.0,61.0,60.0,60.0,63.0,59.0
15,57.0,59.0,58.0,53.0,55.0,57.0,52.0,53.0,59.0,53.0,58.0,56.0
16,56.0,60.0,59.0,58.0,57.0,58.0,57.0,57.0,58.0,58.0,57.0,57.0
17,56.0,57.0,60.0,57.0,54.0,59.0,57.0,55.0,58.0,55.0,58.0,56.0
18,51.0,58.0,61.0,51.0,50.0,54.0,50.0,58.0,62.0,52.0,61.0,58.0
19,56.0,58.0,57.0,56.0,57.0,59.0,57.0,63.0,64.0,57.0,57.0,57.0
20,57.0,59.0,57.0,57.0,57.0,60.0,57.0,63.0,64.0,57.0,57.0,58.0
21,51.0,59.0,62.0,51.0,51.0,55.0,51.0,58.0,63.0,53.0,59.0,59.0
22,57.0,59.0,58.0,57.0,57.0,56.0,57.0,64.0,65.0,58.0,58.0,58.0
23,57.0,60.0,58.0,57.0,58.0,56.0,58.0,64.0,65.0,58.0,58.0,59.0
24,57.0,60.0,59.0,56.0,57.0,56.0,55.0,64.0,63.0,60.0,58.0,58.0
25,59.0,62.0,62.0,58.0,59.0,61.0,58.0,62.0,59.0,62.0,59.0,60.0
26,59.0,62.0,62.0,59.0,59.0,61.0,57.0,57.0,59.0,62.0,59.0,60.0
27,62.0,63.0,62.0,58.0,61.0,61.0,57.0,65.0,62.0,59.0,62.0,62.0
28,64.0,65.0,68.0,63.0,63.0,67.0,62.0,61.0,64.0,64.0,64.0,64.0
29,64.0,65.0,68.0,63.0,63.0,67.0,62.0,61.0,64.0,61.0,64.0,64.0
30,56.0,58.0,57.0,52.0,55.0,56.0,52.0,59.0,63.0,54.0,58.0,57.0
31,58.0,60.0,62.0,57.0,57.0,61.0,56.0,57.0,59.0,57.0,59.0,57.0
32,58.0,60.0,62.0,57.0,57.0,61.0,57.0,55.0,59.0,57.0,59.0,58.0
33,51.0,56.0,58.0,51.0,51.0,51.0,51.0,59.0,60.0,52.0,58.0,59.0
34,57.0,60.0,58.0,57.0,57.0,57.0,57.0,60.0,60.0,59.0,58.0,59.0
35,58.0,60.0,58.0,58.0,58.0,57.0,58.0,60.0,60.0,59.0,58.0,60.0
36,58.0,60.0,57.0,57.0,57.0,56.0,55.0,65.0,59.0,60.0,58.0,59.0
37,59.0,62.0,59.0,59.0,59.0,58.0,59.0,63.0,60.0,62.0,59.0,61.0
38,59.0,62.0,59.0,58.0,59.0,58.0,58.0,57.0,60.0,62.0,59.0,61.0
39,63.0,64.0,62.0,59.0,61.0,61.0,57.0,66.0,63.0,60.0,63.0,63.0
40,64.0,66.0,64.0,64.0,63.0,63.0,63.0,62.0,65.0,65.0,64.0,65.0
41,64.0,66.0,64.0,61.0,63.0,63.0,59.0,62.0,65.0,62.0,64.0,65.0
42,57.0,59.0,57.0,53.0,55.0,56.0,51.0,60.0,59.0,53.0,58.0,58.0
43,58.0,61.0,59.0,58.0,57.0,58.0,57.0,57.0,60.0,58.0,59.0,58.0
44,58.0,61.0,59.0,56.0,58.0,58.0,58.0,56.0,60.0,58.0,59.0,59.0
45,57.0,61.0,58.0,56.0,58.0,57.0,56.0,56.0,58.0,61.0,59.0,59.0
46,57.0,59.0,59.0,58.0,58.0,58.0,59.0,58.0,58.0,59.0,55.0,59.0
47,58.0,60.0,60.0,59.0,57.0,59.0,58.0,58.0,57.0,60.0,58.0,59.0
48,62.0,64.0,63.0,59.0,62.0,62.0,58.0,61.0,63.0,60.0,64.0,63.0
49,60.0,64.0,64.0,63.0,62.0,63.0,63.0,63.0,62.0,64.0,60.0,63.0
50,62.0,62.0,65.0,63.0,60.0,64.0,63.0,63.0,60.0,59.0,63.0,60.0
51,57.0,61.0,58.0,56.0,58.0,57.0,56.0,56.0,58.0,61.0,59.0,59.0
52,57.0,59.0,62.0,58.0,58.0,58.0,59.0,62.0,58.0,59.0,59.0,59.0
53,58.0,60.0,62.0,59.0,58.0,59.0,59.0,58.0,58.0,60.0,59.0,59.0
54,61.0,63.0,62.0,59.0,61.0,61.0,61.0,61.0,62.0,59.0,63.0,62.0
55,61.0,65.0,68.0,62.0,63.0,62.0,63.0,69.0,61.0,63.0,64.0,64.0
56,63.0,65.0,68.0,64.0,62.0,63.0,63.0,62.0,62.0,63.0,64.0,64.0
57,62.0,64.0,62.0,60.0,62.0,61.0,58.0,56.0,63.0,60.0,62.0,63.0
