Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,41.0,41.0,41.0,40.0
1,43.0,41.0,46.0,41.0
2,40.0,41.0,43.0,39.0
3,44.0,45.0,46.0,45.0
4,48.0,41.0,47.0,46.0
5,45.0,45.0,44.0,43.0
6,44.0,45.0,46.0,45.0
7,48.0,41.0,46.0,46.0
8,45.0,45.0,43.0,43.0
9,47.0,47.0,47.0,47.0
10,47.0,42.0,47.0,47.0
11,44.0,42.0,44.0,44.0
12,47.0,47.0,47.0,46.0
13,47.0,46.0,48.0,46.0
14,44.0,43.0,48.0,43.0
15,44.0,45.0,46.0,45.0
16,43.0,46.0,47.0,42.0
17,44.0,43.0,48.0,43.0
18,44.0,45.0,46.0,45.0
19,48.0,41.0,47.0,46.0
20,45.0,45.0,44.0,43.0
21,44.0,45.0,46.0,45.0
22,48.0,42.0,47.0,46.0
23,45.0,45.0,44.0,43.0
24,52.0,52.0,52.0,52.0
25,49.0,45.0,48.0,48.0
26,48.0,47.0,48.0,48.0
27,52.0,52.0,51.0,51.0
28,48.0,46.0,48.0,47.0
29,49.0,47.0,49.0,47.0
30,45.0,47.0,47.0,46.0
31,48.0,46.0,48.0,47.0
32,49.0,47.0,49.0,47.0
33,44.0,45.0,46.0,45.0
34,48.0,42.0,46.0,46.0
35,45.0,45.0,43.0,43.0
36,52.0,52.0,52.0,52.0
37,49.0,45.0,48.0,48.0
38,48.0,47.0,48.0,48.0
39,52.0,52.0,51.0,51.0
40,48.0,46.0,48.0,47.0
41,49.0,47.0,48.0,47.0
42,45.0,47.0,47.0,46.0
43,48.0,46.0,48.0,47.0
44,49.0,47.0,48.0,47.0
45,48.0,46.0,48.0,48.0
46,48.0,44.0,48.0,48.0
47,44.0,44.0,45.0,44.0
48,52.0,52.0,52.0,52.0
49,48.0,48.0,49.0,48.0
50,48.0,48.0,49.0,48.0
51,52.0,52.0,52.0,52.0
52,48.0,48.0,48.0,48.0
53,48.0,48.0,49.0,48.0
54,52.0,52.0,53.0,51.0
55,48.0,49.0,48.0,47.0
56,48.0,48.0,52.0,47.0
57,52.0,52.0,53.0,51.0
58,48.0,49.0,48.0,47.0
59,48.0,48.0,52.0,47.0
60,45.0,45.0,48.0,46.0
61,41.0,46.0,46.0,42.0
62,42.0,42.0,47.0,42.0
63,43.0,45.0,45.0,44.0
64,47.0,40.0,46.0,45.0
65,44.0,45.0,43.0,42.0
66,44.0,45.0,46.0,45.0
67,47.0,41.0,46.0,45.0
68,44.0,45.0,43.0,42.0
69,52.0,52.0,52.0,52.0
70,49.0,45.0,48.0,48.0
71,48.0,47.0,48.0,48.0
72,52.0,52.0,51.0,51.0
73,48.0,46.0,48.0,47.0
74,49.0,47.0,49.0,47.0
75,45.0,47.0,47.0,46.0
76,48.0,46.0,48.0,47.0
77,49.0,47.0,49.0,47.0
78,44.0,45.0,46.0,45.0
79,47.0,41.0,46.0,45.0
80,44.0,45.0,43.0,42.0
81,52.0,52.0,52.0,52.0
82,49.0,45.0,48.0,48.0
83,48.0,47.0,48.0,48.0
84,52.0,52.0,51.0,51.0
85,48.0,46.0,48.0,47.0
86,49.0,47.0,49.0,47.0
87,45.0,47.0,47.0,46.0
88,48.0,46.0,48.0,47.0
89,49.0,47.0,49.0,47.0
90,50.0,50.0,50.0,50.0
91,49.0,47.0,49.0,49.0
92,49.0,47.0,49.0,49.0
93,52.0,52.0,52.0,52.0
94,53.0,53.0,53.0,53.0
95,53.0,53.0,53.0,53.0
96,52.0,52.0,52.0,52.0
97,53.0,53.0,53.0,53.0
98,53.0,53.0,53.0,53.0
99,52.0,52.0,53.0,51.0
100,53.0,53.0,52.0,52.0
101,53.0,53.0,52.0,52.0
102,52.0,52.0,53.0,51.0
103,53.0,53.0,52.0,52.0
104,53.0,53.0,52.0,52.0
105,45.0,45.0,48.0,46.0
106,46.0,46.0,48.0,47.0
107,47.0,46.0,48.0,47.0
108,44.0,45.0,46.0,45.0
109,47.0,40.0,45.0,45.0
110,44.0,45.0,42.0,42.0
111,52.0,52.0,52.0,52.0
112,49.0,45.0,48.0,48.0
113,48.0,47.0,48.0,48.0
114,52.0,52.0,51.0,51.0
115,48.0,46.0,48.0,47.0
116,49.0,47.0,48.0,47.0
117,45.0,47.0,47.0,46.0
118,48.0,46.0,48.0,47.0
119,49.0,47.0,48.0,47.0
120,50.0,50.0,50.0,50.0
121,49.0,47.0,49.0,49.0
122,49.0,47.0,49.0,49.0
123,52.0,52.0,52.0,52.0
124,53.0,53.0,53.0,53.0
125,53.0,53.0,53.0,53.0
126,52.0,52.0,52.0,52.0
127,53.0,53.0,53.0,53.0
128,53.0,53.0,53.0,53.0
129,52.0,52.0,53.0,51.0
130,53.0,53.0,52.0,52.0
131,53.0,53.0,52.0,52.0
132,52.0,52.0,53.0,51.0
133,53.0,53.0,52.0,52.0
134,53.0,53.0,52.0,52.0
135,45.0,45.0,48.0,46.0
136,46.0,46.0,48.0,47.0
137,47.0,46.0,48.0,47.0
138,46.0,45.0,46.0,46.0
139,46.0,42.0,46.0,46.0
140,44.0,42.0,44.0,44.0
141,50.0,50.0,50.0,50.0
142,49.0,46.0,49.0,49.0
143,49.0,46.0,49.0,49.0
144,50.0,50.0,50.0,50.0
145,49.0,46.0,49.0,49.0
146,49.0,46.0,49.0,49.0
147,50.0,50.0,51.0,49.0
148,49.0,48.0,50.0,48.0
149,49.0,48.0,50.0,48.0
150,50.0,50.0,51.0,50.0
151,49.0,48.0,50.0,48.0
152,49.0,48.0,50.0,48.0
153,50.0,50.0,50.0,50.0
154,46.0,46.0,46.0,46.0
155,46.0,46.0,47.0,46.0
156,49.0,49.0,50.0,48.0
157,48.0,48.0,49.0,47.0
158,48.0,48.0,49.0,47.0
159,50.0,50.0,51.0,49.0
160,48.0,48.0,49.0,47.0
161,48.0,48.0,50.0,47.0
162,50.0,50.0,51.0,49.0
163,46.0,47.0,47.0,45.0
164,46.0,46.0,50.0,45.0
165,43.0,43.0,46.0,44.0
166,40.0,44.0,44.0,40.0
167,41.0,40.0,45.0,40.0
