Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,39.0,42.0,43.0,44.0,40.0,38.0,41.0,40.0
1,39.0,43.0,42.0,42.0,41.0,37.0,42.0,41.0
2,44.0,37.0,42.0,42.0,44.0,38.0,42.0,41.0
3,40.0,42.0,44.0,45.0,41.0,41.0,41.0,40.0
4,40.0,42.0,43.0,43.0,41.0,38.0,42.0,41.0
5,45.0,43.0,43.0,43.0,45.0,39.0,44.0,44.0
6,39.0,42.0,43.0,44.0,40.0,36.0,38.0,38.0
7,39.0,43.0,42.0,42.0,40.0,35.0,40.0,40.0
8,42.0,44.0,43.0,43.0,42.0,36.0,40.0,40.0
9,40.0,41.0,43.0,43.0,40.0,43.0,40.0,40.0
10,40.0,41.0,41.0,40.0,40.0,40.0,42.0,42.0
11,42.0,42.0,41.0,43.0,40.0,40.0,41.0,41.0
12,39.0,41.0,43.0,42.0,39.0,42.0,40.0,40.0
13,41.0,41.0,43.0,43.0,40.0,41.0,41.0,41.0
14,41.0,43.0,43.0,44.0,39.0,42.0,40.0,40.0
15,35.0,41.0,43.0,40.0,39.0,37.0,37.0,37.0
16,39.0,38.0,42.0,42.0,40.0,38.0,41.0,41.0
17,40.0,44.0,44.0,42.0,40.0,43.0,41.0,41.0
18,39.0,41.0,43.0,44.0,42.0,41.0,40.0,40.0
19,41.0,41.0,42.0,42.0,41.0,38.0,41.0,40.0
20,44.0,43.0,43.0,43.0,44.0,40.0,43.0,43.0
21,38.0,42.0,42.0,43.0,41.0,41.0,38.0,38.0
22,40.0,42.0,42.0,42.0,41.0,36.0,40.0,40.0
23,42.0,44.0,43.0,43.0,42.0,38.0,41.0,40.0
24,43.0,41.0,44.0,43.0,42.0,44.0,41.0,41.0
25,41.0,41.0,42.0,42.0,41.0,41.0,42.0,42.0
26,43.0,42.0,44.0,42.0,42.0,42.0,41.0,41.0
27,42.0,40.0,44.0,42.0,41.0,43.0,40.0,40.0
28,42.0,42.0,44.0,43.0,41.0,42.0,42.0,42.0
29,42.0,42.0,46.0,43.0,41.0,43.0,41.0,41.0
30,37.0,40.0,43.0,43.0,40.0,39.0,38.0,38.0
31,40.0,43.0,42.0,41.0,41.0,39.0,43.0,43.0
32,41.0,43.0,44.0,41.0,42.0,44.0,41.0,41.0
33,39.0,40.0,43.0,44.0,40.0,39.0,37.0,36.0
34,41.0,43.0,40.0,40.0,41.0,37.0,38.0,38.0
35,42.0,40.0,42.0,36.0,42.0,39.0,38.0,37.0
36,44.0,41.0,43.0,44.0,43.0,43.0,40.0,39.0
37,42.0,42.0,43.0,43.0,42.0,42.0,41.0,41.0
38,42.0,43.0,43.0,38.0,42.0,43.0,40.0,39.0
39,43.0,41.0,43.0,43.0,42.0,42.0,39.0,38.0
40,41.0,43.0,45.0,44.0,41.0,41.0,40.0,40.0
41,42.0,43.0,45.0,40.0,42.0,42.0,39.0,39.0
42,38.0,37.0,43.0,44.0,41.0,39.0,36.0,36.0
43,41.0,44.0,43.0,42.0,42.0,40.0,41.0,41.0
44,42.0,41.0,43.0,41.0,42.0,43.0,38.0,37.0
45,41.0,42.0,44.0,38.0,40.0,41.0,40.0,40.0
46,43.0,44.0,39.0,43.0,41.0,38.0,41.0,41.0
47,43.0,43.0,42.0,44.0,42.0,39.0,42.0,42.0
48,42.0,42.0,45.0,39.0,42.0,42.0,40.0,40.0
49,42.0,43.0,42.0,44.0,41.0,42.0,42.0,42.0
50,42.0,44.0,43.0,45.0,41.0,42.0,42.0,42.0
51,40.0,40.0,44.0,37.0,42.0,41.0,41.0,41.0
52,40.0,42.0,42.0,42.0,42.0,41.0,42.0,42.0
53,41.0,45.0,44.0,42.0,42.0,43.0,42.0,42.0
54,41.0,41.0,44.0,38.0,41.0,41.0,41.0,41.0
55,43.0,42.0,41.0,43.0,42.0,43.0,42.0,42.0
56,43.0,43.0,42.0,44.0,42.0,43.0,43.0,43.0
57,40.0,40.0,43.0,37.0,41.0,40.0,40.0,40.0
58,42.0,42.0,41.0,42.0,41.0,42.0,43.0,43.0
59,42.0,44.0,43.0,41.0,42.0,42.0,42.0,42.0
60,35.0,37.0,41.0,36.0,40.0,37.0,36.0,36.0
61,40.0,39.0,42.0,37.0,40.0,38.0,40.0,40.0
62,40.0,39.0,41.0,36.0,41.0,38.0,40.0,40.0
63,38.0,40.0,42.0,43.0,41.0,40.0,39.0,39.0
64,40.0,40.0,41.0,41.0,40.0,37.0,40.0,39.0
65,43.0,42.0,42.0,42.0,43.0,39.0,42.0,42.0
66,37.0,41.0,41.0,42.0,40.0,40.0,37.0,37.0
67,39.0,41.0,41.0,41.0,40.0,35.0,39.0,39.0
68,41.0,43.0,42.0,42.0,41.0,37.0,41.0,39.0
69,42.0,40.0,43.0,42.0,41.0,43.0,41.0,40.0
70,41.0,40.0,41.0,41.0,42.0,40.0,41.0,41.0
71,42.0,41.0,43.0,41.0,42.0,41.0,40.0,40.0
72,41.0,39.0,43.0,41.0,40.0,42.0,40.0,39.0
73,41.0,41.0,43.0,42.0,41.0,41.0,41.0,41.0
74,41.0,41.0,45.0,42.0,42.0,42.0,40.0,40.0
75,36.0,39.0,42.0,42.0,40.0,38.0,37.0,37.0
76,39.0,42.0,41.0,40.0,41.0,38.0,42.0,42.0
77,41.0,42.0,43.0,40.0,42.0,43.0,40.0,40.0
78,38.0,39.0,42.0,43.0,41.0,38.0,37.0,36.0
79,40.0,42.0,40.0,40.0,41.0,36.0,38.0,37.0
80,42.0,39.0,41.0,36.0,42.0,38.0,41.0,40.0
81,43.0,40.0,42.0,43.0,42.0,43.0,41.0,40.0
82,42.0,41.0,42.0,42.0,43.0,41.0,41.0,41.0
83,42.0,42.0,42.0,37.0,43.0,42.0,40.0,40.0
84,42.0,40.0,42.0,42.0,41.0,42.0,40.0,39.0
85,41.0,42.0,44.0,43.0,42.0,41.0,40.0,40.0
86,42.0,42.0,44.0,40.0,43.0,41.0,40.0,40.0
87,37.0,36.0,42.0,43.0,41.0,38.0,36.0,36.0
88,40.0,43.0,42.0,41.0,42.0,39.0,40.0,40.0
89,42.0,40.0,42.0,41.0,43.0,42.0,40.0,40.0
90,42.0,41.0,43.0,37.0,42.0,41.0,41.0,41.0
91,42.0,43.0,39.0,42.0,41.0,42.0,40.0,40.0
92,44.0,42.0,42.0,43.0,43.0,42.0,41.0,41.0
93,42.0,41.0,44.0,38.0,43.0,42.0,41.0,41.0
94,43.0,42.0,41.0,43.0,44.0,43.0,42.0,42.0
95,43.0,43.0,43.0,44.0,44.0,43.0,42.0,42.0
96,41.0,40.0,43.0,37.0,42.0,41.0,41.0,41.0
97,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0
98,42.0,44.0,44.0,43.0,42.0,43.0,42.0,42.0
99,42.0,40.0,43.0,37.0,42.0,42.0,40.0,40.0
100,42.0,41.0,40.0,42.0,43.0,42.0,41.0,41.0
101,44.0,42.0,42.0,43.0,44.0,44.0,42.0,42.0
102,41.0,40.0,42.0,38.0,41.0,41.0,40.0,40.0
103,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0
104,43.0,43.0,43.0,44.0,42.0,43.0,42.0,42.0
105,36.0,38.0,40.0,35.0,40.0,37.0,36.0,36.0
106,39.0,38.0,42.0,40.0,39.0,38.0,39.0,39.0
107,41.0,44.0,41.0,41.0,41.0,42.0,40.0,40.0
108,36.0,36.0,35.0,36.0,37.0,36.0,33.0,33.0
109,37.0,37.0,35.0,35.0,38.0,35.0,35.0,35.0
110,42.0,38.0,35.0,34.0,42.0,36.0,36.0,36.0
111,43.0,37.0,35.0,36.0,42.0,43.0,36.0,36.0
112,42.0,41.0,36.0,37.0,42.0,42.0,37.0,37.0
113,42.0,37.0,35.0,37.0,42.0,43.0,37.0,37.0
114,42.0,36.0,35.0,36.0,41.0,42.0,35.0,35.0
115,41.0,41.0,40.0,38.0,41.0,41.0,36.0,36.0
116,42.0,40.0,37.0,38.0,42.0,42.0,36.0,36.0
117,36.0,37.0,35.0,36.0,37.0,37.0,31.0,31.0
