Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,46.0,46.0,47.0,46.0,45.0,46.0,44.0,46.0,48.0,46.0,48.0,48.0
1,47.0,47.0,47.0,47.0,48.0,47.0,48.0,47.0,50.0,47.0,50.0,49.0
2,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0
3,47.0,47.0,48.0,47.0,47.0,47.0,47.0,47.0,50.0,47.0,49.0,49.0
4,48.0,48.0,49.0,48.0,48.0,48.0,48.0,48.0,51.0,48.0,50.0,50.0
5,48.0,48.0,49.0,48.0,49.0,48.0,49.0,48.0,51.0,48.0,51.0,50.0
6,46.0,46.0,48.0,48.0,46.0,46.0,46.0,46.0,49.0,46.0,48.0,48.0
7,48.0,48.0,50.0,48.0,48.0,48.0,48.0,48.0,51.0,48.0,50.0,50.0
8,48.0,48.0,50.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0
9,46.0,46.0,48.0,46.0,45.0,46.0,45.0,46.0,48.0,46.0,48.0,47.0
10,48.0,47.0,47.0,47.0,48.0,47.0,48.0,48.0,50.0,47.0,49.0,49.0
11,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,48.0,49.0,49.0
12,46.0,46.0,48.0,45.0,45.0,45.0,45.0,46.0,48.0,46.0,48.0,47.0
13,47.0,46.0,46.0,47.0,46.0,46.0,46.0,47.0,49.0,46.0,48.0,48.0
14,47.0,47.0,46.0,46.0,46.0,46.0,46.0,47.0,48.0,47.0,48.0,48.0
15,46.0,46.0,48.0,45.0,45.0,45.0,45.0,46.0,48.0,46.0,48.0,47.0
16,47.0,47.0,47.0,48.0,47.0,45.0,47.0,46.0,50.0,47.0,48.0,47.0
17,47.0,46.0,46.0,47.0,45.0,45.0,45.0,46.0,48.0,46.0,48.0,48.0
18,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,52.0,52.0
19,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,52.0,52.0
20,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,54.0
21,47.0,47.0,47.0,48.0,46.0,46.0,46.0,47.0,51.0,47.0,49.0,48.0
22,50.0,48.0,49.0,50.0,48.0,48.0,48.0,50.0,52.0,48.0,50.0,50.0
23,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,52.0,54.0,54.0
24,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,51.0,49.0,51.0,51.0
25,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,51.0,53.0,53.0
26,48.0,48.0,49.0,48.0,49.0,48.0,49.0,48.0,50.0,48.0,50.0,50.0
27,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0
28,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,50.0,52.0,52.0
29,47.0,47.0,47.0,47.0,48.0,47.0,48.0,47.0,50.0,47.0,50.0,49.0
30,47.0,47.0,47.0,48.0,47.0,47.0,47.0,47.0,49.0,47.0,48.0,49.0
31,48.0,48.0,48.0,50.0,48.0,48.0,48.0,48.0,51.0,48.0,49.0,50.0
32,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0
33,48.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,50.0,46.0,48.0,48.0
34,48.0,48.0,48.0,51.0,47.0,47.0,47.0,48.0,52.0,48.0,50.0,50.0
35,50.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,52.0,48.0,50.0,50.0
36,46.0,47.0,48.0,48.0,47.0,47.0,47.0,46.0,50.0,47.0,48.0,48.0
37,51.0,49.0,50.0,49.0,49.0,49.0,49.0,51.0,52.0,49.0,50.0,50.0
38,49.0,49.0,50.0,49.0,49.0,49.0,49.0,49.0,51.0,49.0,50.0,50.0
39,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0,46.0,48.0,47.0
40,50.0,48.0,48.0,50.0,48.0,48.0,48.0,50.0,51.0,48.0,49.0,49.0
41,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,49.0,49.0
42,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0,46.0,48.0,48.0
43,48.0,48.0,49.0,51.0,48.0,48.0,48.0,48.0,52.0,48.0,50.0,50.0
44,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,50.0,50.0
45,47.0,47.0,48.0,47.0,47.0,47.0,47.0,47.0,49.0,47.0,48.0,48.0
46,47.0,47.0,47.0,47.0,49.0,47.0,49.0,47.0,51.0,47.0,48.0,48.0
47,47.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0
48,46.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,48.0,46.0,48.0,48.0
49,46.0,46.0,46.0,47.0,48.0,46.0,48.0,46.0,50.0,46.0,48.0,48.0
50,46.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,47.0,48.0,48.0
51,46.0,47.0,48.0,47.0,47.0,47.0,47.0,46.0,49.0,47.0,48.0,48.0
52,47.0,47.0,47.0,48.0,49.0,46.0,49.0,47.0,51.0,47.0,48.0,48.0
53,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,46.0,48.0,48.0
54,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,45.0,47.0,47.0
55,45.0,45.0,45.0,45.0,47.0,44.0,47.0,45.0,49.0,45.0,47.0,47.0
56,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,46.0,47.0,47.0
57,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,48.0,46.0,47.0,48.0
