Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,46.0,47.0,47.0,46.0,47.0,46.0,46.0,47.0
1,48.0,48.0,46.0,48.0,48.0,47.0,47.0,46.0
2,44.0,46.0,46.0,44.0,52.0,51.0,51.0,48.0
3,46.0,46.0,47.0,46.0,47.0,47.0,46.0,47.0
4,53.0,53.0,46.0,53.0,48.0,52.0,52.0,46.0
5,48.0,51.0,47.0,48.0,51.0,50.0,50.0,47.0
6,47.0,47.0,48.0,47.0,48.0,48.0,47.0,48.0
7,53.0,53.0,46.0,53.0,49.0,53.0,53.0,46.0
8,48.0,51.0,47.0,48.0,50.0,51.0,48.0,48.0
9,47.0,47.0,48.0,47.0,48.0,46.0,46.0,48.0
10,48.0,48.0,47.0,48.0,50.0,50.0,48.0,47.0
11,44.0,46.0,46.0,44.0,52.0,51.0,51.0,48.0
12,46.0,46.0,47.0,46.0,47.0,45.0,45.0,47.0
13,47.0,47.0,49.0,47.0,49.0,49.0,47.0,49.0
14,47.0,47.0,51.0,47.0,52.0,51.0,51.0,52.0
15,46.0,46.0,48.0,46.0,47.0,45.0,45.0,48.0
16,47.0,47.0,50.0,47.0,48.0,47.0,47.0,50.0
17,48.0,48.0,51.0,48.0,49.0,47.0,47.0,53.0
18,46.0,46.0,47.0,46.0,46.0,47.0,45.0,47.0
19,52.0,52.0,45.0,52.0,47.0,51.0,51.0,45.0
20,47.0,51.0,47.0,51.0,51.0,50.0,50.0,47.0
21,47.0,47.0,47.0,47.0,47.0,48.0,46.0,47.0
22,53.0,52.0,45.0,52.0,48.0,52.0,52.0,45.0
23,48.0,52.0,48.0,52.0,52.0,51.0,51.0,48.0
24,46.0,46.0,47.0,46.0,47.0,47.0,45.0,47.0
25,53.0,52.0,47.0,52.0,52.0,51.0,51.0,47.0
26,48.0,51.0,48.0,48.0,51.0,50.0,50.0,48.0
27,46.0,46.0,46.0,46.0,46.0,47.0,45.0,46.0
