Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,33.0,30.0,33.0,35.0,30.0,34.0,32.0,28.0,32.0,34.0
1,33.0,33.0,30.0,35.0,33.0,31.0,32.0,30.0,28.0,36.0
2,33.0,34.0,34.0,41.0,33.0,32.0,30.0,33.0,31.0,36.0
3,35.0,33.0,36.0,35.0,32.0,34.0,32.0,28.0,36.0,33.0
4,33.0,33.0,33.0,38.0,33.0,33.0,33.0,31.0,31.0,38.0
5,34.0,39.0,34.0,41.0,34.0,33.0,33.0,34.0,32.0,36.0
6,33.0,32.0,37.0,35.0,32.0,34.0,32.0,29.0,37.0,33.0
7,34.0,34.0,34.0,39.0,34.0,34.0,32.0,32.0,31.0,39.0
8,34.0,34.0,34.0,36.0,34.0,33.0,32.0,33.0,31.0,36.0
9,35.0,35.0,34.0,35.0,32.0,32.0,34.0,35.0,32.0,34.0
10,34.0,34.0,34.0,36.0,34.0,34.0,34.0,35.0,29.0,36.0
11,35.0,35.0,36.0,41.0,34.0,33.0,32.0,41.0,33.0,36.0
12,34.0,34.0,36.0,34.0,33.0,34.0,33.0,37.0,36.0,34.0
13,33.0,33.0,38.0,37.0,33.0,38.0,38.0,34.0,33.0,35.0
14,34.0,34.0,40.0,40.0,33.0,37.0,36.0,40.0,40.0,35.0
15,35.0,34.0,37.0,35.0,34.0,34.0,34.0,32.0,37.0,35.0
16,34.0,30.0,34.0,38.0,28.0,36.0,39.0,31.0,34.0,36.0
17,35.0,34.0,41.0,35.0,34.0,38.0,37.0,34.0,41.0,36.0
18,35.0,33.0,36.0,34.0,32.0,33.0,31.0,28.0,36.0,32.0
19,33.0,33.0,33.0,38.0,33.0,33.0,33.0,31.0,30.0,38.0
20,34.0,39.0,34.0,40.0,34.0,33.0,33.0,34.0,31.0,36.0
21,34.0,33.0,37.0,34.0,32.0,34.0,32.0,28.0,37.0,33.0
22,34.0,34.0,34.0,39.0,34.0,34.0,33.0,32.0,31.0,39.0
23,34.0,39.0,35.0,38.0,35.0,34.0,33.0,33.0,32.0,36.0
24,35.0,35.0,33.0,35.0,32.0,32.0,33.0,35.0,32.0,33.0
25,34.0,35.0,34.0,37.0,35.0,34.0,34.0,35.0,29.0,36.0
26,35.0,35.0,35.0,41.0,34.0,33.0,34.0,41.0,32.0,37.0
27,34.0,34.0,36.0,34.0,33.0,34.0,32.0,37.0,36.0,34.0
28,33.0,34.0,38.0,37.0,34.0,38.0,38.0,36.0,35.0,35.0
29,34.0,34.0,39.0,40.0,33.0,37.0,37.0,40.0,39.0,36.0
30,35.0,34.0,37.0,35.0,34.0,34.0,33.0,32.0,37.0,35.0
31,34.0,31.0,36.0,38.0,29.0,36.0,39.0,31.0,36.0,35.0
32,35.0,34.0,40.0,37.0,34.0,38.0,38.0,34.0,40.0,37.0
33,30.0,30.0,33.0,35.0,30.0,33.0,32.0,28.0,32.0,33.0
34,32.0,31.0,31.0,35.0,31.0,32.0,30.0,30.0,29.0,34.0
35,33.0,36.0,33.0,37.0,36.0,34.0,32.0,31.0,30.0,36.0
36,30.0,30.0,33.0,35.0,28.0,32.0,33.0,35.0,33.0,33.0
37,34.0,36.0,34.0,37.0,36.0,35.0,32.0,35.0,29.0,36.0
38,35.0,35.0,34.0,37.0,32.0,33.0,34.0,37.0,31.0,37.0
39,29.0,33.0,32.0,35.0,33.0,33.0,33.0,37.0,32.0,34.0
40,33.0,35.0,38.0,36.0,35.0,39.0,36.0,37.0,36.0,35.0
41,34.0,34.0,36.0,36.0,33.0,37.0,38.0,37.0,37.0,36.0
42,30.0,34.0,33.0,36.0,34.0,33.0,33.0,32.0,33.0,35.0
43,34.0,32.0,37.0,36.0,30.0,37.0,37.0,30.0,37.0,35.0
44,35.0,34.0,37.0,37.0,34.0,38.0,39.0,32.0,37.0,37.0
45,34.0,30.0,34.0,40.0,30.0,32.0,34.0,39.0,33.0,38.0
46,35.0,35.0,35.0,37.0,33.0,33.0,34.0,37.0,32.0,37.0
