Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,31.0,29.0,29.0,26.0,24.0,30.0,28.0,28.0,25.0
1,33.0,26.0,26.0,27.0,27.0,27.0,24.0,24.0,24.0
2,30.0,25.0,25.0,27.0,29.0,30.0,27.0,27.0,27.0
3,30.0,28.0,28.0,25.0,26.0,29.0,27.0,27.0,28.0
4,35.0,31.0,31.0,26.0,28.0,30.0,26.0,26.0,24.0
5,32.0,29.0,29.0,28.0,31.0,31.0,27.0,27.0,28.0
6,31.0,29.0,29.0,26.0,27.0,30.0,28.0,28.0,29.0
7,36.0,27.0,27.0,26.0,29.0,31.0,27.0,27.0,25.0
8,33.0,29.0,29.0,29.0,32.0,32.0,27.0,27.0,27.0
9,28.0,28.0,28.0,29.0,28.0,29.0,27.0,27.0,27.0
10,30.0,29.0,29.0,29.0,26.0,27.0,25.0,25.0,26.0
11,28.0,25.0,25.0,28.0,29.0,29.0,27.0,27.0,26.0
12,29.0,33.0,33.0,28.0,27.0,29.0,26.0,26.0,26.0
13,29.0,35.0,35.0,28.0,26.0,28.0,32.0,32.0,28.0
14,31.0,30.0,30.0,27.0,28.0,31.0,27.0,27.0,25.0
15,30.0,32.0,32.0,27.0,24.0,30.0,27.0,27.0,24.0
16,30.0,34.0,34.0,27.0,27.0,29.0,33.0,33.0,24.0
17,32.0,29.0,29.0,28.0,27.0,32.0,28.0,28.0,26.0
18,30.0,28.0,28.0,28.0,25.0,30.0,27.0,27.0,28.0
19,34.0,30.0,30.0,25.0,30.0,29.0,25.0,25.0,28.0
20,34.0,30.0,30.0,27.0,30.0,31.0,26.0,26.0,30.0
21,31.0,29.0,29.0,29.0,26.0,31.0,28.0,28.0,29.0
22,35.0,29.0,29.0,26.0,31.0,30.0,26.0,26.0,29.0
23,35.0,31.0,31.0,28.0,31.0,32.0,26.0,26.0,31.0
24,30.0,27.0,27.0,28.0,30.0,29.0,26.0,26.0,29.0
25,31.0,28.0,28.0,29.0,30.0,29.0,24.0,24.0,26.0
26,31.0,28.0,28.0,28.0,31.0,31.0,26.0,26.0,27.0
27,29.0,32.0,32.0,30.0,29.0,30.0,28.0,28.0,28.0
28,30.0,34.0,34.0,28.0,29.0,29.0,31.0,31.0,27.0
29,33.0,34.0,34.0,28.0,30.0,30.0,31.0,31.0,26.0
30,29.0,31.0,31.0,31.0,25.0,31.0,29.0,29.0,27.0
31,29.0,33.0,33.0,27.0,27.0,30.0,32.0,32.0,25.0
32,34.0,33.0,33.0,29.0,31.0,31.0,32.0,32.0,26.0
33,30.0,29.0,29.0,30.0,25.0,30.0,28.0,28.0,29.0
34,31.0,25.0,25.0,26.0,32.0,26.0,23.0,23.0,30.0
35,36.0,26.0,26.0,29.0,28.0,30.0,26.0,26.0,31.0
36,31.0,28.0,28.0,29.0,31.0,30.0,27.0,27.0,30.0
37,32.0,26.0,26.0,30.0,31.0,30.0,26.0,26.0,27.0
38,32.0,29.0,29.0,29.0,32.0,32.0,27.0,27.0,28.0
39,30.0,33.0,33.0,31.0,30.0,29.0,28.0,28.0,29.0
40,31.0,30.0,30.0,29.0,30.0,30.0,27.0,27.0,28.0
41,34.0,35.0,35.0,29.0,31.0,31.0,32.0,32.0,27.0
42,29.0,32.0,32.0,32.0,26.0,30.0,29.0,29.0,28.0
43,30.0,29.0,29.0,26.0,28.0,31.0,28.0,28.0,26.0
44,35.0,34.0,34.0,30.0,32.0,32.0,33.0,33.0,26.0
45,29.0,27.0,27.0,30.0,31.0,28.0,27.0,27.0,28.0
46,31.0,25.0,25.0,31.0,29.0,27.0,26.0,26.0,27.0
47,28.0,25.0,25.0,31.0,30.0,28.0,27.0,27.0,27.0
48,29.0,30.0,30.0,32.0,30.0,29.0,29.0,29.0,27.0
49,31.0,31.0,31.0,34.0,28.0,31.0,30.0,30.0,27.0
50,30.0,29.0,29.0,32.0,29.0,31.0,26.0,26.0,27.0
