Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,31.0,29.0,33.0,33.0,33.0,33.0,32.0,28.0
1,32.0,31.0,33.0,35.0,35.0,33.0,31.0,30.0
2,31.0,31.0,33.0,35.0,35.0,33.0,32.0,29.0
3,30.0,31.0,34.0,32.0,32.0,34.0,33.0,30.0
4,31.0,32.0,35.0,34.0,34.0,33.0,34.0,31.0
5,31.0,31.0,34.0,34.0,36.0,34.0,34.0,30.0
6,28.0,32.0,33.0,32.0,31.0,31.0,34.0,31.0
7,31.0,33.0,36.0,34.0,33.0,34.0,35.0,32.0
8,31.0,32.0,35.0,35.0,35.0,35.0,35.0,31.0
9,32.0,31.0,34.0,33.0,33.0,34.0,33.0,31.0
10,32.0,33.0,33.0,35.0,35.0,33.0,32.0,32.0
11,32.0,32.0,33.0,35.0,35.0,32.0,33.0,33.0
12,33.0,31.0,33.0,32.0,32.0,33.0,32.0,31.0
13,31.0,33.0,35.0,34.0,34.0,34.0,31.0,33.0
14,31.0,31.0,32.0,34.0,34.0,31.0,32.0,32.0
15,34.0,32.0,32.0,32.0,32.0,32.0,33.0,30.0
16,32.0,34.0,36.0,34.0,34.0,34.0,32.0,32.0
17,31.0,32.0,31.0,35.0,35.0,31.0,33.0,30.0
18,29.0,30.0,34.0,32.0,31.0,34.0,34.0,30.0
19,31.0,31.0,35.0,34.0,33.0,33.0,36.0,31.0
20,30.0,32.0,35.0,35.0,35.0,34.0,36.0,31.0
21,27.0,31.0,34.0,32.0,32.0,32.0,35.0,31.0
22,31.0,32.0,36.0,33.0,33.0,34.0,37.0,32.0
23,30.0,33.0,36.0,34.0,34.0,35.0,37.0,32.0
24,32.0,31.0,33.0,34.0,34.0,33.0,35.0,32.0
25,33.0,33.0,33.0,34.0,34.0,33.0,33.0,33.0
26,31.0,32.0,33.0,36.0,36.0,33.0,33.0,33.0
27,33.0,31.0,32.0,33.0,33.0,32.0,34.0,32.0
28,32.0,32.0,35.0,33.0,33.0,34.0,33.0,34.0
29,31.0,32.0,34.0,35.0,35.0,34.0,33.0,34.0
30,33.0,32.0,32.0,33.0,33.0,32.0,35.0,32.0
31,33.0,33.0,36.0,33.0,33.0,34.0,34.0,32.0
32,31.0,33.0,32.0,34.0,34.0,32.0,34.0,32.0
33,27.0,32.0,35.0,31.0,30.0,33.0,34.0,31.0
34,29.0,33.0,35.0,33.0,32.0,35.0,36.0,33.0
35,30.0,34.0,37.0,33.0,34.0,35.0,36.0,33.0
36,32.0,31.0,33.0,33.0,33.0,33.0,35.0,33.0
37,31.0,33.0,34.0,35.0,35.0,34.0,33.0,34.0
38,31.0,33.0,34.0,35.0,35.0,34.0,34.0,34.0
39,33.0,31.0,33.0,32.0,32.0,33.0,34.0,33.0
40,30.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0
41,30.0,33.0,35.0,34.0,34.0,35.0,34.0,35.0
42,34.0,32.0,33.0,31.0,31.0,33.0,35.0,33.0
43,31.0,34.0,34.0,33.0,33.0,34.0,35.0,33.0
44,31.0,33.0,33.0,33.0,33.0,33.0,35.0,33.0
45,32.0,33.0,31.0,35.0,35.0,31.0,32.0,32.0
46,32.0,34.0,33.0,35.0,33.0,32.0,33.0,33.0
47,32.0,34.0,33.0,35.0,35.0,33.0,34.0,34.0
48,33.0,32.0,32.0,34.0,34.0,32.0,32.0,33.0
49,33.0,33.0,33.0,34.0,33.0,33.0,34.0,34.0
50,33.0,33.0,33.0,36.0,34.0,33.0,34.0,33.0
51,34.0,33.0,33.0,35.0,35.0,33.0,33.0,32.0
52,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0
53,34.0,34.0,34.0,35.0,35.0,34.0,32.0,33.0
54,33.0,31.0,33.0,33.0,33.0,33.0,31.0,32.0
55,34.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0
56,35.0,32.0,35.0,35.0,33.0,34.0,33.0,33.0
57,34.0,32.0,34.0,34.0,34.0,34.0,32.0,33.0
58,35.0,33.0,34.0,33.0,33.0,34.0,32.0,34.0
59,36.0,33.0,36.0,34.0,34.0,35.0,32.0,34.0
60,35.0,32.0,32.0,31.0,31.0,32.0,33.0,31.0
61,35.0,34.0,34.0,32.0,30.0,34.0,33.0,33.0
62,37.0,34.0,37.0,33.0,33.0,35.0,33.0,33.0
63,28.0,29.0,33.0,31.0,30.0,33.0,34.0,29.0
64,30.0,30.0,34.0,33.0,32.0,33.0,36.0,31.0
65,29.0,31.0,35.0,34.0,34.0,33.0,36.0,31.0
66,26.0,30.0,34.0,31.0,31.0,32.0,35.0,31.0
67,30.0,31.0,35.0,32.0,32.0,34.0,37.0,32.0
68,29.0,32.0,36.0,33.0,33.0,34.0,37.0,32.0
69,31.0,31.0,32.0,33.0,33.0,32.0,35.0,32.0
70,32.0,32.0,33.0,33.0,33.0,33.0,32.0,33.0
71,30.0,33.0,33.0,35.0,35.0,33.0,32.0,33.0
72,32.0,30.0,32.0,32.0,32.0,32.0,34.0,32.0
73,31.0,31.0,34.0,32.0,32.0,33.0,33.0,34.0
74,30.0,32.0,34.0,34.0,34.0,34.0,33.0,34.0
75,32.0,31.0,32.0,32.0,32.0,32.0,35.0,32.0
76,32.0,32.0,35.0,32.0,32.0,33.0,34.0,32.0
77,30.0,33.0,32.0,33.0,33.0,32.0,34.0,32.0
78,26.0,31.0,35.0,30.0,30.0,33.0,34.0,31.0
79,29.0,32.0,35.0,32.0,32.0,35.0,36.0,33.0
80,29.0,33.0,37.0,33.0,33.0,35.0,36.0,33.0
81,31.0,32.0,33.0,33.0,33.0,33.0,35.0,33.0
82,31.0,33.0,34.0,34.0,34.0,34.0,33.0,34.0
83,30.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0
84,32.0,31.0,33.0,32.0,32.0,33.0,34.0,33.0
85,30.0,32.0,34.0,33.0,33.0,34.0,34.0,35.0
86,29.0,33.0,35.0,33.0,33.0,35.0,34.0,35.0
87,33.0,31.0,33.0,30.0,30.0,33.0,35.0,33.0
88,31.0,33.0,34.0,32.0,32.0,34.0,35.0,33.0
89,30.0,32.0,33.0,32.0,32.0,33.0,35.0,33.0
90,31.0,33.0,31.0,34.0,34.0,31.0,32.0,32.0
91,34.0,36.0,32.0,34.0,34.0,32.0,33.0,33.0
92,31.0,33.0,32.0,36.0,36.0,32.0,33.0,33.0
93,32.0,32.0,32.0,33.0,33.0,32.0,32.0,33.0
94,33.0,35.0,33.0,33.0,33.0,33.0,33.0,34.0
95,32.0,33.0,32.0,35.0,35.0,32.0,34.0,32.0
96,33.0,33.0,32.0,34.0,34.0,32.0,33.0,32.0
97,33.0,33.0,34.0,34.0,34.0,34.0,33.0,33.0
98,33.0,34.0,33.0,34.0,34.0,33.0,33.0,32.0
99,32.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0
100,33.0,34.0,33.0,32.0,32.0,33.0,32.0,33.0
101,34.0,32.0,34.0,34.0,34.0,33.0,33.0,33.0
102,33.0,32.0,33.0,33.0,33.0,33.0,32.0,33.0
103,34.0,33.0,34.0,33.0,33.0,34.0,32.0,34.0
104,35.0,33.0,35.0,33.0,33.0,34.0,32.0,33.0
105,34.0,31.0,31.0,30.0,30.0,31.0,33.0,31.0
106,34.0,34.0,34.0,31.0,31.0,34.0,33.0,33.0
107,36.0,34.0,36.0,32.0,32.0,34.0,33.0,32.0
108,25.0,31.0,28.0,28.0,28.0,26.0,27.0,25.0
109,29.0,32.0,32.0,29.0,29.0,31.0,31.0,30.0
110,27.0,33.0,33.0,31.0,33.0,32.0,29.0,30.0
111,29.0,33.0,29.0,33.0,33.0,28.0,29.0,29.0
112,31.0,34.0,33.0,35.0,35.0,32.0,32.0,31.0
113,29.0,35.0,31.0,35.0,35.0,31.0,31.0,32.0
114,31.0,32.0,28.0,32.0,32.0,27.0,28.0,28.0
115,30.0,33.0,34.0,34.0,34.0,33.0,31.0,31.0
116,28.0,34.0,30.0,34.0,34.0,30.0,30.0,31.0
117,32.0,31.0,28.0,29.0,29.0,27.0,28.0,26.0
118,31.0,33.0,32.0,28.0,28.0,31.0,32.0,31.0
119,29.0,33.0,31.0,32.0,33.0,31.0,29.0,32.0
120,31.0,34.0,30.0,33.0,33.0,30.0,32.0,31.0
121,35.0,37.0,32.0,35.0,35.0,31.0,32.0,32.0
122,31.0,34.0,32.0,35.0,35.0,32.0,33.0,33.0
123,32.0,33.0,31.0,33.0,33.0,31.0,31.0,30.0
124,34.0,36.0,32.0,34.0,34.0,32.0,31.0,33.0
125,32.0,34.0,32.0,34.0,34.0,32.0,32.0,32.0
126,33.0,33.0,32.0,33.0,33.0,32.0,29.0,30.0
127,33.0,34.0,33.0,35.0,35.0,32.0,32.0,32.0
128,33.0,34.0,33.0,35.0,35.0,33.0,31.0,33.0
129,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0
130,33.0,35.0,33.0,33.0,33.0,32.0,30.0,32.0
131,33.0,33.0,33.0,33.0,33.0,33.0,31.0,33.0
132,33.0,32.0,33.0,32.0,32.0,33.0,32.0,30.0
133,34.0,33.0,34.0,34.0,34.0,33.0,31.0,33.0
134,34.0,33.0,34.0,34.0,34.0,34.0,32.0,34.0
135,33.0,32.0,31.0,28.0,28.0,31.0,33.0,29.0
136,35.0,34.0,32.0,27.0,27.0,31.0,32.0,31.0
137,35.0,34.0,35.0,33.0,32.0,35.0,33.0,33.0
138,34.0,34.0,31.0,36.0,36.0,31.0,33.0,33.0
139,32.0,36.0,32.0,35.0,35.0,32.0,33.0,33.0
140,33.0,35.0,33.0,35.0,35.0,33.0,33.0,34.0
141,35.0,35.0,32.0,35.0,35.0,32.0,32.0,34.0
142,34.0,37.0,33.0,35.0,34.0,32.0,33.0,34.0
143,33.0,35.0,34.0,36.0,35.0,34.0,33.0,34.0
144,36.0,34.0,31.0,33.0,33.0,31.0,33.0,33.0
145,35.0,38.0,31.0,34.0,34.0,31.0,32.0,33.0
146,34.0,36.0,33.0,35.0,35.0,33.0,33.0,34.0
147,34.0,34.0,32.0,34.0,34.0,32.0,31.0,33.0
148,34.0,36.0,33.0,34.0,34.0,33.0,32.0,34.0
149,36.0,34.0,33.0,35.0,34.0,33.0,32.0,34.0
150,35.0,34.0,32.0,33.0,33.0,32.0,32.0,32.0
151,35.0,37.0,33.0,33.0,33.0,33.0,31.0,34.0
152,37.0,35.0,34.0,35.0,35.0,34.0,33.0,35.0
153,36.0,33.0,32.0,32.0,32.0,31.0,33.0,31.0
154,36.0,35.0,34.0,34.0,34.0,33.0,32.0,33.0
155,38.0,36.0,35.0,34.0,34.0,35.0,34.0,34.0
156,33.0,33.0,32.0,33.0,33.0,32.0,30.0,32.0
157,33.0,35.0,33.0,33.0,33.0,33.0,31.0,34.0
158,35.0,33.0,34.0,34.0,33.0,34.0,31.0,34.0
159,34.0,33.0,33.0,32.0,32.0,33.0,31.0,33.0
160,34.0,36.0,34.0,32.0,32.0,34.0,31.0,35.0
161,36.0,34.0,35.0,34.0,34.0,35.0,32.0,35.0
162,35.0,32.0,33.0,31.0,31.0,32.0,32.0,32.0
163,35.0,34.0,35.0,33.0,33.0,34.0,32.0,34.0
164,37.0,35.0,35.0,33.0,33.0,35.0,33.0,35.0
165,34.0,33.0,31.0,26.0,26.0,30.0,33.0,30.0
166,36.0,35.0,33.0,27.0,27.0,32.0,33.0,32.0
167,36.0,35.0,35.0,32.0,29.0,35.0,34.0,34.0
