Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,47.0,45.0,47.0,47.0,45.0,44.0,46.0,46.0,48.0
1,48.0,45.0,48.0,48.0,43.0,46.0,47.0,47.0,47.0
2,48.0,48.0,48.0,48.0,45.0,46.0,48.0,48.0,48.0
3,46.0,48.0,49.0,49.0,45.0,45.0,47.0,47.0,47.0
4,48.0,48.0,49.0,49.0,47.0,50.0,48.0,48.0,48.0
5,48.0,48.0,51.0,51.0,50.0,48.0,48.0,48.0,48.0
6,47.0,45.0,46.0,47.0,46.0,45.0,46.0,46.0,47.0
7,48.0,47.0,47.0,48.0,48.0,51.0,47.0,47.0,47.0
8,48.0,45.0,48.0,48.0,51.0,49.0,48.0,48.0,48.0
9,47.0,45.0,49.0,49.0,47.0,45.0,46.0,46.0,48.0
10,48.0,45.0,48.0,48.0,45.0,47.0,47.0,47.0,47.0
11,49.0,48.0,48.0,48.0,48.0,46.0,47.0,47.0,48.0
12,47.0,45.0,48.0,48.0,46.0,45.0,45.0,45.0,47.0
13,48.0,46.0,47.0,47.0,44.0,46.0,46.0,46.0,46.0
14,48.0,47.0,48.0,48.0,47.0,46.0,46.0,46.0,48.0
15,47.0,45.0,46.0,47.0,46.0,44.0,46.0,46.0,48.0
16,48.0,46.0,47.0,48.0,45.0,46.0,47.0,47.0,47.0
17,48.0,46.0,48.0,48.0,46.0,46.0,47.0,47.0,48.0
18,45.0,48.0,49.0,49.0,45.0,45.0,47.0,47.0,47.0
19,47.0,48.0,50.0,50.0,47.0,51.0,47.0,47.0,47.0
20,49.0,47.0,51.0,51.0,50.0,49.0,48.0,48.0,48.0
21,46.0,46.0,49.0,49.0,46.0,44.0,45.0,45.0,47.0
22,47.0,48.0,50.0,50.0,48.0,50.0,46.0,46.0,46.0
23,49.0,47.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0
24,46.0,46.0,51.0,51.0,47.0,46.0,45.0,45.0,47.0
25,49.0,48.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0
26,48.0,47.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0
27,46.0,45.0,50.0,50.0,46.0,45.0,44.0,44.0,46.0
