Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,47.0,47.0,45.0,40.0,40.0,47.0,46.0,46.0,48.0,44.0,48.0,40.0,47.0
1,43.0,43.0,45.0,35.0,35.0,40.0,46.0,41.0,46.0,45.0,45.0,36.0,42.0
2,47.0,47.0,45.0,40.0,40.0,41.0,44.0,46.0,47.0,44.0,46.0,40.0,42.0
3,47.0,48.0,45.0,46.0,46.0,48.0,46.0,46.0,49.0,44.0,50.0,46.0,48.0
4,43.0,43.0,46.0,44.0,44.0,42.0,46.0,43.0,46.0,45.0,50.0,44.0,43.0
5,47.0,48.0,45.0,42.0,42.0,46.0,45.0,46.0,49.0,45.0,50.0,42.0,46.0
6,48.0,48.0,46.0,45.0,45.0,45.0,47.0,47.0,49.0,45.0,51.0,45.0,46.0
7,44.0,44.0,47.0,45.0,45.0,43.0,46.0,43.0,46.0,45.0,51.0,45.0,43.0
8,48.0,48.0,45.0,43.0,43.0,45.0,46.0,47.0,47.0,45.0,51.0,43.0,46.0
9,50.0,50.0,46.0,42.0,42.0,42.0,52.0,51.0,52.0,51.0,51.0,42.0,42.0
10,43.0,43.0,52.0,37.0,37.0,37.0,45.0,43.0,46.0,46.0,46.0,37.0,37.0
11,46.0,46.0,50.0,37.0,37.0,37.0,44.0,46.0,47.0,44.0,46.0,37.0,37.0
12,52.0,52.0,48.0,44.0,44.0,44.0,54.0,50.0,54.0,54.0,54.0,44.0,44.0
13,48.0,48.0,51.0,41.0,41.0,41.0,50.0,46.0,50.0,50.0,50.0,40.0,40.0
14,47.0,47.0,50.0,42.0,42.0,42.0,49.0,48.0,49.0,49.0,49.0,42.0,42.0
15,47.0,47.0,45.0,44.0,44.0,44.0,46.0,45.0,48.0,46.0,49.0,43.0,44.0
16,49.0,49.0,48.0,42.0,42.0,42.0,51.0,47.0,51.0,51.0,51.0,41.0,41.0
17,48.0,48.0,48.0,43.0,43.0,43.0,48.0,49.0,50.0,48.0,47.0,43.0,43.0
18,52.0,52.0,49.0,50.0,50.0,51.0,50.0,51.0,51.0,49.0,50.0,50.0,51.0
19,48.0,48.0,50.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,50.0,47.0,47.0
20,52.0,52.0,48.0,48.0,48.0,51.0,47.0,51.0,51.0,48.0,51.0,48.0,51.0
21,53.0,53.0,50.0,51.0,51.0,52.0,51.0,52.0,52.0,50.0,51.0,51.0,52.0
22,49.0,49.0,51.0,48.0,48.0,48.0,48.0,47.0,48.0,47.0,51.0,48.0,48.0
23,53.0,53.0,49.0,49.0,49.0,52.0,48.0,52.0,52.0,49.0,52.0,49.0,52.0
24,50.0,50.0,51.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,54.0,50.0,50.0
25,43.0,44.0,52.0,44.0,44.0,44.0,45.0,43.0,45.0,46.0,53.0,44.0,44.0
26,46.0,46.0,50.0,43.0,43.0,45.0,46.0,46.0,47.0,46.0,52.0,43.0,45.0
27,52.0,52.0,50.0,50.0,50.0,50.0,54.0,50.0,54.0,54.0,54.0,50.0,50.0
28,48.0,48.0,51.0,47.0,47.0,47.0,50.0,47.0,50.0,50.0,52.0,46.0,46.0
29,47.0,47.0,50.0,46.0,46.0,46.0,49.0,48.0,49.0,49.0,55.0,46.0,46.0
30,50.0,50.0,50.0,51.0,51.0,51.0,51.0,50.0,51.0,50.0,50.0,51.0,51.0
31,49.0,49.0,51.0,48.0,48.0,48.0,51.0,48.0,51.0,51.0,51.0,47.0,47.0
32,48.0,48.0,50.0,47.0,47.0,46.0,50.0,49.0,50.0,50.0,51.0,47.0,46.0
33,54.0,54.0,51.0,51.0,51.0,53.0,52.0,53.0,53.0,51.0,51.0,51.0,53.0
34,49.0,49.0,52.0,48.0,48.0,47.0,49.0,47.0,49.0,48.0,50.0,48.0,48.0
35,54.0,54.0,49.0,48.0,48.0,53.0,49.0,53.0,53.0,50.0,51.0,48.0,53.0
36,51.0,51.0,51.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0
37,44.0,45.0,53.0,43.0,43.0,43.0,46.0,44.0,46.0,45.0,54.0,43.0,43.0
38,47.0,47.0,50.0,44.0,44.0,45.0,47.0,47.0,47.0,46.0,53.0,44.0,46.0
39,53.0,53.0,51.0,49.0,49.0,50.0,54.0,51.0,54.0,54.0,54.0,50.0,50.0
40,49.0,49.0,52.0,47.0,47.0,47.0,50.0,48.0,49.0,49.0,53.0,47.0,47.0
41,48.0,48.0,50.0,45.0,45.0,46.0,50.0,48.0,50.0,50.0,56.0,46.0,47.0
42,51.0,51.0,51.0,50.0,50.0,51.0,52.0,51.0,52.0,51.0,51.0,50.0,51.0
43,50.0,50.0,52.0,48.0,48.0,48.0,51.0,49.0,48.0,48.0,52.0,48.0,48.0
44,48.0,48.0,50.0,46.0,46.0,46.0,51.0,49.0,51.0,51.0,52.0,47.0,46.0
45,48.0,48.0,48.0,46.0,46.0,45.0,51.0,49.0,50.0,51.0,51.0,47.0,45.0
46,49.0,49.0,50.0,43.0,43.0,43.0,50.0,50.0,50.0,50.0,50.0,44.0,44.0
47,48.0,48.0,50.0,40.0,40.0,38.0,50.0,49.0,50.0,50.0,49.0,40.0,38.0
48,50.0,50.0,51.0,50.0,50.0,50.0,52.0,51.0,52.0,52.0,54.0,50.0,50.0
49,52.0,52.0,52.0,46.0,46.0,46.0,53.0,53.0,53.0,53.0,53.0,47.0,47.0
50,51.0,51.0,52.0,43.0,43.0,42.0,53.0,52.0,53.0,53.0,52.0,43.0,42.0
51,48.0,48.0,48.0,44.0,44.0,44.0,51.0,49.0,50.0,51.0,50.0,45.0,45.0
52,48.0,48.0,50.0,42.0,42.0,42.0,49.0,49.0,49.0,49.0,50.0,42.0,42.0
53,48.0,48.0,48.0,42.0,42.0,42.0,48.0,49.0,50.0,49.0,47.0,42.0,42.0
54,49.0,49.0,51.0,49.0,49.0,49.0,54.0,50.0,54.0,54.0,54.0,49.0,49.0
55,51.0,51.0,51.0,45.0,45.0,45.0,52.0,52.0,52.0,52.0,52.0,46.0,46.0
56,50.0,50.0,52.0,45.0,45.0,45.0,55.0,51.0,55.0,55.0,55.0,45.0,45.0
57,50.0,50.0,48.0,43.0,43.0,43.0,51.0,48.0,52.0,52.0,51.0,44.0,44.0
58,47.0,47.0,51.0,41.0,41.0,41.0,50.0,48.0,48.0,48.0,49.0,42.0,42.0
59,47.0,47.0,49.0,43.0,43.0,43.0,51.0,48.0,51.0,51.0,51.0,43.0,43.0
60,45.0,45.0,48.0,44.0,44.0,44.0,47.0,46.0,48.0,48.0,51.0,45.0,45.0
61,47.0,47.0,48.0,41.0,41.0,41.0,51.0,48.0,49.0,48.0,50.0,43.0,43.0
