Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,42.0,43.0,43.0,43.0,43.0,41.0,44.0,40.0
1,44.0,44.0,45.0,44.0,45.0,40.0,43.0,37.0
2,44.0,44.0,43.0,44.0,43.0,40.0,46.0,39.0
3,43.0,42.0,43.0,42.0,43.0,42.0,45.0,44.0
4,45.0,45.0,46.0,45.0,46.0,44.0,43.0,43.0
5,45.0,44.0,44.0,44.0,44.0,44.0,45.0,43.0
6,42.0,43.0,42.0,43.0,42.0,43.0,44.0,45.0
7,46.0,46.0,47.0,46.0,47.0,45.0,44.0,44.0
8,44.0,44.0,43.0,44.0,43.0,45.0,43.0,44.0
9,43.0,43.0,43.0,43.0,43.0,43.0,44.0,42.0
10,43.0,43.0,43.0,43.0,43.0,42.0,43.0,40.0
11,43.0,45.0,44.0,45.0,43.0,40.0,46.0,41.0
12,42.0,42.0,44.0,42.0,44.0,42.0,43.0,41.0
13,46.0,46.0,45.0,46.0,45.0,41.0,42.0,39.0
14,44.0,44.0,43.0,44.0,43.0,39.0,45.0,40.0
15,43.0,43.0,45.0,43.0,45.0,43.0,41.0,41.0
16,47.0,47.0,46.0,47.0,46.0,42.0,43.0,36.0
17,45.0,45.0,44.0,45.0,44.0,39.0,43.0,39.0
18,42.0,43.0,42.0,43.0,42.0,42.0,44.0,43.0
19,44.0,44.0,45.0,44.0,45.0,43.0,44.0,42.0
20,44.0,45.0,43.0,45.0,43.0,44.0,44.0,43.0
21,42.0,42.0,42.0,42.0,42.0,43.0,43.0,44.0
22,45.0,45.0,46.0,45.0,46.0,44.0,45.0,43.0
23,43.0,44.0,44.0,44.0,44.0,45.0,44.0,44.0
24,42.0,42.0,42.0,42.0,42.0,44.0,43.0,43.0
25,44.0,44.0,44.0,44.0,44.0,44.0,42.0,44.0
26,44.0,44.0,44.0,44.0,44.0,45.0,45.0,44.0
27,41.0,41.0,43.0,41.0,43.0,43.0,42.0,42.0
28,45.0,45.0,44.0,45.0,44.0,43.0,43.0,43.0
29,43.0,43.0,43.0,43.0,43.0,44.0,44.0,43.0
30,42.0,42.0,44.0,42.0,44.0,44.0,42.0,42.0
31,46.0,46.0,45.0,46.0,45.0,44.0,44.0,44.0
32,44.0,44.0,44.0,44.0,44.0,45.0,43.0,44.0
33,41.0,41.0,43.0,41.0,43.0,43.0,44.0,42.0
34,46.0,46.0,43.0,46.0,43.0,45.0,46.0,44.0
35,41.0,43.0,45.0,43.0,45.0,45.0,43.0,44.0
36,42.0,42.0,42.0,43.0,42.0,45.0,41.0,44.0
37,45.0,45.0,43.0,45.0,43.0,45.0,43.0,45.0
38,45.0,45.0,43.0,45.0,43.0,46.0,43.0,45.0
39,42.0,42.0,41.0,42.0,41.0,44.0,40.0,43.0
40,46.0,46.0,42.0,46.0,42.0,44.0,44.0,44.0
41,44.0,44.0,43.0,44.0,43.0,45.0,42.0,44.0
42,41.0,41.0,42.0,41.0,42.0,45.0,41.0,43.0
43,47.0,47.0,43.0,47.0,43.0,45.0,45.0,45.0
44,43.0,42.0,44.0,42.0,44.0,46.0,42.0,45.0
45,43.0,44.0,43.0,44.0,43.0,45.0,44.0,44.0
46,46.0,46.0,43.0,46.0,43.0,44.0,43.0,41.0
47,45.0,45.0,45.0,45.0,45.0,41.0,46.0,42.0
48,42.0,43.0,42.0,43.0,42.0,44.0,43.0,43.0
49,47.0,47.0,44.0,47.0,44.0,43.0,42.0,40.0
50,45.0,45.0,44.0,45.0,44.0,40.0,45.0,41.0
51,42.0,44.0,41.0,44.0,41.0,43.0,43.0,44.0
52,46.0,46.0,43.0,46.0,43.0,42.0,43.0,40.0
53,46.0,46.0,44.0,46.0,44.0,40.0,43.0,42.0
