Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,44.0,49.0,44.0,44.0,44.0
1,46.0,46.0,46.0,46.0,46.0
2,45.0,50.0,45.0,45.0,47.0
3,48.0,49.0,48.0,48.0,48.0
4,49.0,49.0,49.0,49.0,49.0
5,49.0,53.0,49.0,49.0,50.0
6,48.0,49.0,48.0,48.0,48.0
7,49.0,49.0,49.0,49.0,49.0
8,49.0,50.0,49.0,49.0,50.0
9,49.0,49.0,49.0,49.0,49.0
10,50.0,50.0,50.0,50.0,50.0
11,51.0,50.0,51.0,51.0,51.0
12,48.0,49.0,48.0,48.0,48.0
13,53.0,49.0,53.0,53.0,53.0
14,50.0,49.0,50.0,50.0,50.0
15,45.0,49.0,45.0,45.0,45.0
16,49.0,46.0,49.0,49.0,49.0
17,46.0,50.0,46.0,46.0,46.0
18,48.0,50.0,47.0,47.0,47.0
19,49.0,51.0,48.0,48.0,48.0
20,49.0,53.0,49.0,49.0,50.0
21,48.0,49.0,47.0,47.0,47.0
22,49.0,52.0,48.0,48.0,48.0
23,49.0,52.0,49.0,49.0,50.0
24,49.0,50.0,48.0,48.0,48.0
25,50.0,49.0,49.0,49.0,49.0
26,53.0,50.0,53.0,53.0,53.0
27,48.0,49.0,47.0,47.0,47.0
28,53.0,48.0,52.0,52.0,52.0
29,52.0,51.0,52.0,52.0,52.0
30,45.0,49.0,44.0,46.0,46.0
31,49.0,49.0,48.0,48.0,48.0
32,48.0,52.0,48.0,48.0,50.0
33,45.0,47.0,44.0,47.0,47.0
34,46.0,48.0,45.0,48.0,48.0
35,49.0,50.0,49.0,49.0,50.0
36,48.0,46.0,48.0,48.0,48.0
37,50.0,48.0,50.0,50.0,50.0
38,54.0,49.0,54.0,54.0,54.0
39,47.0,47.0,47.0,47.0,47.0
40,50.0,48.0,49.0,52.0,52.0
41,53.0,52.0,53.0,53.0,53.0
42,44.0,48.0,44.0,46.0,46.0
43,46.0,48.0,45.0,48.0,48.0
44,49.0,53.0,49.0,49.0,50.0
45,49.0,48.0,49.0,49.0,49.0
46,54.0,45.0,54.0,54.0,54.0
47,51.0,44.0,51.0,51.0,51.0
48,48.0,48.0,48.0,48.0,48.0
49,53.0,46.0,53.0,53.0,53.0
50,50.0,48.0,50.0,50.0,50.0
51,49.0,48.0,49.0,49.0,49.0
52,50.0,47.0,50.0,50.0,50.0
53,50.0,49.0,50.0,50.0,50.0
54,47.0,48.0,47.0,47.0,47.0
55,52.0,45.0,52.0,52.0,52.0
56,53.0,47.0,53.0,53.0,53.0
57,48.0,48.0,48.0,48.0,48.0
58,49.0,46.0,49.0,51.0,51.0
59,53.0,48.0,53.0,53.0,53.0
60,44.0,48.0,44.0,44.0,44.0
61,45.0,45.0,45.0,47.0,47.0
62,49.0,47.0,49.0,49.0,49.0
63,47.0,50.0,46.0,46.0,46.0
64,48.0,51.0,47.0,47.0,47.0
65,49.0,52.0,48.0,48.0,50.0
66,47.0,49.0,46.0,46.0,46.0
67,48.0,51.0,47.0,47.0,47.0
68,49.0,51.0,48.0,48.0,50.0
69,48.0,49.0,47.0,47.0,47.0
70,49.0,51.0,48.0,48.0,48.0
71,53.0,50.0,52.0,52.0,52.0
72,47.0,49.0,46.0,46.0,46.0
73,52.0,51.0,51.0,51.0,51.0
74,52.0,52.0,51.0,51.0,51.0
75,44.0,49.0,43.0,45.0,45.0
76,48.0,51.0,47.0,47.0,47.0
77,48.0,53.0,47.0,47.0,49.0
78,44.0,48.0,43.0,46.0,46.0
79,45.0,49.0,44.0,47.0,47.0
80,49.0,51.0,48.0,48.0,50.0
81,48.0,48.0,47.0,47.0,47.0
82,50.0,51.0,49.0,49.0,49.0
83,54.0,51.0,53.0,53.0,53.0
84,47.0,49.0,46.0,46.0,46.0
85,49.0,50.0,48.0,51.0,51.0
86,53.0,53.0,52.0,52.0,52.0
87,44.0,49.0,43.0,45.0,45.0
88,45.0,49.0,44.0,47.0,47.0
89,49.0,54.0,48.0,48.0,49.0
90,49.0,49.0,48.0,48.0,48.0
91,54.0,48.0,53.0,53.0,53.0
92,51.0,51.0,50.0,51.0,51.0
93,48.0,49.0,47.0,47.0,47.0
94,53.0,50.0,52.0,52.0,52.0
95,50.0,52.0,49.0,51.0,51.0
96,49.0,49.0,48.0,48.0,48.0
97,50.0,51.0,49.0,49.0,49.0
98,50.0,53.0,49.0,51.0,51.0
99,47.0,49.0,46.0,46.0,46.0
100,52.0,49.0,51.0,51.0,51.0
101,53.0,51.0,52.0,52.0,52.0
102,48.0,49.0,47.0,47.0,47.0
103,49.0,50.0,48.0,50.0,50.0
104,53.0,52.0,52.0,52.0,52.0
105,44.0,49.0,43.0,43.0,43.0
106,45.0,49.0,44.0,46.0,46.0
107,49.0,51.0,48.0,48.0,48.0
108,41.0,46.0,38.0,43.0,43.0
109,42.0,47.0,39.0,44.0,44.0
110,46.0,49.0,43.0,48.0,48.0
111,46.0,45.0,44.0,48.0,48.0
112,47.0,48.0,44.0,49.0,49.0
113,51.0,49.0,48.0,53.0,53.0
114,45.0,46.0,43.0,47.0,47.0
115,46.0,47.0,43.0,48.0,48.0
116,50.0,51.0,47.0,52.0,52.0
117,41.0,47.0,39.0,43.0,43.0
118,42.0,47.0,39.0,44.0,44.0
119,46.0,52.0,43.0,48.0,48.0
120,46.0,48.0,43.0,48.0,48.0
121,51.0,48.0,48.0,53.0,53.0
122,49.0,52.0,46.0,52.0,52.0
123,45.0,48.0,43.0,47.0,47.0
124,50.0,48.0,47.0,52.0,52.0
125,49.0,52.0,46.0,52.0,52.0
126,46.0,47.0,43.0,48.0,48.0
127,47.0,48.0,44.0,49.0,49.0
128,49.0,48.0,46.0,52.0,52.0
129,44.0,47.0,42.0,46.0,46.0
130,49.0,47.0,46.0,51.0,51.0
131,50.0,51.0,47.0,52.0,52.0
132,45.0,47.0,42.0,47.0,47.0
133,46.0,47.0,43.0,48.0,48.0
134,50.0,48.0,47.0,52.0,52.0
135,41.0,47.0,39.0,43.0,43.0
136,42.0,44.0,39.0,44.0,44.0
137,46.0,48.0,43.0,48.0,48.0
138,45.0,47.0,43.0,47.0,47.0
139,49.0,41.0,44.0,52.0,52.0
140,46.0,41.0,45.0,49.0,51.0
141,45.0,48.0,43.0,47.0,47.0
142,49.0,41.0,44.0,52.0,52.0
143,46.0,42.0,45.0,49.0,51.0
144,46.0,45.0,44.0,48.0,48.0
145,49.0,41.0,44.0,52.0,52.0
146,47.0,41.0,46.0,50.0,51.0
147,49.0,48.0,47.0,47.0,47.0
148,48.0,40.0,43.0,51.0,51.0
149,48.0,42.0,44.0,51.0,51.0
150,50.0,46.0,48.0,48.0,48.0
151,48.0,40.0,43.0,51.0,51.0
152,48.0,42.0,45.0,51.0,51.0
153,46.0,44.0,44.0,48.0,48.0
154,47.0,40.0,41.0,49.0,49.0
155,47.0,41.0,46.0,50.0,50.0
