Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,40.0,40.0,40.0,35.0,41.0,40.0,39.0
1,39.0,42.0,41.0,37.0,39.0,39.0,38.0
2,39.0,42.0,42.0,39.0,41.0,41.0,38.0
3,44.0,41.0,40.0,36.0,40.0,41.0,43.0
4,41.0,42.0,40.0,39.0,39.0,39.0,40.0
5,46.0,42.0,42.0,42.0,40.0,41.0,45.0
6,45.0,41.0,41.0,37.0,41.0,39.0,44.0
7,42.0,41.0,41.0,40.0,39.0,40.0,41.0
8,47.0,42.0,43.0,43.0,40.0,41.0,46.0
9,40.0,42.0,40.0,39.0,41.0,42.0,39.0
10,43.0,43.0,43.0,43.0,40.0,41.0,42.0
11,43.0,43.0,43.0,41.0,39.0,42.0,42.0
12,39.0,41.0,40.0,39.0,40.0,41.0,38.0
13,42.0,42.0,42.0,42.0,39.0,40.0,41.0
14,42.0,42.0,42.0,41.0,39.0,41.0,41.0
15,40.0,42.0,39.0,38.0,39.0,38.0,39.0
16,39.0,42.0,39.0,36.0,39.0,39.0,38.0
17,39.0,43.0,40.0,40.0,39.0,39.0,38.0
18,43.0,40.0,39.0,35.0,39.0,40.0,42.0
19,40.0,41.0,40.0,39.0,38.0,39.0,39.0
20,45.0,42.0,41.0,41.0,43.0,43.0,44.0
21,44.0,41.0,40.0,36.0,40.0,40.0,43.0
22,41.0,42.0,41.0,40.0,39.0,40.0,40.0
23,46.0,43.0,42.0,42.0,44.0,44.0,45.0
24,39.0,45.0,39.0,39.0,42.0,42.0,38.0
25,42.0,42.0,42.0,42.0,42.0,42.0,41.0
26,42.0,42.0,42.0,40.0,39.0,41.0,41.0
27,38.0,44.0,39.0,38.0,41.0,41.0,37.0
28,41.0,41.0,41.0,41.0,41.0,41.0,40.0
29,41.0,41.0,41.0,40.0,38.0,41.0,40.0
30,39.0,41.0,39.0,38.0,41.0,41.0,38.0
31,39.0,42.0,40.0,40.0,39.0,39.0,38.0
32,39.0,42.0,39.0,39.0,38.0,41.0,38.0
33,39.0,41.0,41.0,37.0,39.0,39.0,38.0
34,40.0,43.0,42.0,40.0,39.0,39.0,39.0
35,45.0,43.0,43.0,39.0,44.0,44.0,44.0
36,40.0,46.0,40.0,39.0,43.0,43.0,39.0
37,39.0,43.0,41.0,41.0,43.0,43.0,38.0
38,39.0,43.0,40.0,41.0,40.0,41.0,38.0
39,39.0,45.0,39.0,38.0,42.0,42.0,38.0
40,38.0,42.0,40.0,40.0,42.0,42.0,37.0
41,39.0,42.0,39.0,41.0,39.0,41.0,38.0
42,40.0,42.0,40.0,39.0,42.0,42.0,39.0
43,38.0,43.0,41.0,41.0,38.0,39.0,37.0
44,39.0,42.0,40.0,40.0,39.0,41.0,38.0
45,40.0,43.0,40.0,43.0,40.0,42.0,39.0
46,39.0,44.0,39.0,41.0,38.0,41.0,38.0
47,39.0,44.0,40.0,41.0,39.0,40.0,38.0
48,41.0,45.0,44.0,44.0,42.0,43.0,40.0
49,41.0,47.0,41.0,41.0,43.0,43.0,40.0
50,43.0,43.0,42.0,42.0,42.0,43.0,42.0
51,41.0,44.0,45.0,45.0,42.0,42.0,40.0
52,41.0,46.0,42.0,41.0,43.0,43.0,40.0
53,43.0,43.0,43.0,43.0,42.0,43.0,42.0
54,40.0,44.0,43.0,43.0,41.0,43.0,39.0
55,41.0,46.0,40.0,40.0,42.0,44.0,40.0
56,44.0,42.0,41.0,41.0,44.0,44.0,43.0
57,40.0,43.0,44.0,44.0,41.0,43.0,39.0
58,41.0,45.0,41.0,40.0,42.0,44.0,40.0
59,44.0,43.0,42.0,42.0,44.0,44.0,43.0
60,36.0,42.0,34.0,37.0,39.0,39.0,35.0
61,37.0,44.0,37.0,39.0,38.0,40.0,36.0
62,40.0,43.0,39.0,39.0,40.0,40.0,39.0
63,42.0,39.0,39.0,34.0,38.0,39.0,41.0
64,39.0,40.0,39.0,38.0,37.0,39.0,38.0
65,44.0,41.0,41.0,40.0,42.0,44.0,43.0
66,43.0,40.0,40.0,35.0,39.0,40.0,42.0
67,40.0,41.0,40.0,39.0,38.0,40.0,39.0
68,45.0,42.0,42.0,41.0,43.0,45.0,44.0
69,38.0,44.0,38.0,38.0,41.0,43.0,37.0
70,41.0,41.0,41.0,41.0,41.0,43.0,40.0
71,41.0,41.0,41.0,39.0,38.0,40.0,40.0
72,37.0,43.0,38.0,37.0,40.0,42.0,36.0
73,40.0,40.0,40.0,40.0,40.0,42.0,39.0
74,40.0,40.0,40.0,39.0,37.0,40.0,39.0
75,38.0,40.0,38.0,37.0,40.0,42.0,37.0
76,38.0,41.0,39.0,39.0,38.0,38.0,37.0
77,38.0,41.0,38.0,38.0,37.0,40.0,37.0
