Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,52.0,48.0,48.0,46.0,48.0,45.0,46.0,45.0,50.0,50.0,50.0,51.0,51.0,50.0,51.0
1,38.0,44.0,41.0,42.0,50.0,44.0,46.0,41.0,36.0,40.0,40.0,41.0,41.0,37.0,38.0
2,42.0,46.0,43.0,44.0,45.0,46.0,46.0,43.0,40.0,41.0,41.0,41.0,41.0,42.0,42.0
3,51.0,48.0,47.0,46.0,47.0,44.0,46.0,45.0,49.0,50.0,50.0,51.0,51.0,49.0,51.0
4,37.0,44.0,44.0,42.0,50.0,44.0,46.0,45.0,35.0,40.0,40.0,41.0,41.0,37.0,37.0
5,41.0,46.0,45.0,44.0,49.0,46.0,46.0,45.0,39.0,40.0,40.0,41.0,41.0,42.0,41.0
6,52.0,48.0,48.0,46.0,48.0,47.0,46.0,45.0,50.0,50.0,50.0,51.0,51.0,50.0,51.0
7,48.0,45.0,45.0,43.0,50.0,44.0,46.0,45.0,46.0,47.0,47.0,48.0,48.0,46.0,48.0
8,48.0,46.0,46.0,45.0,45.0,46.0,46.0,45.0,46.0,47.0,47.0,48.0,48.0,46.0,48.0
9,53.0,53.0,48.0,54.0,48.0,53.0,53.0,52.0,57.0,52.0,52.0,53.0,53.0,57.0,53.0
10,38.0,46.0,48.0,50.0,50.0,46.0,52.0,47.0,42.0,49.0,49.0,50.0,50.0,44.0,39.0
11,43.0,51.0,45.0,52.0,46.0,51.0,53.0,51.0,47.0,49.0,49.0,50.0,50.0,50.0,43.0
12,53.0,57.0,51.0,55.0,51.0,57.0,52.0,51.0,56.0,52.0,52.0,53.0,53.0,56.0,57.0
13,40.0,46.0,52.0,49.0,52.0,46.0,51.0,50.0,41.0,53.0,53.0,54.0,54.0,46.0,43.0
14,43.0,50.0,52.0,51.0,52.0,50.0,52.0,50.0,46.0,53.0,53.0,54.0,54.0,49.0,47.0
15,53.0,52.0,49.0,50.0,49.0,52.0,47.0,47.0,51.0,52.0,52.0,53.0,53.0,51.0,53.0
16,42.0,46.0,49.0,44.0,51.0,46.0,47.0,47.0,40.0,46.0,46.0,47.0,47.0,47.0,42.0
17,43.0,48.0,53.0,46.0,53.0,48.0,51.0,51.0,41.0,46.0,46.0,47.0,47.0,47.0,46.0
18,50.0,47.0,47.0,45.0,47.0,43.0,46.0,45.0,48.0,50.0,50.0,51.0,51.0,48.0,50.0
